stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,filter_poison_recall,filter_legitimate_rejection,detector,filter,filter_seed,status,folder,host_macro_f1_no_reset,host_accuracy_no_reset,poison_admission_rate_no_reset,clean_withhold_rate_no_reset,resets_no_reset,training_visits_no_reset,malicious_recall_no_reset,benign_fpr_no_reset,host_macro_f1_reset_difference,host_accuracy_reset_difference,poison_admission_rate_reset_difference,clean_withhold_rate_reset_difference,resets_reset_difference,training_visits_reset_difference,malicious_recall_reset_difference,benign_fpr_reset_difference
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,,,13300,,,1,0.5502984579943586,,,confirmed,True,10450,0.3585645933014354,0.35235027949590225,0,0,,10450,2850,0.2727272727272727,,,,0.0,adwin,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__clean__none/none,0.35235027949590225,0.3585645933014354,,0.36363636363636365,0,11400,,,0.0,0.0,,-0.09090909090909094,1,1900,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,464.0,12000.0,10936,5462.0,0.0,0,0.5036063340085093,False,600.0,confirmed,True,10450,0.32813397129186606,0.3219467223801073,2843,1229,0.4322898346816743,7607,4324,0.5684238201656369,,,0.0253253605346465,0.051531484159326936,adwin,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_label_seed_17,0.3219467223801073,0.32813397129186606,0.4322898346816743,0.5684238201656369,0,10936,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,547.0,12000.0,10853,7267.0,0.0,0,0.5169864159834106,True,600.0,confirmed,True,10450,0.3171291866028708,0.30717855596068533,2843,1747,0.6144917340837144,7607,3037,0.39923754436703035,,,0.023566654941962716,0.06309977652162482,adwin,learned_features_label,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_label_seed_27,0.30717855596068533,0.3171291866028708,0.6144917340837144,0.39923754436703035,0,10853,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,522.0,12000.0,10878,8148.0,0.0,0,0.5104681660013739,False,600.0,confirmed,True,10450,0.3199043062200957,0.3102599731657659,2843,2001,0.7038339781920506,7607,2410,0.31681346128565796,,,0.03200844178684488,0.05665834100170895,adwin,learned_features_label,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_label_seed_37,0.3102599731657659,0.3199043062200957,0.7038339781920506,0.31681346128565796,0,10878,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,281.0,12000.0,11119,8340.0,0.0,0,0.5283574579807464,True,600.0,confirmed,True,10450,0.34497607655502394,0.33319936184077137,2843,1979,0.696095673584242,7607,2196,0.28868147758643353,,,0.02989799507562434,0.025765742079663468,adwin,learned_features_label,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_label_seed_47,0.33319936184077137,0.34497607655502394,0.696095673584242,0.28868147758643353,0,11119,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,798.0,12000.0,10602,7075.0,0.0,0,0.51319679201697,False,600.0,confirmed,True,10450,0.31808612440191386,0.308071793339295,2843,1735,0.6102708406612734,7607,3217,0.4228999605626397,,,0.05381639113612381,0.08479032470093335,adwin,learned_features_label,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_label_seed_7,0.308071793339295,0.31808612440191386,0.6102708406612734,0.4228999605626397,0,10602,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,439.0,12000.0,10961,9128.0,0.0,0,0.5140283330110833,False,600.0,confirmed,True,10450,0.3390430622009569,0.32851690812876244,2843,2208,0.7766443897291594,7607,1637,0.21519652951229132,,,0.04502286317270489,0.04088339687130275,adwin,learned_features,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_seed_17,0.32851690812876244,0.3390430622009569,0.7766443897291594,0.21519652951229132,0,10961,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,371.0,12000.0,11029,10112.0,0.0,0,0.511489792028442,True,600.0,confirmed,True,10450,0.33215311004784687,0.31714713259322436,2843,2477,0.8712627506155469,7607,922,0.121204154068621,,,0.03341540626099191,0.03628237149993427,adwin,learned_features,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_seed_27,0.31714713259322436,0.33215311004784687,0.8712627506155469,0.121204154068621,0,11029,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,432.0,12000.0,10968,3699.0,0.0,0,0.5217624999932013,True,600.0,confirmed,True,10450,0.3149282296650718,0.30859544952285844,2843,720,0.253253605346465,7607,5578,0.7332719863283818,,,0.03974674639465353,0.04193505981332983,adwin,learned_features,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_seed_37,0.30859544952285844,0.3149282296650718,0.253253605346465,0.7332719863283818,0,10968,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,506.0,12000.0,10894,7303.0,0.0,0,0.5117908329993952,True,600.0,confirmed,True,10450,0.3465071770334928,0.33555287254549837,2843,1681,0.5912768202602884,7607,2935,0.3858288418561851,,,0.05100246218782976,0.047456290258972,adwin,learned_features,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_seed_47,0.33555287254549837,0.3465071770334928,0.5912768202602884,0.3858288418561851,0,10894,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,482.0,12000.0,10918,6378.0,0.0,0,0.5096255000098608,True,600.0,confirmed,True,10450,0.3257416267942584,0.3180091427650401,2843,1447,0.5089693985226873,7607,3626,0.47666622847377416,,,0.049243756595145974,0.04495859077165768,adwin,learned_features,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/learned_features_seed_7,0.3180091427650401,0.3257416267942584,0.5089693985226873,0.47666622847377416,0,10918,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,,,11400,,,0,0.5212011660041753,,,confirmed,True,10450,0.3475598086124402,0.33479347114531915,2843,1766,0.6211748153359128,7607,2723,0.35795977389246747,,,0.0,0.0,adwin,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/adwin/RBF_I__s9913__instance__severe/none,0.33479347114531915,0.3475598086124402,0.6211748153359128,0.35795977389246747,0,11400,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,526.0,12000.0,10874,8125.0,0.0,0,0.559456124989083,False,600.0,confirmed,True,10450,0.34373205741626794,0.34314078176050994,0,0,,10450,3275,0.3133971291866029,,,,0.05033492822966507,d3_oof,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_label_seed_17,0.34314078176050994,0.34373205741626794,,0.3133971291866029,0,10874,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,623.0,12000.0,10777,8082.0,0.0,0,0.5715034999884665,False,600.0,confirmed,True,10450,0.3605741626794258,0.3597064604073794,0,0,,10450,3318,0.317511961722488,,,,0.05961722488038278,d3_oof,learned_features_label,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_label_seed_27,0.3597064604073794,0.3605741626794258,,0.317511961722488,0,10777,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,553.0,12000.0,10847,7212.0,0.0,0,0.5663780840113759,False,600.0,confirmed,True,10450,0.3579904306220096,0.3564629595426841,0,0,,10450,4188,0.40076555023923444,,,,0.05291866028708134,d3_oof,learned_features_label,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_label_seed_37,0.3564629595426841,0.3579904306220096,,0.40076555023923444,0,10847,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,267.0,12000.0,11133,7420.0,0.0,0,0.5627115840034094,False,600.0,confirmed,True,10450,0.3615311004784689,0.35680041931428574,0,0,,10450,3980,0.38086124401913873,,,,0.02555023923444976,d3_oof,learned_features_label,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_label_seed_47,0.35680041931428574,0.3615311004784689,,0.38086124401913873,0,11133,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,856.0,12000.0,10544,7034.0,0.0,0,0.5161431249871384,False,600.0,confirmed,True,10450,0.36,0.3585786454748995,0,0,,10450,4366,0.41779904306220095,,,,0.08191387559808612,d3_oof,learned_features_label,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_label_seed_7,0.3585786454748995,0.36,,0.41779904306220095,0,10544,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,439.0,12000.0,10961,7318.0,0.0,0,0.5409639579884242,False,600.0,confirmed,True,10450,0.3605741626794258,0.355465162678697,0,0,,10450,4082,0.390622009569378,,,,0.04200956937799043,d3_oof,learned_features,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_seed_17,0.355465162678697,0.3605741626794258,,0.390622009569378,0,10961,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,371.0,12000.0,11029,8256.0,0.0,0,0.5343878330022562,False,600.0,confirmed,True,10450,0.3663157894736842,0.36144096192585556,0,0,,10450,3144,0.3008612440191388,,,,0.035502392344497605,d3_oof,learned_features,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_seed_27,0.36144096192585556,0.3663157894736842,,0.3008612440191388,0,11029,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,432.0,12000.0,10968,8266.0,0.0,0,0.5349398340040352,False,600.0,confirmed,True,10450,0.3616267942583732,0.35493437850764187,0,0,,10450,3134,0.2999043062200957,,,,0.04133971291866029,d3_oof,learned_features,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_seed_37,0.35493437850764187,0.3616267942583732,,0.2999043062200957,0,10968,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,506.0,12000.0,10894,7257.0,0.0,0,0.5239297499938402,False,600.0,confirmed,True,10450,0.3688038277511962,0.35674431850777466,0,0,,10450,4143,0.3964593301435407,,,,0.04842105263157895,d3_oof,learned_features,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_seed_47,0.35674431850777466,0.3688038277511962,,0.3964593301435407,0,10894,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,482.0,12000.0,10918,6404.0,0.0,0,0.5314468340075109,False,600.0,confirmed,True,10450,0.3497607655502392,0.3419532209227435,0,0,,10450,4996,0.4780861244019139,,,,0.046124401913875596,d3_oof,learned_features,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/learned_features_seed_7,0.3419532209227435,0.3497607655502392,,0.4780861244019139,0,10918,,,0.0,0.0,,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,,,11400,,,0,0.5293896250077523,,,confirmed,True,10450,0.3585645933014354,0.35235027949590225,0,0,,10450,3800,0.36363636363636365,,,,0.0,d3_oof,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__clean__none/none,0.35235027949590225,0.3585645933014354,,0.36363636363636365,0,11400,,,0.0,0.0,,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,464.0,12000.0,10936,5462.0,0.0,0,0.524291459005326,False,600.0,confirmed,True,10450,0.32813397129186606,0.3219467223801073,2843,1229,0.4322898346816743,7607,4324,0.5684238201656369,,,0.0253253605346465,0.051531484159326936,d3_oof,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_label_seed_17,0.3219467223801073,0.32813397129186606,0.4322898346816743,0.5684238201656369,0,10936,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,547.0,12000.0,10853,7267.0,0.0,0,0.5343058749858756,False,600.0,confirmed,True,10450,0.3171291866028708,0.30717855596068533,2843,1747,0.6144917340837144,7607,3037,0.39923754436703035,,,0.023566654941962716,0.06309977652162482,d3_oof,learned_features_label,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_label_seed_27,0.30717855596068533,0.3171291866028708,0.6144917340837144,0.39923754436703035,0,10853,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,522.0,12000.0,10878,8148.0,0.0,0,0.5213077499938663,False,600.0,confirmed,True,10450,0.3199043062200957,0.3102599731657659,2843,2001,0.7038339781920506,7607,2410,0.31681346128565796,,,0.03200844178684488,0.05665834100170895,d3_oof,learned_features_label,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_label_seed_37,0.3102599731657659,0.3199043062200957,0.7038339781920506,0.31681346128565796,0,10878,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,281.0,12000.0,11119,8340.0,0.0,0,0.5467915000044741,False,600.0,confirmed,True,10450,0.34497607655502394,0.33319936184077137,2843,1979,0.696095673584242,7607,2196,0.28868147758643353,,,0.02989799507562434,0.025765742079663468,d3_oof,learned_features_label,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_label_seed_47,0.33319936184077137,0.34497607655502394,0.696095673584242,0.28868147758643353,0,11119,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,798.0,12000.0,10602,7075.0,0.0,0,0.5305382499936968,False,600.0,confirmed,True,10450,0.31808612440191386,0.308071793339295,2843,1735,0.6102708406612734,7607,3217,0.4228999605626397,,,0.05381639113612381,0.08479032470093335,d3_oof,learned_features_label,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_label_seed_7,0.308071793339295,0.31808612440191386,0.6102708406612734,0.4228999605626397,0,10602,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,439.0,12000.0,10961,9128.0,0.0,0,0.5408476250013337,False,600.0,confirmed,True,10450,0.3390430622009569,0.32851690812876244,2843,2208,0.7766443897291594,7607,1637,0.21519652951229132,,,0.04502286317270489,0.04088339687130275,d3_oof,learned_features,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_seed_17,0.32851690812876244,0.3390430622009569,0.7766443897291594,0.21519652951229132,0,10961,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,371.0,12000.0,11029,10112.0,0.0,0,0.525990374997491,False,600.0,confirmed,True,10450,0.33215311004784687,0.31714713259322436,2843,2477,0.8712627506155469,7607,922,0.121204154068621,,,0.03341540626099191,0.03628237149993427,d3_oof,learned_features,27.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_seed_27,0.31714713259322436,0.33215311004784687,0.8712627506155469,0.121204154068621,0,11029,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,432.0,12000.0,10968,3699.0,0.0,0,0.5285842909943312,False,600.0,confirmed,True,10450,0.3149282296650718,0.30859544952285844,2843,720,0.253253605346465,7607,5578,0.7332719863283818,,,0.03974674639465353,0.04193505981332983,d3_oof,learned_features,37.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_seed_37,0.30859544952285844,0.3149282296650718,0.253253605346465,0.7332719863283818,0,10968,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,506.0,12000.0,10894,7303.0,0.0,0,0.5356813329854049,False,600.0,confirmed,True,10450,0.3465071770334928,0.33555287254549837,2843,1681,0.5912768202602884,7607,2935,0.3858288418561851,,,0.05100246218782976,0.047456290258972,d3_oof,learned_features,47.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_seed_47,0.33555287254549837,0.3465071770334928,0.5912768202602884,0.3858288418561851,0,10894,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,482.0,12000.0,10918,6378.0,0.0,0,0.5337252500175964,False,600.0,confirmed,True,10450,0.3257416267942584,0.3180091427650401,2843,1447,0.5089693985226873,7607,3626,0.47666622847377416,,,0.049243756595145974,0.04495859077165768,d3_oof,learned_features,7.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/learned_features_seed_7,0.3180091427650401,0.3257416267942584,0.5089693985226873,0.47666622847377416,0,10918,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,instance,severe,9913.0,821989827.0,,RBF_I__s9913,RBF_I__s9913__instance__severe,,,11400,,,0,0.5412372919963673,,,confirmed,True,10450,0.3475598086124402,0.33479347114531915,2843,1766,0.6211748153359128,7607,2723,0.35795977389246747,,,0.0,0.0,d3_oof,none,,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/d3_oof/RBF_I__s9913__instance__severe/none,0.33479347114531915,0.3475598086124402,0.6211748153359128,0.35795977389246747,0,11400,,,0.0,0.0,0.0,0.0,0,0,,
RBF_I,clean,none,9913.0,,,RBF_I__s9913,RBF_I__s9913__clean__none,526.0,12000.0,10874,8125.0,0.0,0,0.536349958012579,False,600.0,confirmed,True,10450,0.34373205741626794,0.34314078176050994,0,0,,10450,3275,0.3133971291866029,,,,0.05033492822966507,hddm_w,learned_features_label,17.0,complete,results/per_dataset_study/integration_full_study/filters/runs/RBF_I/hddm_w/RBF_I__s9913__clean__none/learned_features_label_seed_17,0.34314078176050994,0.34373205741626794,,0.3133971291866029,0,10874,,,0.0,0.0,,0.0,0,0,,
