stream,mode,level,detector,filter,accuracy_difference,macro_f1_difference,macro_recall_difference,roc_auc_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference,filter_poison_recall_difference,filter_legitimate_rejection_difference,scored_resets_difference,total_seconds_difference,matched_assignments
RBF_I,concept,moderate,d3_oof,random_rows,0.0008523521929958052,2.6043476797243947e-05,-0.0003194251236556811,-0.0013320434962169614,-0.10527163948345657,0.11354400543957895,0.15090952688938922,0.15048839310512138,-0.3333333333333333,-1.7728314306659765,3
RBF_I,concept,moderate,hddm_w,learned_features,-0.020969571557551452,-0.02129466067762605,-0.022163521338552334,-0.01769881338302226,-0.04974332878671689,0.03502185380590844,0.0641399005753072,0.05645985590890396,1.3333333333333333,-6.395689041667232,3
RBF_I,concept,moderate,hddm_w,learned_features_label,-0.00519608132198468,-0.004780560063982531,-0.004780834316061651,-0.003918628746471642,0.03139355409778007,0.009891992618095424,0.032954848416610366,0.025723317016259267,0.0,-5.071061861001604,3
RBF_I,concept,moderate,hddm_w,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
RBF_I,concept,moderate,hddm_w,oracle_blocks,-0.021173242878207283,-0.021375845754669814,-0.021487154901384236,-0.013149402135867757,-0.5657733682079923,0.1629054122629018,1.0,0.29239601351397787,-1.6666666666666667,-10.960021416667587,3
RBF_I,concept,moderate,hddm_w,oracle_rows,-0.006488750033547023,-0.007087215575318995,-0.008109803131546967,-0.0037678751349823347,-0.5657733682079923,-0.009266400710603898,1.0,0.0,-0.6666666666666666,-4.7717075553337045,3
RBF_I,concept,moderate,hddm_w,random_blocks,-0.004035803142216003,-0.003827759709220705,-0.003769152140040625,-0.004715640589390224,-0.09266925344116507,0.21524347894245674,0.38523301668775484,0.4013656355198234,-4.333333333333333,-8.679820722000537,3
RBF_I,concept,moderate,hddm_w,random_rows,-0.012617731061606649,-0.012430567492102177,-0.01271446827748742,-0.008031743360746598,-0.07325287193771866,0.05688527568331473,0.15090952688938922,0.15048839310512138,0.6666666666666666,-8.502799874667591,3
RBF_I,concept,moderate,hellinger,learned_features,0.009458372985405639,0.010095673628508162,0.010362042605920996,0.003105590580983808,0.006446817948301005,-0.006550247406091558,0.0641399005753072,0.05645985590890396,-0.3333333333333333,1.8703900136667169,3
RBF_I,concept,moderate,hellinger,learned_features_label,0.018543835891314402,0.019059125469104155,0.020462845995809126,0.009011724197823182,0.044737232159956876,-0.019878371834943693,0.032954848416610366,0.025723317016259267,-0.3333333333333333,1.6946562083345877,3
RBF_I,concept,moderate,hellinger,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
RBF_I,concept,moderate,hellinger,oracle_blocks,-0.02883872253554276,-0.02949389907089876,-0.029061508944748942,-0.01621446746509007,-0.6524921161974607,0.20898804050514408,1.0,0.29239601351397787,1.0,-7.505881611000102,3
RBF_I,concept,moderate,hellinger,oracle_rows,0.024867657043734132,0.025367967557598996,0.025331714744231237,0.015279148575661336,-0.6524921161974607,-0.027984499366615224,1.0,0.0,-0.6666666666666666,0.738138139001118,3
RBF_I,concept,moderate,hellinger,random_blocks,-0.01910661345734399,-0.019091901786158383,-0.018085744523597163,-0.014067405786564327,-0.19183337122786867,0.2559865791156995,0.38523301668775484,0.4013656355198234,-0.6666666666666666,-5.195210444333497,3
RBF_I,concept,moderate,hellinger,random_rows,0.002545108573804744,0.002966982281187821,0.0037335521740397373,-5.294840485122373e-05,-0.09411013301925104,0.08516729992496641,0.15090952688938922,0.15048839310512138,0.3333333333333333,-1.8947560280006048,3
RBF_I,concept,severe,adwin,learned_features,-0.011296460599215371,-0.012364340831727402,-0.013664264506708287,-0.00825463606520005,0.04610214047060209,0.03944671733130098,0.06444325956378584,0.05738509832870997,0.6666666666666666,-2.405879555334348,3
RBF_I,concept,severe,adwin,learned_features_label,-0.01569268364293112,-0.01605737495867643,-0.01624533983490069,-0.012124393332230624,0.041082900096858034,0.02844997349501861,0.03416674251139177,0.025996033612024433,0.0,-1.6805362916669158,3
RBF_I,concept,severe,adwin,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
RBF_I,concept,severe,adwin,oracle_blocks,-0.00756033280767987,-0.00785967423023611,-0.008513814354171237,-0.0018020668469106809,-0.5048966040736985,0.16498836894325888,1.0,0.2277904919255085,-1.3333333333333333,-5.847739138333661,3
