stream,mode,level,detector,filter,accuracy,macro_f1,macro_recall,roc_auc,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,scored_resets,total_seconds
RBF_I,instance,moderate,hellinger,none,0.6613175509053759,0.6609757474214121,0.6613988657251989,0.8553045824752439,0.7649552421085044,0.23413314143934813,0.0,0.0,1.0,28.67128581966669
RBF_I,instance,moderate,hellinger,oracle_blocks,0.33126329880927213,0.32191446312140654,0.3371141366212333,0.5901519526686322,0.0,1.0,1.0,1.0,0.0,10.452503805666614
RBF_I,instance,moderate,hellinger,oracle_rows,0.6646755442823927,0.6642427144265303,0.6638047805074939,0.8605472633978688,0.0,0.20914847733428324,1.0,0.0,0.6666666666666666,26.389085403000234
RBF_I,instance,moderate,hellinger,random_blocks,0.33126329880927213,0.32191446312140654,0.3371141366212333,0.5901519526686322,0.0,1.0,1.0,1.0,0.0,10.377015000000634
RBF_I,instance,moderate,hellinger,random_rows,0.6475952934545198,0.6464007642781734,0.646487367388668,0.8477995477515664,0.6524401993005973,0.3460783186310523,0.15207078756128287,0.1503353656635366,0.6666666666666666,24.26055418033381
RBF_I,instance,severe,adwin,learned_features,0.6463157894736842,0.6461641821219543,0.6457554645085014,0.8448379709274794,0.7210220144583014,0.2775432101684469,0.05610229660615152,0.05520501866702019,0.0,30.411822471666408
RBF_I,instance,severe,adwin,learned_features_label,0.6274543789191855,0.6259446917669558,0.6259746887147221,0.8325997864053681,0.7040793101687788,0.30738105365122714,0.010657941328733744,0.02502977760363895,0.0,30.87904929200037
RBF_I,instance,severe,adwin,none,0.6300260691890368,0.6296234109266065,0.6291442616836275,0.83437323930367,0.7356865673449073,0.2635232895403634,0.0,0.0,0.6666666666666666,30.87410513900007
RBF_I,instance,severe,adwin,oracle_blocks,0.33126329880927213,0.32191446312140654,0.3371141366212333,0.5901519526686322,0.0,1.0,1.0,1.0,0.0,9.117238360999787
RBF_I,instance,severe,adwin,oracle_rows,0.6622997252166561,0.66187731566953,0.6617736006818903,0.8570886191270656,0.0,0.24945649535856695,1.0,0.0,0.3333333333333333,27.596001097333403
RBF_I,instance,severe,adwin,random_blocks,0.33126329880927213,0.32191446312140654,0.3371141366212333,0.5901519526686322,0.0,1.0,1.0,1.0,0.0,9.816355930333279
RBF_I,instance,severe,adwin,random_rows,0.6146959768900162,0.6142714998276743,0.6144441070478813,0.8271468683162889,0.5196052285000824,0.4826406407822102,0.2509541594172486,0.25101127130224943,0.0,20.032576486333102
RBF_I,instance,severe,d3_oof,learned_features,0.6425040512928909,0.6421577977766963,0.6417040934767452,0.844939732884054,0.7145097837055431,0.2852603102315839,0.05610229660615152,0.05520501866702019,0.0,25.198411277333435
RBF_I,instance,severe,d3_oof,learned_features_label,0.629197491721271,0.6277632997519214,0.6276506181070896,0.8350132878701918,0.7429444949675647,0.26818779946642035,0.010657941328733744,0.02502977760363895,0.0,25.098738847666635
RBF_I,instance,severe,d3_oof,none,0.642960614387374,0.6428412790409891,0.6421199640948941,0.8438355364763854,0.7246484362147823,0.2741226912240909,0.0,0.0,0.3333333333333333,24.142788430333287
RBF_I,instance,severe,d3_oof,oracle_blocks,0.33126329880927213,0.32191446312140654,0.3371141366212333,0.5901519526686322,0.0,1.0,1.0,1.0,0.0,7.670828180666528
RBF_I,instance,severe,d3_oof,oracle_rows,0.6615965616853379,0.661017037690946,0.6608061130564601,0.8557245543644361,0.0,0.21426251702500734,1.0,0.0,0.3333333333333333,20.991962458332637
RBF_I,instance,severe,d3_oof,random_blocks,0.33126329880927213,0.32191446312140654,0.3371141366212333,0.5901519526686322,0.0,1.0,1.0,1.0,0.0,7.734165986000032
RBF_I,instance,severe,d3_oof,random_rows,0.6134066088917072,0.6128762523648148,0.6130103890148385,0.8263011625838018,0.5252586407493712,0.4765207111409642,0.2509541594172486,0.25101127130224943,0.0,20.019490346999493
RBF_I,instance,severe,hddm_w,learned_features,0.6308504192207427,0.6306170579796563,0.6298050805872047,0.8352911144473736,0.6628348236160208,0.3356122808794291,0.05610229660615152,0.05520501866702019,1.3333333333333333,21.969998179666316
RBF_I,instance,severe,hddm_w,learned_features_label,0.6146847037271894,0.6135294624500264,0.6132837612123584,0.8323926013415908,0.6989488260045597,0.3095786835249913,0.010657941328733744,0.02502977760363895,1.6666666666666667,22.11075923599977
