epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon
0,radar__training__clean__none__aNone,37,adwin,radar,196.16,229900,4,2,0.1
0,radar__training__splice__severe__a0,37,adwin,radar,185.84,229900,6,2,0.1
0,radar__training__instance__moderate__a0,37,adwin,radar,189.02,229900,7,2,0.1
0,radar__training__concept__moderate__a0,37,adwin,radar,197.0,229900,6,2,0.1
0,radar__training__splice__moderate__a0,37,adwin,radar,194.54,229900,5,2,0.1
0,radar__training__concept__severe__a0,37,adwin,radar,193.22,229900,102,2,0.1
0,radar__training__instance__severe__a0,37,adwin,radar,189.04,229900,6,2,0.1
1,radar__training__concept__moderate__a0,37,adwin,radar,182.52,229900,15,2,0.1
1,radar__training__splice__moderate__a0,37,adwin,radar,189.24,229900,67,2,0.1
1,radar__training__instance__severe__a0,37,adwin,radar,188.98,229900,56,2,0.1
1,radar__training__splice__severe__a0,37,adwin,radar,179.14,229900,9,2,0.1
1,radar__training__clean__none__aNone,37,adwin,radar,189.32,229900,59,2,0.1
1,radar__training__concept__severe__a0,37,adwin,radar,192.46,229900,102,2,0.1
1,radar__training__instance__moderate__a0,37,adwin,radar,191.92,229900,6,2,0.1
2,radar__training__clean__none__aNone,37,adwin,radar,195.24,229900,94,2,0.1
2,radar__training__instance__severe__a0,37,adwin,radar,193.76,229900,53,2,0.1
2,radar__training__instance__moderate__a0,37,adwin,radar,199.16,229900,70,2,0.1
2,radar__training__splice__severe__a0,37,adwin,radar,185.44,229900,4,2,0.1
2,radar__training__concept__moderate__a0,37,adwin,radar,191.48,229900,86,2,0.1
2,radar__training__splice__moderate__a0,37,adwin,radar,189.68,229900,77,2,0.1
2,radar__training__concept__severe__a0,37,adwin,radar,190.36,229900,123,2,0.1
3,radar__training__concept__severe__a0,37,adwin,radar,196.28,229900,16,2,0.1
3,radar__training__clean__none__aNone,37,adwin,radar,186.66,229900,137,2,0.1
3,radar__training__instance__moderate__a0,37,adwin,radar,195.35999999999999,229900,60,2,0.1
3,radar__training__concept__moderate__a0,37,adwin,radar,192.86,229900,85,2,0.1
3,radar__training__splice__moderate__a0,37,adwin,radar,193.82,229900,49,2,0.1
3,radar__training__instance__severe__a0,37,adwin,radar,189.34,229900,65,2,0.1
3,radar__training__splice__severe__a0,37,adwin,radar,188.46,229900,17,2,0.1
