condition,stream,mode,level,base_key,attack_seed,detector,filter,activation_row,host_rows,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_inference_seconds,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,total_seconds,scored_resets
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hddm_w,random_blocks,1000,236550,0.8677319805537941,0.8803764274112718,0.835256285423313,0.8501021466150643,,,,0.9247342880279071,0.9119719338105013,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.5251052089988661,False,12500,confirmed,True,1.5251052089988661,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hddm_w,learned_features,1000,236550,0.9161361234411329,0.9141072099866994,0.9045597239707686,0.9089188250453568,,,,0.9308294144559925,0.914216776285872,0.7796047643917314,0.22097374049764945,0.04978351331772158,0.04906514365691647,0.26458666600046854,11649,250000,234890,188900,5453,2,5.280957749999288,True,12500,confirmed,True,5.545544415999757,2
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hddm_w,learned_features_label,1000,236550,0.9,0.9020940831995298,0.8814503127796747,0.8899640261752598,,,,0.9301537489466101,0.9156425491818632,0.22164192934279023,0.09919692087159199,0.7657395083983355,0.049460193122753154,0.3293630000007397,54216,250000,183284,173722,0,0,5.169084750001275,False,12500,confirmed,True,5.498447750002015,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,none,1000,236550,0.9063496089621644,0.9080974314491188,0.8892894573186662,0.8971966482955713,,,,0.9251462552757663,0.9125509418539027,0.6436477584783598,0.35779065764448936,0.0,0.0,0.0,0,250000,250800,160550,17100,6,4.222578999999314,False,12500,confirmed,True,4.222578999999314,6
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,oracle_rows,1000,236550,0.9220545339251743,0.9224613349269617,0.9090691110964333,0.9150020640680079,,,,0.9341902050165244,0.9208441605821696,0.0,0.1685619635087165,1.0,0.0,0.0,59357,250000,182399,152531,6417,3,4.213464999998905,False,12500,confirmed,True,4.213464999998905,3
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,random_rows,1000,236550,0.9154766434157683,0.9162838744084703,0.9009371418235458,0.9076077093528363,,,,0.9316615558374014,0.917897989818472,0.4051080748690129,0.5974728121314047,0.2508718432535337,0.25094670782705863,0.0,59357,250000,180976,97730,2106,1,3.57751237499906,False,12500,confirmed,True,3.57751237499906,1
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,oracle_blocks,1000,236550,0.8677319805537941,0.8803764274112718,0.835256285423313,0.8501021466150643,,,,0.9247342880279071,0.9119719338105013,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.5528605840008822,False,12500,confirmed,True,1.5528605840008822,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,random_blocks,1000,236550,0.8677319805537941,0.8803764274112718,0.835256285423313,0.8501021466150643,,,,0.9247342880279071,0.9119719338105013,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.5135740419991635,False,12500,confirmed,True,1.5135740419991635,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,learned_features,1000,236550,0.8958444303529909,0.9024382131641755,0.872939973327376,0.8842604735613491,,,,0.9267127321568366,0.9111738287426434,0.8031908620718702,0.19840512887077932,0.04978351331772158,0.04906514365691647,0.26458666600046854,11649,250000,225851,190662,0,0,6.778954790999705,False,12500,confirmed,True,7.043541457000174,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,hellinger,learned_features_label,1000,236550,0.9116465863453815,0.9120937999110157,0.8967475454205759,0.9034044007293759,,,,0.9313662876761579,0.9177931531896166,0.21224118469599204,0.13750543193015524,0.7657395083983355,0.049460193122753154,0.3293630000007397,54216,250000,186237,168590,4419,2,3.9363333330002206,False,12500,confirmed,True,4.26569633300096,2
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,none,1000,236550,0.8985203973789896,0.9044606373647637,0.876603806611649,0.8874548594038323,,,,0.9256305102050482,0.9085830661770826,0.7963845881698873,0.205222553938361,0.0,0.0,0.0,0,250000,237500,189050,0,0,7.335501583998848,False,12500,confirmed,True,7.335501583998848,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,oracle_rows,1000,236550,0.8981906573663073,0.9015688808828168,0.8782155957615612,0.88762825407497,,,,0.9274611367295218,0.9117807615734068,0.0,0.06801058732568442,1.0,0.0,0.0,59357,250000,178143,166092,0,0,7.066010082999128,False,12500,confirmed,True,7.066010082999128,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,random_rows,1000,236550,0.9173874445149017,0.9161556092703107,0.9051911011599141,0.9101383083690087,,,,0.9309912694073795,0.9174816685761814,0.5545260036726923,0.44260777795962597,0.2508718432535337,0.25094670782705863,0.0,59357,250000,180946,134043,2118,1,4.432501334000335,False,12500,confirmed,True,4.432501334000335,1
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,oracle_blocks,1000,236550,0.8677319805537941,0.8803764274112718,0.835256285423313,0.8501021466150643,,,,0.9247342880279071,0.9119719338105013,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.4940369999985705,False,12500,confirmed,True,1.4940369999985705,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,random_blocks,1000,236550,0.8677319805537941,0.8803764274112718,0.835256285423313,0.8501021466150643,,,,0.9247342880279071,0.9119719338105013,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.5587013340009435,False,12500,confirmed,True,1.5587013340009435,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,learned_features,1000,236550,0.8958444303529909,0.9024382131641755,0.872939973327376,0.8842604735613491,,,,0.9267127321568366,0.9111738287426434,0.8031908620718702,0.19840512887077932,0.04978351331772158,0.04906514365691647,0.26458666600046854,11649,250000,225851,190662,0,0,7.282616667000184,False,12500,confirmed,True,7.5472033330006525,0
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,d3_oof,learned_features_label,1000,236550,0.9,0.9020940831995298,0.8814503127796747,0.8899640261752598,,,,0.9301537489466101,0.9156425491818632,0.22164192934279023,0.09919692087159199,0.7657395083983355,0.049460193122753154,0.3293630000007397,54216,250000,183284,173722,0,0,5.388415666999208,False,12500,confirmed,True,5.717778666999948,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,none,1000,177145,0.9115526828304497,0.9091141131482313,0.8998031283804014,0.9040520665721012,,,,0.9220211461575172,0.9065891553850107,0.6566955643464355,0.2495469812865167,0.0,0.0,0.0,0,250000,292600,188100,25650,9,4.498609832999136,False,12500,confirmed,True,4.498609832999136,9
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,oracle_rows,1000,177145,0.9224138417680431,0.9225247330109564,0.9099594092312667,0.9155575361073005,,,,0.933388684288362,0.9200302506724054,0.0,0.14519179203477378,1.0,0.0,0.0,59405,250000,181539,154991,5344,2,4.202491250000094,False,12500,confirmed,True,4.202491250000094,2
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,random_rows,1000,177145,0.9102373761607723,0.9075458334953646,0.8985324514142351,0.9026548589349566,,,,0.9265864408560814,0.911867661752961,0.5431192660550459,0.3953371531795986,0.24742025082063798,0.2523751728809732,0.0,59405,250000,212212,147485,12829,6,4.076562083999306,True,12500,confirmed,True,4.076562083999306,6
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,oracle_blocks,1000,177145,0.9039318072765249,0.9095059887474357,0.8835386621004375,0.8938255529596124,,,,0.9315129282607879,0.918578788536917,0.0,0.7801236275367637,1.0,0.7533094357729544,0.0,192850,250000,44650,39900,0,0,2.367238790999181,False,12500,confirmed,True,2.367238790999181,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,random_blocks,1000,177145,0.8984617121567078,0.9024059296751266,0.8783281520947079,0.8879591862577578,,,,0.9155805357575203,0.9029041912937323,0.12566282299469742,0.8544412769200372,0.8110260079117919,0.8166812498235908,0.0,192850,250000,44650,34200,0,0,2.3878701670000737,True,12500,confirmed,True,2.3878701670000737,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,learned_features,1000,177145,0.9064495187558215,0.9056390140833233,0.8920424000709337,0.8980029915745937,,,,0.9235288494308381,0.9093657612680311,0.6715764666273882,0.2864433091535183,0.04908677720730578,0.04876231335911259,0.26605799999924784,11554,250000,267533,177214,21720,8,4.20093524999902,True,12500,confirmed,True,4.466993249998268,8
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,adwin,learned_features_label,1000,177145,0.9155663439555166,0.9169297425302746,0.9007360543747396,0.9077162053284885,,,,0.9318771325119136,0.9174986431124112,0.4867267065061863,0.17406644274464422,0.4150324046797408,0.049298597194388775,0.31574204199932865,33388,250000,217456,177765,2298,1,4.7346657079997385,False,12500,confirmed,True,5.050407749999067,1
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,none,1000,177145,0.9138163651246154,0.9111802667384963,0.9027005946692646,0.9066024209080945,,,,0.9286124601025608,0.9145225919386835,0.665970877872233,0.2472945891783567,0.0,0.0,0.0,0,250000,285000,189050,28500,10,4.84488995799984,False,12500,confirmed,True,4.84488995799984,10
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,oracle_rows,1000,177145,0.9196929069406419,0.9171800880813977,0.9094931584481174,0.9130619161035951,,,,0.9330941814191699,0.9190716480036599,0.0,0.09974879336137063,1.0,0.0,0.0,59405,250000,179873,162203,2728,1,4.741097540998453,False,12500,confirmed,True,4.741097540998453,1
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,random_rows,1000,177145,0.911101075390217,0.907696438238996,0.9003856705317306,0.903783371822434,,,,0.9292792078332737,0.9150561360763345,0.5167241814662066,0.43099156058596066,0.24742025082063798,0.2523751728809732,0.0,59405,250000,210788,137408,10663,5,4.287980625000273,True,12500,confirmed,True,4.287980625000273,5
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,oracle_blocks,1000,177145,0.9039318072765249,0.9095059887474357,0.8835386621004375,0.8938255529596124,,,,0.9315129282607879,0.918578788536917,0.0,0.7801236275367637,1.0,0.7533094357729544,0.0,192850,250000,44650,39900,0,0,2.4657024999996793,False,12500,confirmed,True,2.4657024999996793,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,random_blocks,1000,177145,0.8984617121567078,0.9024059296751266,0.8783281520947079,0.8879591862577578,,,,0.9155805357575203,0.9029041912937323,0.12566282299469742,0.8544412769200372,0.8110260079117919,0.8166812498235908,0.0,192850,250000,44650,34200,0,0,2.469291625000551,True,12500,confirmed,True,2.469291625000551,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,learned_features,1000,177145,0.9086059442829321,0.9047083076524322,0.8980307132638705,0.9011506673658273,,,,0.9266042110707151,0.911372888128419,0.6978537160171703,0.2548420785232437,0.04908677720730578,0.04876231335911259,0.26605799999924784,11554,250000,262098,182563,16298,6,4.965410458000406,True,12500,confirmed,True,5.231468457999654,6
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hddm_w,learned_features_label,1000,177145,0.9015778034943126,0.9049310132556402,0.8825016238464986,0.8916139862944761,,,,0.9306495436074897,0.916131103496781,0.5340459557276324,0.11369781817155437,0.4150324046797408,0.049298597194388775,0.31574204199932865,33388,250000,205614,189679,0,0,5.528416625000318,False,12500,confirmed,True,5.844158666999647,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,none,1000,177145,0.9157865025826301,0.9132333778184831,0.9049326977640577,0.9087607184763526,,,,0.9298300625030933,0.9158985704468403,0.724265634205875,0.2132151627198058,0.0,0.0,0.0,0,250000,256500,190950,11400,4,4.776491499998883,False,12500,confirmed,True,4.776491499998883,4
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,oracle_rows,1000,177145,0.9060938778966383,0.9065601919335677,0.8903806827890757,0.8973179065711312,,,,0.9276837982868861,0.9129817839542668,0.0,0.1291089220694911,1.0,0.0,0.0,59405,250000,180762,156894,2387,1,4.973969250000664,False,12500,confirmed,True,4.973969250000664,1
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,random_rows,1000,177145,0.9146179683310283,0.9138620388580143,0.901638011618537,0.9070815216132132,,,,0.9297913114777676,0.9167195844887711,0.6040568975675448,0.37548336108837393,0.24742025082063798,0.2523751728809732,0.0,59405,250000,185206,150300,4271,2,4.031633000000511,False,12500,confirmed,True,4.031633000000511,2
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,oracle_blocks,1000,177145,0.9039318072765249,0.9095059887474357,0.8835386621004375,0.8938255529596124,,,,0.9315129282607879,0.918578788536917,0.0,0.7801236275367637,1.0,0.7533094357729544,0.0,192850,250000,44650,39900,0,0,2.3896377500004746,False,12500,confirmed,True,2.3896377500004746,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,random_blocks,1000,177145,0.8984617121567078,0.9024059296751266,0.8783281520947079,0.8879591862577578,,,,0.9155805357575203,0.9029041912937323,0.12566282299469742,0.8544412769200372,0.8110260079117919,0.8166812498235908,0.0,192850,250000,44650,34200,0,0,2.3840689589997055,False,12500,confirmed,True,2.3840689589997055,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,learned_features,1000,177145,0.9040164836715685,0.9025783082053009,0.8898029975250042,0.8954371237954941,,,,0.9216406667287569,0.906685556128298,0.7187947142496423,0.24119788873521691,0.04908677720730578,0.04876231335911259,0.26605799999924784,11554,250000,238628,184425,13571,5,4.746644917000594,False,12500,confirmed,True,5.012702916999842,5
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,hellinger,learned_features_label,1000,177145,0.9244122046910723,0.9224823215239641,0.9143985373102845,0.9181432290730913,,,,0.9320701895580114,0.9174431581220522,0.5171450214628398,0.1651471958000508,0.4150324046797408,0.049298597194388775,0.31574204199932865,33388,250000,211496,182660,4762,2,4.418402082999819,False,12500,confirmed,True,4.734144124999148,2
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,none,1000,177145,0.907939823308589,0.9095088885242819,0.8915545458527148,0.8991494516764258,,,,0.9208771243441867,0.9039694776659852,0.8459725612322195,0.08778119619520731,0.0,0.0,0.0,0,250000,243200,214700,2850,1,6.156933416999891,False,12500,confirmed,True,6.156933416999891,1
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,oracle_rows,1000,177145,0.9021140873295888,0.9047839800999782,0.8837068095900376,0.8923658536461887,,,,0.9276839488914869,0.9105322114214471,0.0,0.05935815292556945,1.0,0.0,0.0,59405,250000,178095,167580,0,0,6.702014209000481,False,12500,confirmed,True,6.702014209000481,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,random_rows,1000,177145,0.9111688165062519,0.913601839873076,0.8946116085720452,0.9025947747910992,,,,0.9260296338001124,0.9131566917131138,0.6018011951855904,0.377972847102656,0.24742025082063798,0.2523751728809732,0.0,59405,250000,183748,148310,2138,1,5.178579749999699,False,12500,confirmed,True,5.178579749999699,1
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,oracle_blocks,1000,177145,0.9039318072765249,0.9095059887474357,0.8835386621004375,0.8938255529596124,,,,0.9315129282607879,0.918578788536917,0.0,0.7801236275367637,1.0,0.7533094357729544,0.0,192850,250000,44650,39900,0,0,2.4761527919999935,False,12500,confirmed,True,2.4761527919999935,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,random_blocks,1000,177145,0.8984617121567078,0.9024059296751266,0.8783281520947079,0.8879591862577578,,,,0.9155805357575203,0.9029041912937323,0.12566282299469742,0.8544412769200372,0.8110260079117919,0.8166812498235908,0.0,192850,250000,44650,34200,0,0,2.472252457999275,False,12500,confirmed,True,2.472252457999275,0
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,learned_features,1000,177145,0.9182364729458918,0.9156242121834464,0.9078895424040423,0.9114774526060916,,,,0.930158504469502,0.9130369077006919,0.7401733860786129,0.21315306669677384,0.04908677720730578,0.04876231335911259,0.26605799999924784,11554,250000,231381,185208,2722,1,5.6895192909996695,False,12500,confirmed,True,5.955577290998917,1
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,d3_oof,learned_features_label,1000,177145,0.9233227017415112,0.9207085065050964,0.9138815519569798,0.917078753929869,,,,0.9322703729881653,0.9176544501133801,0.5170945206632438,0.1411386152586864,0.4150324046797408,0.049298597194388775,0.31574204199932865,33388,250000,205816,185515,2617,1,5.20701091599949,False,12500,confirmed,True,5.522752957998819,1
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,none,1000,236550,0.9215810610864511,0.9189503453655408,0.9122756660952549,0.9153990629698561,,,,0.9344380255506479,0.9210119582141181,0.8610923613454832,0.14085495089405653,0.0,0.0,0.0,0,250000,239400,206150,2850,1,5.391775583000708,False,12500,confirmed,True,5.391775583000708,1
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,oracle_rows,1000,236550,0.9229211583174805,0.9200438891107345,0.9141316211167875,0.9169189542316469,,,,0.9360005638677287,0.9218824697110637,0.0,0.08840562404847906,1.0,0.0,0.0,35556,250000,206802,185790,2415,1,5.002071375000014,False,12500,confirmed,True,5.002071375000014,1
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,random_rows,1000,236550,0.9216021982667512,0.9210915269266733,0.9100308894856179,0.9150063301425335,,,,0.9344363845846672,0.9211190335725166,0.7378501518731015,0.2675652009512722,0.1487512656091799,0.15058658467416938,0.0,35556,250000,205183,177639,4839,2,4.472757457999251,False,12500,confirmed,True,4.472757457999251,2
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,oracle_blocks,1000,236550,0.8722384273937857,0.8799038970681201,0.8449859441268126,0.8573555601718355,,,,0.9250661849015724,0.912676785049985,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.498530374999973,False,12500,confirmed,True,1.498530374999973,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,random_blocks,1000,236550,0.8722384273937857,0.8799038970681201,0.8449859441268126,0.8573555601718355,,,,0.9250661849015724,0.912676785049985,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.572989083999346,False,12500,confirmed,True,1.572989083999346,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,learned_features,1000,236550,0.9213823715916297,0.9213820093157158,0.9092708092252169,0.9146691844351817,,,,0.9323047474505457,0.9193665655145402,0.7954775565305434,0.2068718469208036,0.04966812914838564,0.05040946495915301,0.26643383300142887,11898,250000,229214,191353,5422,2,4.603667917001076,False,12500,confirmed,True,4.870101750002505,2
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,adwin,learned_features_label,1000,236550,0.922709786514479,0.9234494228135395,0.9101182245042176,0.9160027439736425,,,,0.933994483721505,0.9219671411163509,0.2082067724153448,0.14847706896723284,0.7667060411744853,0.04951391583828373,0.30588945800082,37213,250000,203502,182719,4793,2,3.9729565829984494,False,12500,confirmed,True,4.2788460409992695,2
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,none,1000,236550,0.9215387867258508,0.9192808860443538,0.9118031708142651,0.9152763588270918,,,,0.9339387524971234,0.9209481494860005,0.7176285296433794,0.2809039075793307,0.0,0.0,0.0,0,250000,243200,174800,8550,3,5.208233749999636,True,12500,confirmed,True,5.208233749999636,3
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,oracle_rows,1000,236550,0.9103318537307123,0.9116921479074773,0.8950477453681096,0.9021476335268115,,,,0.9304047730737116,0.9151056556738488,0.0,0.07644009273908674,1.0,0.0,0.0,35556,250000,201944,186580,0,0,7.336943833000987,False,12500,confirmed,True,7.336943833000987,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,random_rows,1000,236550,0.9229253857535404,0.921833306053774,0.9121705993543494,0.9165729317105371,,,,0.935532886937139,0.9214603969982482,0.679097761277984,0.3208453983701006,0.1487512656091799,0.15058658467416938,0.0,35556,250000,206813,164023,7267,3,4.417225958000927,False,12500,confirmed,True,4.417225958000927,3
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,oracle_blocks,1000,236550,0.8722384273937857,0.8799038970681201,0.8449859441268126,0.8573555601718355,,,,0.9250661849015724,0.912676785049985,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.4838780000009137,False,12500,confirmed,True,1.4838780000009137,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,random_blocks,1000,236550,0.8722384273937857,0.8799038970681201,0.8449859441268126,0.8573555601718355,,,,0.9250661849015724,0.912676785049985,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.4123357079988637,False,12500,confirmed,True,1.4123357079988637,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,learned_features,1000,236550,0.9200930035933207,0.9178395240284667,0.9101045929203482,0.9136873003243478,,,,0.9343684713620468,0.9212464643813064,0.7589155135560806,0.2407236036896624,0.04966812914838564,0.05040946495915301,0.26643383300142887,11898,250000,232776,185909,8046,3,4.765591749999658,True,12500,confirmed,True,5.0320255830010865,3
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hddm_w,learned_features_label,1000,236550,0.9031917142253223,0.9071114196162331,0.884480006674612,0.8936276431051398,,,,0.9304288014467526,0.9175590250793133,0.2280627742153223,0.07267878643143576,0.7667060411744853,0.04951391583828373,0.30588945800082,37213,250000,200287,195445,0,0,5.153798207998989,False,12500,confirmed,True,5.459687665999809,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,none,1000,236550,0.9220756711054745,0.91985667469621,0.912388331768578,0.9158579744859189,,,,0.933876190482587,0.9207852357348149,0.8720328495893801,0.12388429505358368,0.0,0.0,0.0,0,250000,239400,209950,2850,1,5.127727042001425,False,12500,confirmed,True,5.127727042001425,1
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,oracle_rows,1000,236550,0.9103318537307123,0.9116921479074773,0.8950477453681096,0.9021476335268115,,,,0.9304047730737116,0.9151056556738488,0.0,0.07644009273908674,1.0,0.0,0.0,35556,250000,201944,186580,0,0,6.535499416999301,False,12500,confirmed,True,6.535499416999301,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,random_rows,1000,236550,0.9199534982033397,0.9170792658918041,0.9106506881024359,0.9136646779571639,,,,0.9349335569882411,0.9215677045472632,0.7298627517156036,0.27396837716548755,0.1487512656091799,0.15058658467416938,0.0,35556,250000,203534,173621,2393,1,4.494431416000225,False,12500,confirmed,True,4.494431416000225,1
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,oracle_blocks,1000,236550,0.8722384273937857,0.8799038970681201,0.8449859441268126,0.8573555601718355,,,,0.9250661849015724,0.912676785049985,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.4704970000002504,False,12500,confirmed,True,1.4704970000002504,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,random_blocks,1000,236550,0.8722384273937857,0.8799038970681201,0.8449859441268126,0.8573555601718355,,,,0.9250661849015724,0.912676785049985,0.0,1.0,1.0,1.0,0.0,236550,250000,950,950,0,0,1.4370743750005204,False,12500,confirmed,True,1.4370743750005204,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,learned_features,1000,236550,0.914576199534982,0.9117153430312861,0.9043233121358913,0.907752781386771,,,,0.9323924247499555,0.9186761694996073,0.7914838564517943,0.21087196632735306,0.04966812914838564,0.05040946495915301,0.26643383300142887,11898,250000,232827,189510,5404,2,4.729922375001479,False,12500,confirmed,True,4.996356208002908,2
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,hellinger,learned_features_label,1000,236550,0.922139082646375,0.9211760924055636,0.9111175958194615,0.9156830147430217,,,,0.9343903379253032,0.9212985883638207,0.2200191247609405,0.10344089873329552,0.7667060411744853,0.04951391583828373,0.30588945800082,37213,250000,201897,190586,2386,1,4.133233917000325,False,12500,confirmed,True,4.439123375001145,1
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,d3_oof,none,1000,236550,0.8987824984147115,0.9035129432799902,0.8786444207784246,0.8884822645248285,,,,0.9280606486363421,0.9128598810213996,0.9049386882663967,0.09189329034697553,0.0,0.0,0.0,0,250000,237500,215650,0,0,7.586356334000811,False,12500,confirmed,True,7.586356334000811,0
SEA_A__base_s1__instance__moderate__a1,SEA_A,instance,moderate,SEA_A__base_s1,1.0,d3_oof,oracle_rows,1000,236550,0.9094145001056859,0.9107266215319745,0.8940135126796636,0.9011346756607296,,,,0.9297223543433843,0.9133872625119152,0.0,0.08018149795516284,1.0,0.0,0.0,35556,250000,203569,185828,0,0,6.943335916999786,True,12500,confirmed,True,6.943335916999786,0
