stream,mode,level,detector,filter,metric,mean,std,count
RBF_I,clean,none,hddm_w,random_blocks,total_seconds,28.575560722666825,8.265749844265981,3
RBF_I,clean,none,hddm_w,random_rows,accuracy,0.67906855492144,0.026736124279488453,3
RBF_I,clean,none,hddm_w,random_rows,filter_legitimate_rejection,0.0,0.0,3
RBF_I,clean,none,hddm_w,random_rows,filter_poison_recall,,,0
RBF_I,clean,none,hddm_w,random_rows,legitimate_withhold_rate,0.24497991967871482,0.03569555990889797,3
RBF_I,clean,none,hddm_w,random_rows,macro_f1,0.6783713674815249,0.028099155388153642,3
RBF_I,clean,none,hddm_w,random_rows,macro_recall,0.6779768207458323,0.02727332805118666,3
RBF_I,clean,none,hddm_w,random_rows,poison_admission_rate,,,0
RBF_I,clean,none,hddm_w,random_rows,roc_auc,0.8668942492634363,0.011611952901740451,3
RBF_I,clean,none,hddm_w,random_rows,scored_resets,0.3333333333333333,0.5773502691896258,3
RBF_I,clean,none,hddm_w,random_rows,total_seconds,28.4357820969999,7.427459457967187,3
RBF_I,clean,none,hellinger,learned_features,accuracy,0.667247234552244,0.020501935800499096,3
RBF_I,clean,none,hellinger,learned_features,filter_legitimate_rejection,0.055430141619108,0.013862594379256295,3
RBF_I,clean,none,hellinger,learned_features,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,learned_features,legitimate_withhold_rate,0.23098992461072357,0.007599180942664071,3
RBF_I,clean,none,hellinger,learned_features,macro_f1,0.6668315715724397,0.02140051606007769,3
RBF_I,clean,none,hellinger,learned_features,macro_recall,0.6663534402625086,0.020354864398519797,3
RBF_I,clean,none,hellinger,learned_features,poison_admission_rate,,,0
RBF_I,clean,none,hellinger,learned_features,roc_auc,0.8624997025792016,0.01330119611134923,3
RBF_I,clean,none,hellinger,learned_features,scored_resets,0.0,0.0,3
RBF_I,clean,none,hellinger,learned_features,total_seconds,34.06184906933231,15.11210672992107,3
RBF_I,clean,none,hellinger,learned_features_label,accuracy,0.6611202705559078,0.03286531606109802,3
RBF_I,clean,none,hellinger,learned_features_label,filter_legitimate_rejection,0.02517720002818284,0.012411575407886365,3
RBF_I,clean,none,hellinger,learned_features_label,filter_poison_recall,,,0
RBF_I,clean,none,hellinger,learned_features_label,legitimate_withhold_rate,0.31704924963009934,0.11930871390130404,3
RBF_I,clean,none,hellinger,learned_features_label,macro_f1,0.6602342283561232,0.032266607828571055,3
