epoch,condition,seed,detector,reward,training_visits,resets,states,epsilon,variant
2,RBF_I__s112__concept__moderate,27,adwin,32.58,57000,21,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,27,adwin,54.06,57000,22,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,27,adwin,54.3,57000,16,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,27,adwin,53.84,57000,28,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,27,adwin,31.88,57000,15,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,27,adwin,54.32,57000,3,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,27,adwin,29.48,57000,4,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,27,adwin,32.18,57000,15,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,27,adwin,30.22,57000,5,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,27,adwin,32.52,57000,19,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,27,adwin,32.2,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,27,adwin,32.38,57000,18,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,27,adwin,53.26,57000,16,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,27,adwin,32.92,57000,18,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,27,adwin,54.02,57000,22,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,27,adwin,54.16,57000,33,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,27,adwin,30.82,57000,20,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,27,adwin,54.16,57000,26,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,27,adwin,29.78,57000,20,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,27,adwin,54.44,57000,26,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,27,adwin,54.36,57000,17,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,27,adwin,54.08,57000,33,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,27,adwin,31.96,57000,18,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,7,d3_oof,53.5,57000,2,2,0.1,alarm
0,RBF_I__s112__splice__moderate,7,d3_oof,31.22,57000,3,2,0.1,alarm
0,RBF_I__s112__instance__moderate,7,d3_oof,34.26,57000,0,2,0.1,alarm
0,SEA_A__s112__splice__severe,7,d3_oof,53.76,57000,2,2,0.1,alarm
0,RBF_I__s112__clean__none,7,d3_oof,32.84,57000,1,2,0.1,alarm
0,SEA_A__s112__clean__none,7,d3_oof,54.2,57000,1,2,0.1,alarm
0,SEA_A__s112__concept__severe,7,d3_oof,53.64,57000,1,2,0.1,alarm
0,SEA_A__s112__instance__moderate,7,d3_oof,54.04,57000,2,2,0.1,alarm
0,RBF_I__s112__splice__severe,7,d3_oof,31.96,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__moderate,7,d3_oof,32.62,57000,26,2,0.1,alarm
0,SEA_A__s112__instance__severe,7,d3_oof,53.18,57000,2,2,0.1,alarm
0,SEA_A__s112__splice__moderate,7,d3_oof,53.62,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__severe,7,d3_oof,31.18,57000,16,2,0.1,alarm
0,RBF_I__s112__concept__severe,7,d3_oof,33.3,57000,1,2,0.1,alarm
1,RBF_I__s112__instance__moderate,7,d3_oof,31.36,57000,27,2,0.1,alarm
1,SEA_A__s112__splice__severe,7,d3_oof,53.74,57000,3,2,0.1,alarm
1,RBF_I__s112__concept__moderate,7,d3_oof,34.160000000000004,57000,2,2,0.1,alarm
1,SEA_A__s112__concept__severe,7,d3_oof,53.66,57000,19,2,0.1,alarm
1,RBF_I__s112__splice__severe,7,d3_oof,32.660000000000004,57000,18,2,0.1,alarm
1,RBF_I__s112__clean__none,7,d3_oof,32.74,57000,11,2,0.1,alarm
1,RBF_I__s112__concept__severe,7,d3_oof,34.5,57000,0,2,0.1,alarm
1,SEA_A__s112__concept__moderate,7,d3_oof,53.66,57000,28,2,0.1,alarm
1,RBF_I__s112__instance__severe,7,d3_oof,30.34,57000,35,2,0.1,alarm
1,SEA_A__s112__instance__moderate,7,d3_oof,53.94,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__moderate,7,d3_oof,32.36,57000,2,2,0.1,alarm
1,SEA_A__s112__clean__none,7,d3_oof,54.28,57000,36,2,0.1,alarm
1,SEA_A__s112__instance__severe,7,d3_oof,54.1,57000,29,2,0.1,alarm
1,SEA_A__s112__splice__moderate,7,d3_oof,54.04,57000,35,2,0.1,alarm
2,RBF_I__s112__clean__none,7,d3_oof,33.04,57000,26,2,0.1,alarm
2,SEA_A__s112__instance__severe,7,d3_oof,54.06,57000,30,2,0.1,alarm
2,RBF_I__s112__splice__severe,7,d3_oof,32.04,57000,22,2,0.1,alarm
2,SEA_A__s112__clean__none,7,d3_oof,53.54,57000,1,2,0.1,alarm
2,RBF_I__s112__instance__moderate,7,d3_oof,32.82,57000,1,2,0.1,alarm
2,RBF_I__s112__concept__moderate,7,d3_oof,32.72,57000,27,2,0.1,alarm
2,SEA_A__s112__splice__severe,7,d3_oof,53.72,57000,1,2,0.1,alarm
2,SEA_A__s112__concept__severe,7,d3_oof,53.22,57000,1,2,0.1,alarm
2,RBF_I__s112__concept__severe,7,d3_oof,31.3,57000,2,2,0.1,alarm
2,SEA_A__s112__splice__moderate,7,d3_oof,54.02,57000,35,2,0.1,alarm
2,SEA_A__s112__instance__moderate,7,d3_oof,54.4,57000,28,2,0.1,alarm
2,RBF_I__s112__splice__moderate,7,d3_oof,32.18,57000,30,2,0.1,alarm
2,RBF_I__s112__instance__severe,7,d3_oof,32.94,57000,1,2,0.1,alarm
2,SEA_A__s112__concept__moderate,7,d3_oof,53.72,57000,27,2,0.1,alarm
3,SEA_A__s112__splice__severe,7,d3_oof,53.82,57000,32,2,0.1,alarm
3,RBF_I__s112__splice__severe,7,d3_oof,31.04,57000,22,2,0.1,alarm
3,SEA_A__s112__instance__moderate,7,d3_oof,53.78,57000,1,2,0.1,alarm
3,RBF_I__s112__concept__moderate,7,d3_oof,33.28,57000,1,2,0.1,alarm
3,SEA_A__s112__clean__none,7,d3_oof,54.22,57000,33,2,0.1,alarm
3,SEA_A__s112__instance__severe,7,d3_oof,54.12,57000,26,2,0.1,alarm
3,RBF_I__s112__concept__severe,7,d3_oof,31.94,57000,12,2,0.1,alarm
3,SEA_A__s112__concept__severe,7,d3_oof,53.74,57000,20,2,0.1,alarm
3,RBF_I__s112__clean__none,7,d3_oof,32.78,57000,25,2,0.1,alarm
3,RBF_I__s112__instance__severe,7,d3_oof,31.78,57000,13,2,0.1,alarm
3,RBF_I__s112__splice__moderate,7,d3_oof,32.76,57000,2,2,0.1,alarm
3,RBF_I__s112__instance__moderate,7,d3_oof,31.8,57000,27,2,0.1,alarm
3,SEA_A__s112__concept__moderate,7,d3_oof,53.36,57000,3,2,0.1,alarm
3,SEA_A__s112__splice__moderate,7,d3_oof,53.88,57000,1,2,0.1,alarm
0,RBF_I__s112__splice__severe,17,d3_oof,32.160000000000004,57000,1,2,0.1,alarm
0,SEA_A__s112__splice__severe,17,d3_oof,53.72,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__severe,17,d3_oof,29.62,57000,2,2,0.1,alarm
0,SEA_A__s112__concept__severe,17,d3_oof,52.96,57000,0,2,0.1,alarm
0,RBF_I__s112__splice__moderate,17,d3_oof,35.04,57000,0,2,0.1,alarm
0,RBF_I__s112__clean__none,17,d3_oof,33.54,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__moderate,17,d3_oof,31.86,57000,0,2,0.1,alarm
0,SEA_A__s112__instance__moderate,17,d3_oof,54.34,57000,2,2,0.1,alarm
0,SEA_A__s112__clean__none,17,d3_oof,53.56,57000,0,2,0.1,alarm
0,RBF_I__s112__concept__moderate,17,d3_oof,34.62,57000,0,2,0.1,alarm
0,SEA_A__s112__instance__severe,17,d3_oof,53.46,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__severe,17,d3_oof,31.86,57000,0,2,0.1,alarm
0,SEA_A__s112__splice__moderate,17,d3_oof,54.02,57000,36,2,0.1,alarm
0,SEA_A__s112__concept__moderate,17,d3_oof,53.62,57000,26,2,0.1,alarm
1,RBF_I__s112__splice__severe,17,d3_oof,31.88,57000,21,2,0.1,alarm
1,SEA_A__s112__instance__severe,17,d3_oof,53.0,57000,2,2,0.1,alarm
1,SEA_A__s112__concept__moderate,17,d3_oof,52.94,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__moderate,17,d3_oof,32.2,57000,7,2,0.1,alarm
1,SEA_A__s112__clean__none,17,d3_oof,53.88,57000,2,2,0.1,alarm
1,SEA_A__s112__splice__moderate,17,d3_oof,54.0,57000,2,2,0.1,alarm
1,RBF_I__s112__splice__moderate,17,d3_oof,35.660000000000004,57000,0,2,0.1,alarm
1,SEA_A__s112__splice__severe,17,d3_oof,54.04,57000,29,2,0.1,alarm
1,RBF_I__s112__clean__none,17,d3_oof,32.68,57000,27,2,0.1,alarm
1,RBF_I__s112__concept__severe,17,d3_oof,32.08,57000,23,2,0.1,alarm
1,RBF_I__s112__concept__moderate,17,d3_oof,32.42,57000,3,2,0.1,alarm
1,SEA_A__s112__concept__severe,17,d3_oof,53.78,57000,20,2,0.1,alarm
1,RBF_I__s112__instance__severe,17,d3_oof,30.08,57000,33,2,0.1,alarm
1,SEA_A__s112__instance__moderate,17,d3_oof,53.94,57000,1,2,0.1,alarm
2,SEA_A__s112__instance__severe,17,d3_oof,53.26,57000,2,2,0.1,alarm
2,SEA_A__s112__clean__none,17,d3_oof,54.14,57000,3,2,0.1,alarm
2,RBF_I__s112__splice__severe,17,d3_oof,34.06,57000,0,2,0.1,alarm
2,RBF_I__s112__concept__severe,17,d3_oof,33.26,57000,1,2,0.1,alarm
2,RBF_I__s112__clean__none,17,d3_oof,32.800000000000004,57000,27,2,0.1,alarm
2,SEA_A__s112__concept__severe,17,d3_oof,53.84,57000,1,2,0.1,alarm
2,RBF_I__s112__concept__moderate,17,d3_oof,33.76,57000,1,2,0.1,alarm
2,SEA_A__s112__instance__moderate,17,d3_oof,54.32,57000,28,2,0.1,alarm
2,SEA_A__s112__splice__severe,17,d3_oof,54.0,57000,32,2,0.1,alarm
2,RBF_I__s112__splice__moderate,17,d3_oof,32.86,57000,23,2,0.1,alarm
2,SEA_A__s112__concept__moderate,17,d3_oof,53.6,57000,1,2,0.1,alarm
2,SEA_A__s112__splice__moderate,17,d3_oof,53.76,57000,2,2,0.1,alarm
2,RBF_I__s112__instance__severe,17,d3_oof,29.84,57000,11,2,0.1,alarm
2,RBF_I__s112__instance__moderate,17,d3_oof,33.660000000000004,57000,1,2,0.1,alarm
3,SEA_A__s112__concept__moderate,17,d3_oof,53.64,57000,26,2,0.1,alarm
3,SEA_A__s112__splice__severe,17,d3_oof,53.96,57000,33,2,0.1,alarm
3,RBF_I__s112__clean__none,17,d3_oof,32.84,57000,29,2,0.1,alarm
3,RBF_I__s112__splice__moderate,17,d3_oof,32.14,57000,28,2,0.1,alarm
3,RBF_I__s112__splice__severe,17,d3_oof,32.9,57000,2,2,0.1,alarm
3,RBF_I__s112__instance__severe,17,d3_oof,30.28,57000,33,2,0.1,alarm
3,RBF_I__s112__instance__moderate,17,d3_oof,34.42,57000,0,2,0.1,alarm
3,RBF_I__s112__concept__moderate,17,d3_oof,35.18,57000,0,2,0.1,alarm
3,RBF_I__s112__concept__severe,17,d3_oof,31.78,57000,0,2,0.1,alarm
3,SEA_A__s112__instance__severe,17,d3_oof,53.98,57000,29,2,0.1,alarm
3,SEA_A__s112__splice__moderate,17,d3_oof,54.02,57000,34,2,0.1,alarm
3,SEA_A__s112__clean__none,17,d3_oof,54.2,57000,35,2,0.1,alarm
3,SEA_A__s112__concept__severe,17,d3_oof,53.78,57000,20,2,0.1,alarm
3,SEA_A__s112__instance__moderate,17,d3_oof,54.36,57000,26,2,0.1,alarm
0,SEA_A__s112__splice__severe,27,d3_oof,53.08,57000,3,2,0.1,alarm
0,SEA_A__s112__clean__none,27,d3_oof,53.48,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__severe,27,d3_oof,30.9,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__severe,27,d3_oof,32.04,57000,1,2,0.1,alarm
0,SEA_A__s112__instance__moderate,27,d3_oof,53.88,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__moderate,27,d3_oof,32.44,57000,5,2,0.1,alarm
0,SEA_A__s112__instance__severe,27,d3_oof,53.74,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__moderate,27,d3_oof,35.12,57000,0,2,0.1,alarm
0,SEA_A__s112__splice__moderate,27,d3_oof,54.06,57000,1,2,0.1,alarm
0,RBF_I__s112__splice__moderate,27,d3_oof,32.1,57000,4,2,0.1,alarm
0,SEA_A__s112__concept__moderate,27,d3_oof,53.1,57000,1,2,0.1,alarm
0,SEA_A__s112__concept__severe,27,d3_oof,53.56,57000,0,2,0.1,alarm
0,RBF_I__s112__clean__none,27,d3_oof,32.980000000000004,57000,0,2,0.1,alarm
0,RBF_I__s112__splice__severe,27,d3_oof,31.9,57000,19,2,0.1,alarm
1,SEA_A__s112__splice__moderate,27,d3_oof,54.26,57000,1,2,0.1,alarm
1,SEA_A__s112__clean__none,27,d3_oof,54.34,57000,4,2,0.1,alarm
1,SEA_A__s112__concept__moderate,27,d3_oof,53.66,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__severe,27,d3_oof,30.14,57000,6,2,0.1,alarm
1,SEA_A__s112__instance__moderate,27,d3_oof,54.38,57000,24,2,0.1,alarm
1,SEA_A__s112__instance__severe,27,d3_oof,54.08,57000,28,2,0.1,alarm
1,RBF_I__s112__concept__moderate,27,d3_oof,32.38,57000,15,2,0.1,alarm
1,RBF_I__s112__clean__none,27,d3_oof,32.86,57000,29,2,0.1,alarm
1,RBF_I__s112__instance__moderate,27,d3_oof,31.64,57000,29,2,0.1,alarm
1,RBF_I__s112__instance__severe,27,d3_oof,32.12,57000,0,2,0.1,alarm
1,SEA_A__s112__splice__severe,27,d3_oof,54.0,57000,32,2,0.1,alarm
1,SEA_A__s112__concept__severe,27,d3_oof,53.78,57000,20,2,0.1,alarm
1,RBF_I__s112__concept__severe,27,d3_oof,31.94,57000,25,2,0.1,alarm
1,RBF_I__s112__splice__moderate,27,d3_oof,32.78,57000,13,2,0.1,alarm
2,SEA_A__s112__instance__moderate,27,d3_oof,54.32,57000,28,2,0.1,alarm
2,SEA_A__s112__concept__severe,27,d3_oof,53.8,57000,19,2,0.1,alarm
2,RBF_I__s112__splice__severe,27,d3_oof,32.04,57000,22,2,0.1,alarm
2,SEA_A__s112__instance__severe,27,d3_oof,54.06,57000,28,2,0.1,alarm
2,RBF_I__s112__splice__moderate,27,d3_oof,32.14,57000,29,2,0.1,alarm
2,RBF_I__s112__concept__moderate,27,d3_oof,34.84,57000,2,2,0.1,alarm
2,SEA_A__s112__splice__severe,27,d3_oof,54.1,57000,30,2,0.1,alarm
2,SEA_A__s112__concept__moderate,27,d3_oof,53.98,57000,23,2,0.1,alarm
2,SEA_A__s112__splice__moderate,27,d3_oof,54.2,57000,30,2,0.1,alarm
2,RBF_I__s112__instance__moderate,27,d3_oof,32.1,57000,19,2,0.1,alarm
2,SEA_A__s112__clean__none,27,d3_oof,54.32,57000,3,2,0.1,alarm
2,RBF_I__s112__instance__severe,27,d3_oof,31.28,57000,10,2,0.1,alarm
2,RBF_I__s112__clean__none,27,d3_oof,32.7,57000,29,2,0.1,alarm
2,RBF_I__s112__concept__severe,27,d3_oof,32.1,57000,0,2,0.1,alarm
3,RBF_I__s112__clean__none,27,d3_oof,32.78,57000,29,2,0.1,alarm
3,RBF_I__s112__instance__moderate,27,d3_oof,31.7,57000,1,2,0.1,alarm
3,RBF_I__s112__splice__moderate,27,d3_oof,32.18,57000,28,2,0.1,alarm
3,SEA_A__s112__concept__severe,27,d3_oof,53.56,57000,0,2,0.1,alarm
3,RBF_I__s112__concept__moderate,27,d3_oof,35.26,57000,1,2,0.1,alarm
3,SEA_A__s112__splice__severe,27,d3_oof,53.52,57000,2,2,0.1,alarm
3,SEA_A__s112__clean__none,27,d3_oof,53.92,57000,2,2,0.1,alarm
3,RBF_I__s112__splice__severe,27,d3_oof,32.94,57000,1,2,0.1,alarm
3,SEA_A__s112__instance__severe,27,d3_oof,54.06,57000,30,2,0.1,alarm
3,RBF_I__s112__instance__severe,27,d3_oof,30.06,57000,33,2,0.1,alarm
3,SEA_A__s112__instance__moderate,27,d3_oof,54.02,57000,1,2,0.1,alarm
3,SEA_A__s112__concept__moderate,27,d3_oof,53.62,57000,1,2,0.1,alarm
3,SEA_A__s112__splice__moderate,27,d3_oof,54.2,57000,4,2,0.1,alarm
3,RBF_I__s112__concept__severe,27,d3_oof,32.88,57000,5,2,0.1,alarm
0,SEA_A__s112__concept__moderate,7,d3_oof,53.5,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,7,d3_oof,31.22,57000,3,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,7,d3_oof,34.26,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,7,d3_oof,53.76,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,7,d3_oof,32.84,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__clean__none,7,d3_oof,54.2,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,7,d3_oof,53.64,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,7,d3_oof,54.04,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,7,d3_oof,31.96,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,7,d3_oof,33.06,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,7,d3_oof,53.72,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,7,d3_oof,53.62,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,7,d3_oof,30.68,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,7,d3_oof,34.08,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,7,d3_oof,29.92,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,7,d3_oof,54.12,57000,23,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,7,d3_oof,32.92,57000,23,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,7,d3_oof,53.68,57000,16,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,7,d3_oof,32.42,57000,17,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,7,d3_oof,31.88,57000,16,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,7,d3_oof,32.0,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,7,d3_oof,53.54,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,7,d3_oof,31.36,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,7,d3_oof,54.16,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,7,d3_oof,32.36,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,7,d3_oof,54.14,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,7,d3_oof,53.36,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,7,d3_oof,53.78,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,7,d3_oof,32.54,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,7,d3_oof,54.14,57000,27,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,7,d3_oof,30.9,57000,19,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,7,d3_oof,53.84,57000,2,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,7,d3_oof,32.72,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,7,d3_oof,32.72,57000,21,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,7,d3_oof,53.72,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,7,d3_oof,53.22,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,7,d3_oof,31.3,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,7,d3_oof,53.76,57000,31,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,7,d3_oof,54.16,57000,25,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,7,d3_oof,32.26,57000,23,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,7,d3_oof,30.26,57000,14,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,7,d3_oof,54.38,57000,17,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,7,d3_oof,53.88,57000,24,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,7,d3_oof,32.18,57000,13,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,7,d3_oof,54.22,57000,24,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,7,d3_oof,31.74,57000,11,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,7,d3_oof,54.22,57000,3,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,7,d3_oof,53.7,57000,3,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,7,d3_oof,31.9,57000,7,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,7,d3_oof,53.36,57000,16,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,7,d3_oof,32.4,57000,14,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,7,d3_oof,32.04,57000,5,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,7,d3_oof,32.38,57000,6,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,7,d3_oof,31.84,57000,21,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,7,d3_oof,53.36,57000,3,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,7,d3_oof,53.88,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,17,d3_oof,32.160000000000004,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,17,d3_oof,53.72,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,17,d3_oof,29.62,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,17,d3_oof,52.96,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,17,d3_oof,35.04,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,17,d3_oof,33.54,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,17,d3_oof,31.86,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,17,d3_oof,54.34,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__clean__none,17,d3_oof,53.56,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,17,d3_oof,34.62,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,17,d3_oof,53.46,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,17,d3_oof,31.86,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,17,d3_oof,53.6,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,17,d3_oof,53.72,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,17,d3_oof,31.96,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,17,d3_oof,54.16,57000,26,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,17,d3_oof,54.3,57000,16,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,17,d3_oof,31.32,57000,23,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,17,d3_oof,54.18,57000,31,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,17,d3_oof,53.8,57000,34,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,17,d3_oof,32.5,57000,19,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,17,d3_oof,54.1,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,17,d3_oof,32.76,57000,4,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,17,d3_oof,31.98,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,17,d3_oof,32.82,57000,23,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,17,d3_oof,53.64,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,17,d3_oof,31.36,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,17,d3_oof,53.94,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,17,d3_oof,53.26,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,17,d3_oof,54.14,57000,3,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,17,d3_oof,34.06,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,17,d3_oof,33.26,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,17,d3_oof,32.6,57000,18,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,17,d3_oof,53.84,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,17,d3_oof,33.76,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,17,d3_oof,54.14,57000,25,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,17,d3_oof,53.98,57000,24,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,17,d3_oof,32.38,57000,14,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,17,d3_oof,54.3,57000,16,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,17,d3_oof,53.78,57000,33,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,17,d3_oof,29.84,57000,24,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,17,d3_oof,30.64,57000,19,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,17,d3_oof,53.5,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,17,d3_oof,53.68,57000,3,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,17,d3_oof,34.26,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,17,d3_oof,33.62,57000,15,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,17,d3_oof,31.48,57000,15,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,17,d3_oof,30.8,57000,8,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,17,d3_oof,30.6,57000,13,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,17,d3_oof,32.56,57000,22,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,17,d3_oof,31.78,57000,0,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,17,d3_oof,54.1,57000,26,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,17,d3_oof,53.72,57000,31,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,17,d3_oof,54.2,57000,30,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,17,d3_oof,53.36,57000,16,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,17,d3_oof,54.14,57000,24,4,0.1,alarm_persistence
