stream,condition,mode,level,view,threshold,rows,poison_rows,prevalence,roc_auc,average_precision,poison_recall,poison_precision,legitimate_rejection,tn,fp,fn,tp
SEA_A,SEA_A__s115__clean__none,clean,none,features,0.20477413185169865,56050,0,0.0,,,,0.0,0.050151650312221234,53239,2811,0,0
SEA_A,SEA_A__s115__clean__none,clean,none,features_label,0.3186369939161275,56050,0,0.0,,,,0.0,0.054219446922390724,53011,3039,0,0
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,features,0.20477413185169865,56050,8531,0.15220338983050846,0.5039010942766746,0.15266212621065892,0.047473918649630756,0.144076840981857,0.05063237862749637,45113,2406,8126,405
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,features_label,0.3186369939161275,56050,8531,0.15220338983050846,0.9335479043087156,0.7046476225948247,0.7832610479427968,0.7195778591427956,0.054799132978387594,44915,2604,1849,6682
SEA_A,SEA_A__s115__instance__severe,instance,severe,features,0.20477413185169865,56050,14226,0.2538090990187333,0.5036285550081743,0.2569969604794481,0.052509489666807255,0.2657417289220918,0.04934965570007651,39760,2064,13479,747
SEA_A,SEA_A__s115__instance__severe,instance,severe,features_label,0.3186369939161275,56050,14226,0.2538090990187333,0.9316575684025639,0.80717720556835,0.7749894559257697,0.8260902142964184,0.05549445294567713,39503,2321,3201,11025
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,features,0.20477413185169865,56050,8538,0.15232827832292595,0.5000176873366775,0.15237231861184963,0.048254860623096744,0.14740608228980323,0.050155750126283885,45129,2383,8126,412
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,features_label,0.3186369939161275,56050,8538,0.15232827832292595,0.6769139428809118,0.3613267846989772,0.34750527055516517,0.5368192509498824,0.05388112476847954,44952,2560,5571,2967
SEA_A,SEA_A__s115__concept__severe,concept,severe,features,0.20477413185169865,56050,14271,0.25461195361284567,0.5058705442550679,0.25739457282974354,0.050451965524490223,0.25677603423680456,0.049881519423633884,39695,2084,13551,720
SEA_A,SEA_A__s115__concept__severe,concept,severe,features_label,0.3186369939161275,56050,14271,0.25461195361284567,0.7158148467971677,0.5515745019878329,0.4174900147151566,0.7236730231993198,0.05445319418846789,39504,2275,8313,5958
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,features,0.20477413185169865,56050,8555,0.15263157894736842,0.5032237605496509,0.15271531210718176,0.0510812390414962,0.1554054054054054,0.05000526371196968,45120,2375,8118,437
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,features_label,0.3186369939161275,56050,8555,0.15263157894736842,0.5034621996261688,0.15312986598945097,0.05084745762711865,0.14418296320848525,0.05436361722286556,44913,2582,8120,435
SEA_A,SEA_A__s115__splice__severe,splice,severe,features,0.20477413185169865,56050,14234,0.25395182872435323,0.4981286495923355,0.2530098964711878,0.04833497260081495,0.2451015318845743,0.050674383011287544,39697,2119,13546,688
