,,,,host_accuracy,host_accuracy,host_accuracy,host_accuracy,host_accuracy,host_macro_f1,host_macro_f1,host_macro_f1,host_macro_f1,host_macro_f1,poison_admission_rate,poison_admission_rate,poison_admission_rate,poison_admission_rate,poison_admission_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,resets_per_100k,resets_per_100k,resets_per_100k,resets_per_100k,resets_per_100k,training_visits_per_100k,training_visits_per_100k,training_visits_per_100k,training_visits_per_100k,training_visits_per_100k,seconds_per_100k,seconds_per_100k,seconds_per_100k,seconds_per_100k,seconds_per_100k,detection_delay,detection_delay,detection_delay,detection_delay,detection_delay,commit_delay,commit_delay,commit_delay,commit_delay,commit_delay,missed_detection_rate,missed_detection_rate,missed_detection_rate,missed_detection_rate,missed_detection_rate,missed_commit_rate,missed_commit_rate,missed_commit_rate,missed_commit_rate,missed_commit_rate,unexposed_false_alarm_rate,unexposed_false_alarm_rate,unexposed_false_alarm_rate,unexposed_false_alarm_rate,unexposed_false_alarm_rate,malicious_precision,malicious_precision,malicious_precision,malicious_precision,malicious_precision,malicious_recall,malicious_recall,malicious_recall,malicious_recall,malicious_recall,benign_fpr,benign_fpr,benign_fpr,benign_fpr,benign_fpr,roc_auc,roc_auc,roc_auc,roc_auc,roc_auc,average_precision,average_precision,average_precision,average_precision,average_precision
,,,,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count
stream,detector,policy,guarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBF_I,none,none,False,0.6810624397830043,0.018046801322723915,0.6483787782709787,0.7180131050517861,21,0.6805134176702597,0.018350687328115966,0.6471899261618185,0.718578675963701,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,21,95000.0,0.0,95000.0,95000.0,21,18.2787816895172,0.44444990423059105,17.79328779997304,19.4546141599305,21,,,,,0,,,,,0,1.0,0.0,1.0,1.0,21,1.0,0.0,1.0,1.0,21,0.0,0.0,0.0,0.0,4,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
RBF_I,none,none,True,0.6614057504322498,0.021788585275648715,0.6240422958017833,0.7088902980342422,21,0.6609884787749356,0.021759724160047435,0.622768711033012,0.7087114675377425,21,0.7212534200105257,0.06489165394658143,0.6269121383975902,0.8394316362921569,18,0.2262476421834109,0.04020321247891988,0.1606557213880829,0.3171834014404531,21,0.0,0.0,0.0,0.0,21,95000.0,0.0,95000.0,95000.0,21,28.071143468571385,1.0622273719706956,25.54274776000529,30.130739639978856,21,,,,,0,,,,,0,1.0,0.0,1.0,1.0,21,1.0,0.0,1.0,1.0,21,0.0,0.0,0.0,0.0,4,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,adwin,confirmed,False,0.9142841293375651,0.010833339827810637,0.8942675967025999,0.9278376664552948,21,0.9068487527149214,0.011930283669534511,0.8830567679556818,0.921810458891252,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,2.9523809523809526,2.92978139928887,0.0,8.4,21,100609.52380952382,5566.584658648852,95000.0,110960.0,21,5.620114287609856,0.1692008044685109,5.367424040008337,5.933223080076277,21,2.8452380952380953,2.0090568742097683,0.4166666666666667,8.0,21,5.683333333333334,2.7183317467483836,3.0,12.25,20,0.12698412698412698,0.22301446082137755,0.0,0.6666666666666666,21,0.31746031746031744,0.2682492720543188,0.0,1.0,21,0.09171097097432271,0.2545922951923887,0.0,1.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,adwin,confirmed,True,0.9185045663700541,0.005859498354619911,0.9019361657154936,0.9258042697104206,21,0.9114965801885824,0.006573545094134945,0.8919489048558928,0.919347318030458,21,0.7544599971907091,0.10427089094449868,0.5302868391451069,0.8985421757815791,18,0.2077862302939396,0.08390407156967485,0.1002144822815739,0.3942832976765013,21,1.4857142857142858,1.2142016777643303,0.0,3.6,21,101876.19047619047,7767.170962577352,95000.0,117040.0,21,7.843629308568224,0.6855448770049668,6.738189359940588,9.936551159992815,21,2.670634920634921,1.5832184586565077,0.4166666666666667,5.25,21,4.608333333333333,1.7231863930025793,1.75,8.416666666666666,20,0.14285714285714285,0.24880667576405965,0.0,0.6666666666666666,21,0.42857142857142855,0.261254604273242,0.0,1.0,21,0.012861447944320861,0.02476305615865098,0.0,0.0909090909090909,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,adwin,immediate,False,0.8957426416253029,0.027114557510346405,0.8401196759716616,0.9222151764954556,21,0.8864399486523231,0.029275828055949905,0.825933672839066,0.9156560119143032,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,23.00952380952381,24.637408645429915,0.7999999999999999,67.2,21,95000.0,0.0,95000.0,95000.0,21,5.2731663352366365,0.15953991746449786,5.035984279960394,5.549815439991653,21,3.7375,3.2363382446706845,0.4166666666666667,10.75,20,3.7375,3.2363382446706845,0.4166666666666667,10.75,20,0.15873015873015872,0.30946275344085555,0.0,1.0,21,0.15873015873015872,0.30946275344085555,0.0,1.0,21,0.05502637530261838,0.059655333061495036,0.0,0.2142857142857142,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,adwin,immediate,True,0.913730361666666,0.0052867799686978885,0.9037676742020152,0.9220207144366942,21,0.9059370286366909,0.005940375298141982,0.8951408395976206,0.915091838461537,21,0.5193413285005648,0.270220977564751,0.1360996549112027,0.9017887276409045,18,0.3634219254836209,0.1580403142705954,0.0960625690319114,0.6364857618604126,21,7.104761904761904,5.917979063031246,0.3999999999999999,17.599999999999998,21,95000.0,0.0,95000.0,95000.0,21,6.644481923812557,1.0096682068415435,5.644765920005739,9.392506440076977,21,2.388888888888889,1.417238446703594,0.4166666666666667,4.75,21,5.087719298245614,2.499918777108119,2.0,9.75,19,0.20634920634920634,0.2882165558547653,0.0,0.6666666666666666,21,0.30158730158730157,0.363696483726654,0.0,1.0,21,0.010940590682763781,0.019315523954143248,0.0,0.0552486187845303,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,adwin,rl,True,0.9140459593490114,0.00458613871561232,0.904713591206933,0.92287465652082,63,0.9061259073660978,0.005071946742984001,0.8958650976630063,0.915877612971838,63,0.5011285636337984,0.15825679657338312,0.2379335503423504,0.8387167470245119,54,0.3867068504679655,0.10637350017685424,0.1526104417670682,0.5748849812300658,63,33.701587301587296,23.937441936683506,0.3999999999999999,70.39999999999999,63,95000.0,0.0,95000.0,95000.0,63,6.809683653336787,1.3488727218139411,5.797042360063642,11.508678959961982,63,3.586734693877551,3.1909684825123232,0.4166666666666667,11.25,49,3.58764367816092,4.079002429770585,0.4166666666666667,17.0,58,0.3544973544973545,0.41423166285618696,0.0,1.0,63,0.1746031746031746,0.31026143939956474,0.0,1.0,63,0.011167242597567942,0.03180164671584457,0.0,0.1666666666666666,45,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,adwin,rl_alarm,True,0.909550222082542,0.007517710577492072,0.8952928297755884,0.922295497780596,63,0.9008586625239121,0.008571467419711482,0.8844817250200163,0.9153925952363446,63,0.5584985301840959,0.2673123540554859,0.1271186440677966,0.9322684997978165,54,0.3328499049283,0.17914333533104732,0.0602409638554216,0.6334866916932457,63,35.41587301587301,26.87949936139248,0.0,70.39999999999999,63,95000.0,0.0,95000.0,95000.0,63,9.446851101587157,4.839157556696789,5.873888720013201,17.493289120029658,63,3.5141843971631204,3.1915176275857973,0.4166666666666667,11.25,47,1.1626984126984128,0.8191790583205327,0.4166666666666667,3.4166666666666665,42,0.3968253968253968,0.4141629848050051,0.0,1.0,63,0.3333333333333333,0.4751909633114914,0.0,1.0,63,0.005298741455893078,0.01683002215512235,0.0,0.0909090909090909,45,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,d3_oof,confirmed,False,0.9077205705010419,0.010025218954382291,0.8942675967025999,0.9262185584443036,21,0.8988896387764853,0.011706461360608829,0.883041807168941,0.9199208082364082,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,0.36190476190476184,0.35563491177918743,0.0,0.7999999999999999,21,95687.61904761905,675.7063323804564,95000.0,96520.0,21,6.1036121142762045,0.1607430844787263,5.785001919977368,6.402923640049995,21,8.462962962962964,5.030480803030529,2.5,21.25,18,6.59375,4.352621336620038,2.25,16.75,8,0.4920634920634921,0.30946275344085555,0.0,1.0,21,0.8571428571428571,0.19920476822239896,0.3333333333333333,1.0,21,0.02849672733650632,0.04891670507749243,0.0,0.1818181818181818,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,d3_oof,confirmed,True,0.9077826988706009,0.00902007221033466,0.8952928297755884,0.9258423166349607,21,0.8989470611753619,0.010533220177554365,0.8844817250200163,0.919493585518314,21,0.8466882646418872,0.07485882013187904,0.6504841289888019,0.9322684997978165,18,0.1314108646870605,0.05515430798199389,0.0763052208835341,0.2742866819066971,21,0.2285714285714285,0.2390457218668787,0.0,0.7999999999999999,21,95687.61904761905,793.6365966984179,95000.0,97280.0,21,10.3061070418961,1.3213582831896282,8.157769719976931,12.22569880001247,21,8.157407407407408,5.20030863281625,2.5,21.25,18,6.611111111111111,4.07183755951918,2.25,16.75,9,0.5238095238095238,0.3086066999241838,0.0,1.0,21,0.8412698412698413,0.20052840250607945,0.3333333333333333,1.0,21,0.02849672733650632,0.04891670507749243,0.0,0.1818181818181818,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,d3_oof,immediate,False,0.9117968916245085,0.004910571128206592,0.9027889120984588,0.920562248995984,21,0.9040868690955056,0.005442067599958378,0.8941989865045585,0.91388592126611,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,2.6476190476190475,0.6749955908145238,1.6,4.0,21,95000.0,0.0,95000.0,95000.0,21,5.885566083803063,0.09527031595805045,5.751966199930758,6.092379079945386,21,8.970833333333333,5.806031032041531,0.75,21.25,20,8.970833333333333,5.806031032041531,0.75,21.25,20,0.5396825396825397,0.24667095663365166,0.0,1.0,21,0.5396825396825397,0.24667095663365166,0.0,1.0,21,0.019212975142993537,0.02497470160900399,0.0,0.0714285714285714,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,d3_oof,immediate,True,0.9132101160406846,0.005642872223720181,0.9023403281038463,0.922435003170577,21,0.9054796609784119,0.006475122336815795,0.8933000442722789,0.9161392062074672,21,0.7624124605253763,0.08775563444671106,0.4789593331649406,0.8784202722738914,18,0.21506063927245642,0.07112455067954956,0.1185842557935812,0.4205571077808822,21,1.4285714285714286,0.8056940220349516,0.0,2.8,21,95000.0,0.0,95000.0,95000.0,21,8.11745885525431,0.9932443687862443,6.770971439965069,10.727193240076303,21,8.217592592592592,5.260310362070035,1.25,21.25,18,7.65,5.009633576563117,1.25,21.25,15,0.5396825396825397,0.28821655585476535,0.0,1.0,21,0.6825396825396824,0.24667095663365166,0.3333333333333333,1.0,21,0.019212975142993537,0.02497470160900399,0.0,0.0714285714285714,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hddm_w,confirmed,False,0.9100077752771879,0.010936912103993569,0.8938891868243529,0.9241344324667088,21,0.9020729098626606,0.012220215421317938,0.8841509711602635,0.9175203601117908,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,2.4761904761904763,3.0740697392715024,0.0,8.4,21,99704.76190476191,5840.732504615855,95000.0,110960.0,21,6.119486308576806,0.24699219721411858,5.792926040012389,6.5674269200302655,21,4.428571428571429,5.466329112691072,0.4166666666666667,18.25,21,5.338235294117647,1.9604311875647331,2.75,8.416666666666666,17,0.2698412698412698,0.32692247839251876,0.0,0.6666666666666666,21,0.47619047619047616,0.38832158167381164,0.0,1.0,21,0.0003683241252302,0.0014265132030229799,0.0,0.005524861878453,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hddm_w,confirmed,True,0.9158340709457343,0.006583599251654733,0.9002737680438029,0.92429084760093,21,0.9085626774435088,0.007702269951238485,0.8898911738588774,0.9178817070332302,21,0.7526686673503405,0.11679188165294813,0.538658319027904,0.9216269284712484,18,0.2043863627335748,0.11394774928613913,0.0602409638554216,0.4620170268500327,21,1.180952380952381,1.1965028406230585,0.0,4.0,21,101152.38095238095,7667.736240091927,95000.0,114000.0,21,8.834544179051937,1.3363957123035597,7.367000280041248,11.916139120049774,21,3.6375,4.636042610014639,0.4166666666666667,18.25,20,4.972222222222222,2.3592745644770208,2.75,10.5,18,0.2857142857142857,0.3541141417633944,0.0,1.0,21,0.5238095238095238,0.30860669992418377,0.0,1.0,21,0.0,0.0,0.0,0.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hddm_w,immediate,False,0.8970130241790073,0.027569758684844733,0.84040757571481,0.9243753963221306,21,0.888158803154947,0.029792999598914675,0.8266729230508072,0.9182724627902028,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,22.01904761904762,23.862095864521603,0.3999999999999999,67.6,21,95000.0,0.0,95000.0,95000.0,21,5.789352350486886,0.13584125173326608,5.553358479961753,6.090539560001344,21,4.770833333333333,5.643390987881777,0.4166666666666667,18.25,20,4.770833333333333,5.643390987881777,0.4166666666666667,18.25,20,0.2857142857142857,0.3541141417633944,0.0,1.0,21,0.2857142857142857,0.3541141417633944,0.0,1.0,21,0.0,0.0,0.0,0.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hddm_w,immediate,True,0.9143711350743825,0.006717302991515607,0.9010979705890656,0.9235468188543648,21,0.9069185494722118,0.007598372105900261,0.8921995481077665,0.9174411790821276,21,0.5232585812157126,0.27781631117623046,0.1775328172332547,0.9189917778676372,18,0.33397691472048957,0.206910478717393,0.0602409638554216,0.6105274442538593,21,5.771428571428571,5.259005881071332,0.0,15.2,21,95000.0,0.0,95000.0,95000.0,21,7.735351375259814,1.7074554541875124,6.1756983600556845,12.112249880004674,21,3.383333333333333,4.0958365681484965,0.4166666666666667,17.25,20,5.401960784313725,3.045550501875995,1.75,13.75,17,0.2698412698412698,0.34349587768911866,0.0,1.0,21,0.36507936507936506,0.40695020040352065,0.0,1.0,21,0.0,0.0,0.0,0.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hellinger,confirmed,False,0.9166466319758759,0.0066176529135708205,0.9040724748116163,0.9259649122807018,21,0.909572915733885,0.0073099229919859985,0.8963051808197001,0.9193879832639196,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,1.657142857142857,1.2282391577259817,0.3999999999999999,4.8,21,98148.57142857143,2333.6543996793653,95760.0,104120.0,21,5.493201287622962,0.13485018908388155,5.2114740399643775,5.744605999998748,21,5.941666666666666,2.445472604080843,0.75,12.75,20,5.315789473684211,2.6810346358539405,1.75,11.25,19,0.11111111111111109,0.24343224778007383,0.0,1.0,21,0.4603174603174603,0.3068874291656375,0.0,1.0,21,0.1312334340511136,0.2503139661037568,0.0,1.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hellinger,confirmed,True,0.9115000881170077,0.008059862886965644,0.8980596068484464,0.9239695624603678,21,0.9032742662779152,0.009383309317071372,0.8877736474087179,0.91747474720287,21,0.8006944963812482,0.0812505492263457,0.6260166708764839,0.902328190743338,18,0.16428004019623355,0.07780088131086016,0.0720732925776024,0.3338224421957978,21,0.7619047619047619,0.5783391656080283,0.0,2.4,21,97786.66666666667,2029.830863233025,95760.0,102600.0,21,8.749576274292277,1.258310526981402,6.897752080019564,11.103137440048158,21,6.4541666666666675,3.0460014773469823,1.25,13.083333333333334,20,9.307692307692308,6.377167806383115,2.25,20.25,13,0.12698412698412698,0.2682492720543188,0.0,1.0,21,0.7142857142857143,0.26427498905736396,0.3333333333333333,1.0,21,0.05158954271293128,0.06156944023684655,0.0,0.2,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hellinger,immediate,False,0.9036868570606481,0.006714875352857937,0.8860763781083293,0.9125216656098076,21,0.8950710170947241,0.007213424306852145,0.8758259924940597,0.9049743839869336,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,8.342857142857142,1.39304394351773,6.0,11.2,21,95000.0,0.0,95000.0,95000.0,21,5.25434059239924,0.10078467178354668,5.092700240015983,5.501844280026853,21,7.511904761904762,3.7243834048110234,2.0,13.5,21,7.511904761904762,3.7243834048110234,2.0,13.5,21,0.1746031746031746,0.20052840250607942,0.0,0.6666666666666666,21,0.1746031746031746,0.20052840250607942,0.0,0.6666666666666666,21,0.054386582655459245,0.0628649031479769,0.0,0.2,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,hellinger,immediate,True,0.916579888581511,0.00312474614000023,0.9115344452911128,0.92287888395688,21,0.909182258189555,0.003469407084841017,0.903562660105559,0.916078915269142,21,0.6033296668070325,0.1008927945511878,0.3925109390777516,0.7325117430173241,18,0.35399252633937167,0.0991212414320562,0.1983531518981043,0.5417094789137922,21,4.4,1.8804254837669054,1.2,7.2,21,95000.0,0.0,95000.0,95000.0,21,6.550697032384397,0.4550244519108939,5.968054800014943,7.558714239951223,21,6.380952380952381,3.765299477960572,1.4166666666666667,15.25,21,7.675,3.3855450380519767,2.25,13.5,20,0.2698412698412698,0.27119176526025557,0.0,0.6666666666666666,21,0.39682539682539675,0.29095718698132317,0.0,1.0,21,0.04462199828682332,0.04807259910031529,0.0,0.1333333333333333,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,none,none,False,0.8990580598015931,0.002826376844064526,0.8942675967025999,0.9038850137391672,21,0.8887621675847687,0.0034563034008489673,0.883041807168941,0.8943228000270816,21,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,21,95000.0,0.0,95000.0,95000.0,21,5.482322845723303,0.08702843491692638,5.296107279974967,5.610813040006906,21,,,,,0,,,,,0,1.0,0.0,1.0,1.0,21,1.0,0.0,1.0,1.0,21,0.0,0.0,0.0,0.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
SEA_A,none,none,True,0.9006668636694729,0.003132806552769497,0.8952928297755884,0.9068855331136704,21,0.8906255465763477,0.0037085407082779265,0.8844817250200163,0.8980732167111862,21,0.8718007762686533,0.0507894832836354,0.7704308313699091,0.9322684997978165,18,0.10994288193273809,0.043029728330373024,0.0602409638554216,0.2050504708353092,21,0.0,0.0,0.0,0.0,21,95000.0,0.0,95000.0,95000.0,21,10.847478641906665,0.597888662016497,9.670099359937012,11.880348079930991,21,,,,,0,,,,,0,1.0,0.0,1.0,1.0,21,1.0,0.0,1.0,1.0,21,0.0,0.0,0.0,0.0,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
radar,adwin,confirmed,False,0.6650866357117992,0.022859319767405045,0.6167191788373051,0.7081152829305974,19,0.5369430627192022,0.03201929068635247,0.4686501274307504,0.5992645107176636,19,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,19,8.718493314066512,0.6066881696263297,7.426462548968238,9.901950065290984,19,111565.06509500714,1152.7075222900219,109110.20664132044,113813.63292233364,19,97.73746666099734,40.66876883244734,48.72667517270531,162.26887763457796,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.8188838492509796,0.0281457675773273,0.7483075096733731,0.8620313581805148,19,0.765316978259662,0.06424015177407662,0.6602175999425952,0.8591722571554752,19,0.1602157329834776,0.027604708429498515,0.1195585556264714,0.2185028365312164,19,0.8452837429679825,0.042561816813196804,0.7768933605180416,0.9076362142383628,19,0.8155334307404901,0.043707154121764624,0.7302972116197388,0.8836064457441039,19
radar,adwin,confirmed,True,0.6346345830521593,0.020906882339075877,0.599989553893206,0.6655746012894903,19,0.48262086691212486,0.026536190807315375,0.4427698527799958,0.5340084649615627,19,0.8297564634913833,0.02504107322208011,0.7823069999709665,0.8645377809417268,18,0.1554709964585836,0.019011021385592353,0.1178688344164403,0.1901919478651271,19,7.274458929544911,0.7401018002347561,5.982428164446636,8.66420630712961,19,113256.64823116102,1071.9395936328765,111069.9675917426,114989.48949258694,19,116.52265290396953,44.14336299266716,65.297160409542,183.69588477019624,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.8139478137804503,0.022487745261250358,0.7735178630682447,0.8568041385256502,19,0.7599496805487513,0.07336670517981565,0.6431038039627228,0.8532207524552585,19,0.16347084443574966,0.017263335770882276,0.1292515988705638,0.1996345065838882,19,0.8396238578042786,0.047354454125804676,0.7705164643958897,0.91160964101479,19,0.8107740016753877,0.04328528571089651,0.7446306963386075,0.8837163330512335,19
radar,adwin,immediate,False,0.6982118352091624,0.03083904679330402,0.6385421925136793,0.7490474688020193,19,0.6480972044201113,0.02769212141139841,0.5944655470839162,0.69140358514203,19,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,19,66.61015751157915,15.408848802139154,46.62168155741171,87.46722557673702,19,94999.92779828075,0.0,94999.92779828075,94999.92779828075,19,59.34318433468101,25.448360888090015,33.952264864786535,103.73926294419738,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.7548740910945524,0.03907158523940959,0.6917388417276154,0.8237028355456222,19,0.8087805961824451,0.03826671396683367,0.7547157118639507,0.879103221363532,19,0.2510028349416235,0.05179874470545845,0.1640369081986753,0.3348027670215738,19,0.812836526438217,0.03513505642813437,0.7477559613505933,0.8486335172248669,19,0.7690203581874154,0.047515667019908045,0.6868273911931504,0.8255952876675352,19
radar,adwin,immediate,True,0.6080966351834108,0.020275216011834175,0.5561246104472675,0.6380990648369479,19,0.47975806744671384,0.01917265773098054,0.4399808349978252,0.5191532751165011,19,0.5832532926667285,0.08116448263228349,0.4906981396279256,0.704191616766467,18,0.3838993547200883,0.05520632526994269,0.2955377757126055,0.462690940741278,19,32.637348570465676,6.857272998317329,21.660515767824027,44.14619404108897,19,94999.92779828075,0.0,94999.92779828075,94999.92779828075,19,65.24089228405055,26.8647159126819,37.3671877636694,111.67584881371154,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.7484214267673213,0.027686032989885537,0.6853641431610978,0.7860099513021385,19,0.7274523610739518,0.05465795204392836,0.6446506048833729,0.8228266518412879,19,0.23100530243030892,0.025416258204940662,0.1909699180428341,0.2988242333244901,19,0.7848202906361073,0.03915017996941768,0.7261772806963728,0.8397643415466167,19,0.756623921026085,0.04523466663655061,0.675693996720052,0.8186734659706327,19
radar,adwin,rl,True,0.6320474465481749,0.027315560342766134,0.5819022778291129,0.6816873705403508,57,0.4937147421442368,0.026911594597332406,0.4232200137856625,0.5414584286148891,57,0.6259716134159634,0.05635539279731234,0.5307466844655968,0.7562382535781408,54,0.3631735692744908,0.048018876888150964,0.246388913792441,0.4323556551159808,57,30.17271845553031,10.65749924880537,10.52082194437167,50.747494084616285,57,94999.92779828075,0.0,94999.92779828075,94999.92779828075,57,80.92300350936536,34.908163814410216,34.62189702798084,148.34412863867925,57,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.7847439055539548,0.0419928413214633,0.7046988052005655,0.8653394502111297,57,0.7300157312927789,0.06784300612185189,0.6138032653012918,0.8525530483060293,57,0.1884601665432291,0.03422010874684476,0.1250936758101885,0.2639620574985504,57,0.798638289180533,0.04957893302815447,0.6994578281462331,0.8879412955028716,57,0.7747847701370296,0.05521744577248834,0.6659814217226923,0.8733488137194174,57
radar,adwin,rl_alarm,True,0.617774485852557,0.036857610886219146,0.5729679153112183,0.7113461435091213,57,0.46837084205896523,0.025337775009509057,0.3778077494642516,0.5238857431497446,57,0.6651020063056914,0.1782297909625187,0.4674395658608781,0.949714020265366,54,0.32248775446394673,0.17118627372717424,0.056788309584083,0.4830951793770763,57,37.04545353374214,26.557033848848462,0.0,61.26831602898796,57,94999.92779828075,0.0,94999.92779828075,94999.92779828075,57,172.7380588005016,165.71350989658697,31.331659752467356,508.1834031764678,57,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.7783006830247289,0.08366269432017512,0.6703801407263715,0.9340194227470724,57,0.7356392389332778,0.09080712639410185,0.6028935590058212,0.8945088839910894,57,0.19950191866862896,0.07684564895817532,0.0609862504348421,0.2793855959963988,57,0.7928769190186038,0.071673191338693,0.6720805779693819,0.9296994401690564,57,0.7755518517000326,0.07952949343751164,0.644975198443327,0.9169554788230142,57
radar,d3_oof,confirmed,False,0.6530568191113209,0.025789532714833547,0.6114760697616224,0.698218967937071,19,0.48511884115651616,0.03624505257474214,0.4270199662197274,0.5622954875283336,19,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,19,1.259458560936134,0.5624115287312809,0.4125812527204576,2.269196889962517,19,97392.89906405943,1068.5819045894334,95783.83217844964,99311.40188920956,19,109.27584732734822,29.756055215513996,74.87035261257311,151.77148628269535,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.8532537973611468,0.02537664380997643,0.8101264379610311,0.9017113326367512,19,0.778567940707835,0.09762880586961381,0.5510274556234247,0.8974942693108452,19,0.12563307593606013,0.020679630510715533,0.0785838869728664,0.171265123995309,19,0.855300976820627,0.06057042929412408,0.7328339034667122,0.9139912476714134,19,0.8379583950842698,0.05243516742618108,0.7301508009562658,0.8885309762143565,19
radar,d3_oof,confirmed,True,0.6423844200670762,0.02664477723453756,0.5982766311620772,0.6997637446599382,19,0.4530564453920872,0.038928170286782124,0.3722226837212727,0.5283333414472712,19,0.8495378171078141,0.026899145580729065,0.807775629189142,0.9013563716406092,18,0.13714753719301626,0.02485211710800575,0.0812464165779343,0.1841927192995193,19,0.9771661248642417,0.4000248083168935,0.2062906263602288,1.6503250108818304,19,97454.7862519675,1035.7076967420405,95783.83217844964,99703.354079294,19,161.99565181268815,42.31764422683363,100.78792277716036,228.5048265405074,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.8594147779728563,0.02620325775882747,0.8221713243464224,0.9173987160422182,19,0.7914307314342098,0.07884514436630483,0.5900402730314201,0.889056319457525,19,0.12256475026390527,0.025841388680690525,0.0642748686223265,0.1715708831635104,19,0.8643974667063462,0.04077033261444141,0.7679391910560585,0.9040535531962068,19,0.8500382914575038,0.03635826352161081,0.7795089933506535,0.8885182722403134,19
radar,d3_oof,immediate,False,0.6551453923448617,0.01789923411171341,0.6288991929086508,0.7002491486514422,19,0.5093970233237436,0.029280464392575884,0.4495200267502201,0.5830657056043664,19,1.0,0.0,1.0,1.0,18,0.0,0.0,0.0,0.0,19,3.170361205115096,0.77556779065344,1.4440343845216017,4.125812527204577,19,94999.92779828075,0.0,94999.92779828075,94999.92779828075,19,104.69556852230565,34.19224132021442,59.75931548642823,155.2050753270034,19,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.825529303266208,0.025976424473502055,0.7821304952608935,0.8714678625860589,19,0.7870574761325174,0.07117476382746693,0.6276986967324131,0.8784027969887638,19,0.15683745124301274,0.023475282502377983,0.1212597403893162,0.2033144745406298,19,0.8514715625870601,0.049289345953576896,0.7787500650007062,0.9228240161043286,19,0.8198031152977016,0.04767254082938472,0.7451946809969754,0.8969772821004227,19
