state,action,q_value,selected,visits,mean_reward,rejected_fraction
00,update,6.28346883102505,True,1486,0.777079407806191,0.3034993270524899
00,reset,5.980383945335693,False,843,0.7516014234875446,0.4970344009489917
01,update,6.488022856254541,True,866,0.6317090069284064,0.34757505773672054
01,reset,5.68182695272446,False,71,0.5735211267605634,0.5070422535211268
10,update,5.553901709363069,True,22,0.8136363636363636,0.22727272727272727
10,reset,0.5441346515077209,False,1,0.7,1.0
11,update,0.0,False,0,,
11,reset,4.7715690170090035,True,15,0.7013333333333333,0.3333333333333333
