epoch,condition,seed,detector,reward,training_visits,resets,states,epsilon
0,SEA_A__s112__concept__moderate,7,d3_oof,53.5,57000,2,4,0.1
0,RBF_I__s112__splice__moderate,7,d3_oof,31.22,57000,3,4,0.1
0,RBF_I__s112__instance__moderate,7,d3_oof,34.26,57000,0,4,0.1
0,SEA_A__s112__splice__severe,7,d3_oof,53.76,57000,2,4,0.1
0,RBF_I__s112__clean__none,7,d3_oof,32.84,57000,1,4,0.1
0,SEA_A__s112__clean__none,7,d3_oof,54.2,57000,1,4,0.1
0,SEA_A__s112__concept__severe,7,d3_oof,53.64,57000,1,4,0.1
0,SEA_A__s112__instance__moderate,7,d3_oof,54.04,57000,2,4,0.1
0,RBF_I__s112__splice__severe,7,d3_oof,31.96,57000,1,4,0.1
0,RBF_I__s112__concept__moderate,7,d3_oof,33.06,57000,2,4,0.1
0,SEA_A__s112__instance__severe,7,d3_oof,53.72,57000,2,4,0.1
0,SEA_A__s112__splice__moderate,7,d3_oof,53.62,57000,1,4,0.1
0,RBF_I__s112__instance__severe,7,d3_oof,30.68,57000,2,4,0.1
0,RBF_I__s112__concept__severe,7,d3_oof,34.08,57000,2,4,0.1
1,RBF_I__s112__instance__moderate,7,d3_oof,29.92,57000,3,4,0.1
1,SEA_A__s112__splice__severe,7,d3_oof,54.12,57000,23,4,0.1
1,RBF_I__s112__concept__moderate,7,d3_oof,32.92,57000,23,4,0.1
1,SEA_A__s112__concept__severe,7,d3_oof,53.68,57000,16,4,0.1
1,RBF_I__s112__splice__severe,7,d3_oof,32.42,57000,17,4,0.1
1,RBF_I__s112__clean__none,7,d3_oof,31.88,57000,16,4,0.1
1,RBF_I__s112__concept__severe,7,d3_oof,32.0,57000,1,4,0.1
1,SEA_A__s112__concept__moderate,7,d3_oof,53.54,57000,1,4,0.1
1,RBF_I__s112__instance__severe,7,d3_oof,31.36,57000,1,4,0.1
1,SEA_A__s112__instance__moderate,7,d3_oof,54.16,57000,2,4,0.1
1,RBF_I__s112__splice__moderate,7,d3_oof,32.36,57000,2,4,0.1
1,SEA_A__s112__clean__none,7,d3_oof,54.14,57000,1,4,0.1
1,SEA_A__s112__instance__severe,7,d3_oof,53.36,57000,3,4,0.1
1,SEA_A__s112__splice__moderate,7,d3_oof,53.78,57000,1,4,0.1
2,RBF_I__s112__clean__none,7,d3_oof,32.54,57000,2,4,0.1
2,SEA_A__s112__instance__severe,7,d3_oof,54.14,57000,27,4,0.1
2,RBF_I__s112__splice__severe,7,d3_oof,30.9,57000,19,4,0.1
2,SEA_A__s112__clean__none,7,d3_oof,53.839999999999996,57000,2,4,0.1
2,RBF_I__s112__instance__moderate,7,d3_oof,32.72,57000,1,4,0.1
2,RBF_I__s112__concept__moderate,7,d3_oof,32.72,57000,21,4,0.1
2,SEA_A__s112__splice__severe,7,d3_oof,53.72,57000,1,4,0.1
2,SEA_A__s112__concept__severe,7,d3_oof,53.22,57000,1,4,0.1
2,RBF_I__s112__concept__severe,7,d3_oof,31.3,57000,2,4,0.1
2,SEA_A__s112__splice__moderate,7,d3_oof,53.76,57000,31,4,0.1
2,SEA_A__s112__instance__moderate,7,d3_oof,54.16,57000,25,4,0.1
2,RBF_I__s112__splice__moderate,7,d3_oof,32.26,57000,23,4,0.1
2,RBF_I__s112__instance__severe,7,d3_oof,30.26,57000,14,4,0.1
2,SEA_A__s112__concept__moderate,7,d3_oof,54.38,57000,17,4,0.1
3,SEA_A__s112__splice__severe,7,d3_oof,53.88,57000,24,4,0.1
3,RBF_I__s112__splice__severe,7,d3_oof,32.18,57000,13,4,0.1
3,SEA_A__s112__instance__moderate,7,d3_oof,54.22,57000,24,4,0.1
3,RBF_I__s112__concept__moderate,7,d3_oof,31.740000000000002,57000,11,4,0.1
3,SEA_A__s112__clean__none,7,d3_oof,54.22,57000,3,4,0.1
3,SEA_A__s112__instance__severe,7,d3_oof,53.7,57000,3,4,0.1
3,RBF_I__s112__concept__severe,7,d3_oof,31.9,57000,7,4,0.1
3,SEA_A__s112__concept__severe,7,d3_oof,53.36,57000,16,4,0.1
3,RBF_I__s112__clean__none,7,d3_oof,32.4,57000,14,4,0.1
3,RBF_I__s112__instance__severe,7,d3_oof,32.04,57000,5,4,0.1
3,RBF_I__s112__splice__moderate,7,d3_oof,32.38,57000,6,4,0.1
3,RBF_I__s112__instance__moderate,7,d3_oof,31.84,57000,21,4,0.1
3,SEA_A__s112__concept__moderate,7,d3_oof,53.36,57000,3,4,0.1
3,SEA_A__s112__splice__moderate,7,d3_oof,53.88,57000,1,4,0.1
