stream,detector,policy,guarded,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,malicious_recall,benign_fpr
SEA_A,none,none,False,0.8798399108203243,0.8912353380594268,1.0,0.0,0.0,57000.0,,
SEA_A,none,none,True,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,57000.0,,
radar,adwin,confirmed,False,0.4984468991294834,0.628450641023249,1.0,0.0,12.771428571428572,161780.7142857143,0.7193430354692509,0.20885642887223227
radar,adwin,confirmed,True,0.45335902717572846,0.5981558421325655,0.8272763952453276,0.17370137964212798,9.62857142857143,163843.57142857142,0.6871396082247755,0.2094583926365217
radar,adwin,immediate,False,0.6318795338063184,0.7026429557335775,1.0,0.0,97.65714285714286,137515.0,0.7773185480727217,0.23455457412447706
radar,adwin,immediate,True,0.43899156352103186,0.5785324609422967,0.5620971237160447,0.40409064914661064,46.05714285714286,137515.0,0.6706576656283529,0.26293044033815555
radar,d3_oof,confirmed,False,0.4565857099798404,0.6319981318190724,1.0,0.0,2.6285714285714286,142509.2857142857,0.7051166738861047,0.1494334011327602
radar,d3_oof,confirmed,True,0.45603217761173703,0.6340934774646246,0.8445646801917835,0.1475861336616115,1.6285714285714286,141912.14285714287,0.7328037577706434,0.1373429557479486
radar,d3_oof,immediate,False,0.47536647400277776,0.6281741768062222,1.0,0.0,5.542857142857143,137515.0,0.6618913313904712,0.17410190875846024
radar,d3_oof,immediate,True,0.45309752294356803,0.6229671793285522,0.8085166415209816,0.1866791738757649,2.742857142857143,137515.0,0.6927593603568661,0.1507256498451147
radar,hddm_w,confirmed,False,0.4827239297972087,0.623577509171339,1.0,0.0,12.342857142857143,160966.42857142858,0.6788609052901083,0.2004488970729786
radar,hddm_w,confirmed,True,0.44626316560247303,0.5944783884086356,0.8270009834094901,0.1781976756875391,9.200000000000001,163029.2857142857,0.6780072255751212,0.2034808004385751
radar,hddm_w,immediate,False,0.6329008326569586,0.7038347713209248,1.0,0.0,92.22857142857143,137515.0,0.7755660523910379,0.2309282369102105
radar,hddm_w,immediate,True,0.4536136261101257,0.5954178098485708,0.5829357132837286,0.38393405006071063,35.57142857142857,137515.0,0.6624149524825499,0.2282072519756851
radar,hellinger,confirmed,False,0.4856134318888078,0.6326978224137099,1.0,0.0,4.6000000000000005,146255.0,0.7297973551860458,0.17706612830279522
radar,hellinger,confirmed,True,0.45086455287220634,0.6138616925193744,0.8191882991907152,0.1792066504656642,3.2857142857142856,145332.14285714287,0.6806122241582989,0.1753855137097783
radar,hellinger,immediate,False,0.5078431464621053,0.6407114867830488,1.0,0.0,6.828571428571428,137515.0,0.7437538014546464,0.19683564729839123
radar,hellinger,immediate,True,0.4227450306220855,0.6004637372022751,0.7740967740370349,0.23143134830759932,3.7142857142857144,137515.0,0.6703718619482336,0.17823976154769738
radar,none,none,False,0.4840823015352655,0.6626161483514846,1.0,0.0,0.0,137515.0,0.7972538942882978,0.11070212721234753
radar,none,none,True,0.4430859109699528,0.6438080459209882,0.8657000947770106,0.13052753994793923,0.0,137515.0,0.7451208333775757,0.10891157769097308
