stream,detector,policy,guarded,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,malicious_recall,benign_fpr
RBF_I,adwin,confirmed,False,0.5416077536800084,0.5465738134785696,1.0,0.0,2.914285714285714,62537.142857142855,,
RBF_I,adwin,confirmed,True,0.5366254227865485,0.5418073921093597,0.6552639167369908,0.25439378173618854,1.7142857142857142,64057.142857142855,,
RBF_I,adwin,immediate,False,0.5152088735860897,0.5209060386834992,1.0,0.0,13.114285714285714,57000.0,,
RBF_I,adwin,immediate,True,0.5167543626958249,0.5224124088172285,0.4910117251448552,0.3405348235180045,7.057142857142857,57000.0,,
RBF_I,d3_oof,confirmed,False,0.5565906897363468,0.560997348205627,1.0,0.0,0.4571428571428572,57868.57142857143,,
RBF_I,d3_oof,confirmed,True,0.5427351285105159,0.5470164557477768,0.6953901875392953,0.2354406487115565,0.34285714285714286,58085.71428571428,,
RBF_I,d3_oof,immediate,False,0.5502568028725396,0.5547915718096312,1.0,0.0,1.3142857142857143,57000.0,,
RBF_I,d3_oof,immediate,True,0.5418243186305108,0.5458454119413447,0.6980760772970381,0.2508044945996933,0.48571428571428577,57000.0,,
RBF_I,hddm_w,confirmed,False,0.5303287587480497,0.5355918258334744,1.0,0.0,3.857142857142857,64328.57142857143,,
RBF_I,hddm_w,confirmed,True,0.5283252562122028,0.5335324115175809,0.6743214840720988,0.2563475700767581,2.4,66608.57142857143,,
RBF_I,hddm_w,immediate,False,0.5185660419731514,0.5234244544085743,1.0,0.0,36.714285714285715,57000.0,,
RBF_I,hddm_w,immediate,True,0.5285074514323511,0.5334086224644626,0.36225100180333003,0.45323181149928404,18.2,57000.0,,
RBF_I,hellinger,confirmed,False,0.5514445193445258,0.5561611711413886,1.0,0.0,1.8285714285714287,60474.28571428572,,
RBF_I,hellinger,confirmed,True,0.5374784137416396,0.542059210570544,0.667214725088399,0.25954848866374197,1.3714285714285717,61722.857142857145,,
RBF_I,hellinger,immediate,False,0.5259938250338093,0.5307996332862184,1.0,0.0,5.771428571428571,57000.0,,
RBF_I,hellinger,immediate,True,0.5220161472697308,0.5275436243207156,0.6033867156489457,0.30024378722057954,3.5142857142857147,57000.0,,
RBF_I,none,none,False,0.5569073386661082,0.5610948543565045,1.0,0.0,0.0,57000.0,,
RBF_I,none,none,True,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,,
SEA_A,adwin,confirmed,False,0.8922703262617689,0.9011541236081982,1.0,0.0,2.057142857142857,60908.57142857143,,
SEA_A,adwin,confirmed,True,0.8962047255091937,0.9050593014125837,0.6472107799548469,0.3107522061078275,1.2857142857142858,61614.28571428572,,
SEA_A,adwin,immediate,False,0.8811976095161071,0.8910115198573835,1.0,0.0,13.828571428571427,57000.0,,
SEA_A,adwin,immediate,True,0.8941352217420125,0.9033589974182599,0.4643521853701862,0.42005466456494717,4.8,57000.0,,
SEA_A,d3_oof,confirmed,False,0.8823001513185951,0.893296209543964,1.0,0.0,0.2857142857142857,57542.857142857145,,
SEA_A,d3_oof,confirmed,True,0.8895782491873595,0.8996449429485447,0.7505368898038703,0.21695012429184743,0.2285714285714286,57651.42857142857,,
SEA_A,d3_oof,immediate,False,0.8872418768608784,0.8971528331387996,1.0,0.0,1.542857142857143,57000.0,,
SEA_A,d3_oof,immediate,True,0.8922667379554773,0.9018999023532867,0.6922502220205112,0.26123178595292346,0.8285714285714285,57000.0,,
SEA_A,hddm_w,confirmed,False,0.8888719664444007,0.8981685982687913,1.0,0.0,1.6,60040.0,,
SEA_A,hddm_w,confirmed,True,0.8953593244938381,0.9043291700405193,0.6670415244065274,0.2863901883052563,1.2,60854.28571428572,,
SEA_A,hddm_w,immediate,False,0.8795961867627474,0.889723327029803,1.0,0.0,13.514285714285714,57000.0,,
SEA_A,hddm_w,immediate,True,0.8960980996043338,0.9049579684201444,0.5099111134478789,0.3712958725998409,3.9714285714285715,57000.0,,
SEA_A,hellinger,confirmed,False,0.8861658290787623,0.8962892749220511,1.0,0.0,0.7999999999999999,58520.0,,
SEA_A,hellinger,confirmed,True,0.8918737474748941,0.9014435281515165,0.7306241992256624,0.22731607874265491,0.5714285714285714,58465.71428571428,,
SEA_A,hellinger,immediate,False,0.8879939813423586,0.8974900851737013,1.0,0.0,4.6571428571428575,57000.0,,
SEA_A,hellinger,immediate,True,0.8963849468838551,0.9053794850524205,0.5880915618620163,0.34924391103237534,2.8000000000000003,57000.0,,
