stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,host_n,host_accuracy,host_macro_f1,macro_precision,macro_recall,host_macro_f1_clean,host_accuracy_clean,macro_f1_change_from_clean
SEA_A,clean,none,119.0,,,SEA_A__s119,SEA_A__s119__clean__none,22177,0.8982729855255445,0.8866080528246206,0.9032105378058923,0.8757605608078978,0.8866080528246206,0.8982729855255445,0.0
SEA_A,instance,moderate,119.0,110941192.0,,SEA_A__s119,SEA_A__s119__instance__moderate,22177,0.8978671596699282,0.8869417084134333,0.8992696129901472,0.8782179457122361,0.8866080528246206,0.8982729855255445,0.00033365558881270907
SEA_A,instance,severe,119.0,3882502243.0,,SEA_A__s119,SEA_A__s119__instance__severe,22177,0.8903368354601614,0.8780046794915954,0.8930269615299236,0.86801216482842,0.8866080528246206,0.8982729855255445,-0.008603373333025188
SEA_A,concept,moderate,119.0,1118368957.0,,SEA_A__s119,SEA_A__s119__concept__moderate,22177,0.8909681201244533,0.8790367567925174,0.8924394736084444,0.8698307777008001,0.8866080528246206,0.8982729855255445,-0.00757129603210327
SEA_A,concept,severe,119.0,1193382814.0,,SEA_A__s119,SEA_A__s119__concept__severe,22177,0.8889840826081075,0.8758671872348526,0.8940452985103093,0.8644626761744452,0.8866080528246206,0.8982729855255445,-0.010740865589768056
SEA_A,splice,moderate,119.0,1473637511.0,,SEA_A__s119,SEA_A__s119__splice__moderate,22177,0.8930874329260045,0.881354410773835,0.8950033726661561,0.8719998647767015,0.8866080528246206,0.8982729855255445,-0.005253642050785601
SEA_A,splice,severe,119.0,2268888980.0,,SEA_A__s119,SEA_A__s119__splice__severe,22177,0.8948009198719394,0.883182306797615,0.8972755012707185,0.8735853711220988,0.8866080528246206,0.8982729855255445,-0.0034257460270056272
SEA_A,clean,none,118.0,,,SEA_A__s118,SEA_A__s118__clean__none,22236,0.8948551897823349,0.8830525604468084,0.9009823480016632,0.8718109661399629,0.8830525604468084,0.8948551897823349,0.0
SEA_A,instance,moderate,118.0,4224387059.0,,SEA_A__s118,SEA_A__s118__instance__moderate,22236,0.8950350782514841,0.8834518951595904,0.9002741500623139,0.8726948423609682,0.8830525604468084,0.8948551897823349,0.00039933471278208454
SEA_A,instance,severe,118.0,2861808558.0,,SEA_A__s118,SEA_A__s118__instance__severe,22236,0.8913923367512142,0.8795697086817378,0.8953722300561037,0.869328039052549,0.8830525604468084,0.8948551897823349,-0.0034828517650705715
SEA_A,concept,moderate,118.0,1648460561.0,,SEA_A__s118,SEA_A__s118__concept__moderate,22236,0.8930563050908437,0.8815661031098558,0.896635300911623,0.8716413512534331,0.8830525604468084,0.8948551897823349,-0.001486457336952518
SEA_A,concept,severe,118.0,16137799.0,,SEA_A__s118,SEA_A__s118__concept__severe,22236,0.8880644000719554,0.8755824100659766,0.8927612014068982,0.864778132768688,0.8830525604468084,0.8948551897823349,-0.007470150380831764
SEA_A,splice,moderate,118.0,3330973510.0,,SEA_A__s118,SEA_A__s118__splice__moderate,22236,0.8957546321280806,0.8843598460677816,0.9006065002935455,0.8738520855898637,0.8830525604468084,0.8948551897823349,0.0013072856209732642
SEA_A,splice,severe,118.0,3954790722.0,,SEA_A__s118,SEA_A__s118__splice__severe,22236,0.8917071415722252,0.8808792993255914,0.8918579764293542,0.8730293229172048,0.8830525604468084,0.8948551897823349,-0.002173261121216963
SEA_A,clean,none,117.0,,,SEA_A__s117,SEA_A__s117__clean__none,22561,0.8932671424139,0.8826331534339795,0.8972945041580391,0.8730927860491055,0.8826331534339795,0.8932671424139,0.0
SEA_A,instance,moderate,117.0,1195402420.0,,SEA_A__s117,SEA_A__s117__instance__moderate,22561,0.8856433668720358,0.8738543963944858,0.8902079918950597,0.8636709114813925,0.8826331534339795,0.8932671424139,-0.008778757039493712
SEA_A,instance,severe,117.0,4063383392.0,,SEA_A__s117,SEA_A__s117__instance__severe,22561,0.8853774212135986,0.8738162754549732,0.8888726400210982,0.8642038251526114,0.8826331534339795,0.8932671424139,-0.008816877979006321
SEA_A,concept,moderate,117.0,4256973585.0,,SEA_A__s117,SEA_A__s117__concept__moderate,22561,0.8816985062718851,0.8682254153386558,0.8909654007725412,0.8556453951217715,0.8826331534339795,0.8932671424139,-0.014407738095323697
SEA_A,concept,severe,117.0,228998761.0,,SEA_A__s117,SEA_A__s117__concept__severe,22561,0.8895439031957804,0.8782732118918459,0.8941797519166859,0.8682242390398951,0.8826331534339795,0.8932671424139,-0.004359941542133594
SEA_A,splice,moderate,117.0,1275875057.0,,SEA_A__s117,SEA_A__s117__splice__moderate,22561,0.8948184920881167,0.8846583351916093,0.8976525214647235,0.8758924316574616,0.8826331534339795,0.8932671424139,0.0020251817576297793
SEA_A,splice,severe,117.0,2243424514.0,,SEA_A__s117,SEA_A__s117__splice__severe,22561,0.8944638978768672,0.8851713922282521,0.8935999443565006,0.8788541489709797,0.8826331534339795,0.8932671424139,0.002538238794272618
SEA_A,clean,none,116.0,,,SEA_A__s116,SEA_A__s116__clean__none,22627,0.8835904008485438,0.8702923354093923,0.893000183995086,0.857654030956855,0.8702923354093923,0.8835904008485438,0.0
SEA_A,instance,moderate,116.0,453400147.0,,SEA_A__s116,SEA_A__s116__instance__moderate,22627,0.8871701948998983,0.8744114639146183,0.8965973922424855,0.861878697680362,0.8702923354093923,0.8835904008485438,0.004119128505226
SEA_A,instance,severe,116.0,3914142360.0,,SEA_A__s116,SEA_A__s116__instance__severe,22627,0.8852256154152119,0.8744459894190648,0.8853914865176771,0.8667994912306933,0.8702923354093923,0.8835904008485438,0.004153654009672492
SEA_A,concept,moderate,116.0,2842105116.0,,SEA_A__s116,SEA_A__s116__concept__moderate,22627,0.8856233703098069,0.8731123232856303,0.8929012054356206,0.8615116833170205,0.8702923354093923,0.8835904008485438,0.0028199878762379393
SEA_A,concept,severe,116.0,1226260622.0,,SEA_A__s116,SEA_A__s116__concept__severe,22627,0.8824855261413356,0.8694821658359075,0.8898827409182655,0.8577114685835856,0.8702923354093923,0.8835904008485438,-0.0008101695734847869
SEA_A,splice,moderate,116.0,921862620.0,,SEA_A__s116,SEA_A__s116__splice__moderate,22627,0.8863746851107085,0.8740657646032393,0.8932475951493827,0.8626878953060807,0.8702923354093923,0.8835904008485438,0.0037734291938469333
SEA_A,splice,severe,116.0,1993734708.0,,SEA_A__s116,SEA_A__s116__splice__severe,22627,0.8875237548062049,0.8768058867370188,0.8885495285564278,0.868727601059021,0.8702923354093923,0.8835904008485438,0.006513551327626432
SEA_A,clean,none,115.0,,,SEA_A__s115,SEA_A__s115__clean__none,24090,0.8956413449564135,0.8857077983263898,0.9003853323130161,0.876258432561702,0.8857077983263898,0.8956413449564135,0.0
SEA_A,instance,moderate,115.0,2392216387.0,,SEA_A__s115,SEA_A__s115__instance__moderate,24090,0.8986716479867165,0.8893123836282395,0.9024569889194101,0.88054365625447,0.8857077983263898,0.8956413449564135,0.0036045853018497054
SEA_A,instance,severe,115.0,345179728.0,,SEA_A__s115,SEA_A__s115__instance__severe,24090,0.8919468659194687,0.8817091669384993,0.8959906405133659,0.8724879351127852,0.8857077983263898,0.8956413449564135,-0.003998631387890472
SEA_A,concept,moderate,115.0,2983410498.0,,SEA_A__s115,SEA_A__s115__concept__moderate,24090,0.8868410128684101,0.8765350502409819,0.8885642248637498,0.8684364917302059,0.8857077983263898,0.8956413449564135,-0.009172748085407911
SEA_A,concept,severe,115.0,3074832534.0,,SEA_A__s115,SEA_A__s115__concept__severe,24090,0.8843088418430884,0.872423061257203,0.8911545988258317,0.8614521700942996,0.8857077983263898,0.8956413449564135,-0.013284737069186758
SEA_A,splice,moderate,115.0,1669518770.0,,SEA_A__s115,SEA_A__s115__splice__moderate,24090,0.8932752179327522,0.8833558994192738,0.8966465858595396,0.874578922400703,0.8857077983263898,0.8956413449564135,-0.002351898907115957
SEA_A,splice,severe,115.0,3823887799.0,,SEA_A__s115,SEA_A__s115__splice__severe,24090,0.8926940639269406,0.8824010291872284,0.8973980739755225,0.8728471821468559,0.8857077983263898,0.8956413449564135,-0.003306769139161392
RBF_I,clean,none,117.0,,,RBF_I__s117,RBF_I__s117__clean__none,34480,0.5492169373549884,0.5471500397380922,0.547540958393427,0.5479761830345456,0.5471500397380922,0.5492169373549884,0.0
RBF_I,instance,moderate,117.0,670137400.0,,RBF_I__s117,RBF_I__s117__instance__moderate,34480,0.5151972157772622,0.5130868627921217,0.5241789748996206,0.5146706383442616,0.5471500397380922,0.5492169373549884,-0.0340631769459705
RBF_I,instance,severe,117.0,2977372565.0,,RBF_I__s117,RBF_I__s117__instance__severe,34480,0.48526682134570764,0.48295770011360745,0.5130094888700971,0.4848318428895423,0.5471500397380922,0.5492169373549884,-0.06419233962448473
RBF_I,concept,moderate,117.0,1695553040.0,,RBF_I__s117,RBF_I__s117__concept__moderate,34480,0.5470127610208817,0.5446388097031247,0.5458286583798732,0.5448226807698403,0.5471500397380922,0.5492169373549884,-0.002511230034967449
RBF_I,concept,severe,117.0,4269849707.0,,RBF_I__s117,RBF_I__s117__concept__severe,34480,0.5271171693735499,0.5228099562839666,0.5243008033815758,0.5226661085017381,0.5471500397380922,0.5492169373549884,-0.024340083454125527
RBF_I,splice,moderate,117.0,559821452.0,,RBF_I__s117,RBF_I__s117__splice__moderate,34480,0.5518271461716937,0.5498517336509161,0.5502971094818563,0.5500745642461858,0.5471500397380922,0.5492169373549884,0.0027016939128239326
RBF_I,splice,severe,117.0,3664738830.0,,RBF_I__s117,RBF_I__s117__splice__severe,34480,0.5318445475638051,0.5297856791364228,0.5323981454498523,0.5286690482253482,0.5471500397380922,0.5492169373549884,-0.01736436060166935
RBF_I,clean,none,118.0,,,RBF_I__s118,RBF_I__s118__clean__none,34908,0.5546293113326458,0.5453715981047906,0.5581419556300697,0.5412821697267943,0.5453715981047906,0.5546293113326458,0.0
RBF_I,instance,moderate,118.0,2809264908.0,,RBF_I__s118,RBF_I__s118__instance__moderate,34908,0.5392173713761889,0.5285292948673757,0.5428008411505342,0.5244260231471362,0.5453715981047906,0.5546293113326458,-0.01684230323741498
RBF_I,instance,severe,118.0,217127006.0,,RBF_I__s118,RBF_I__s118__instance__severe,34908,0.554973072075169,0.543391705158073,0.5545577274640786,0.5414109666933801,0.5453715981047906,0.5546293113326458,-0.001979892946717632
RBF_I,concept,moderate,118.0,3840731115.0,,RBF_I__s118,RBF_I__s118__concept__moderate,34908,0.5786352698521828,0.5681235891790899,0.5715352377065055,0.5671404073375595,0.5453715981047906,0.5546293113326458,0.02275199107429926
RBF_I,concept,severe,118.0,3811301496.0,,RBF_I__s118,RBF_I__s118__concept__severe,34908,0.5392173713761889,0.5267290859317353,0.5343915824875511,0.5242819332155195,0.5453715981047906,0.5546293113326458,-0.018642512173055348
RBF_I,splice,moderate,118.0,2850602314.0,,RBF_I__s118,RBF_I__s118__splice__moderate,34908,0.5544574309613842,0.5422296637805158,0.5567352942041988,0.5374339334614929,0.5453715981047906,0.5546293113326458,-0.0031419343242747866
RBF_I,splice,severe,118.0,3587607091.0,,RBF_I__s118,RBF_I__s118__splice__severe,34908,0.5527672739773118,0.5400756867421911,0.5486971584579954,0.5375347129608621,0.5453715981047906,0.5546293113326458,-0.005295911362599548
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,35131,0.5459565625800575,0.5408693278820911,0.543076013457501,0.5401352486562165,0.5408693278820911,0.5459565625800575,0.0
RBF_I,instance,moderate,115.0,2781123431.0,,RBF_I__s115,RBF_I__s115__instance__moderate,35131,0.520594346873132,0.5150435905879219,0.5171698350365567,0.5146975699666598,0.5408693278820911,0.5459565625800575,-0.02582573729416915
RBF_I,instance,severe,115.0,2375605529.0,,RBF_I__s115,RBF_I__s115__instance__severe,35131,0.5283937263385614,0.5233410439844992,0.5261172042430212,0.5241038918077009,0.5408693278820911,0.5459565625800575,-0.017528283897591868
RBF_I,concept,moderate,115.0,816888935.0,,RBF_I__s115,RBF_I__s115__concept__moderate,35131,0.5428538897270218,0.5382122807762649,0.5392682631652109,0.5378224242173729,0.5408693278820911,0.5459565625800575,-0.002657047105826149
RBF_I,concept,severe,115.0,1773327730.0,,RBF_I__s115,RBF_I__s115__concept__severe,35131,0.5226153539608892,0.5175410910201663,0.5189793901557064,0.5170495081827476,0.5408693278820911,0.5459565625800575,-0.023328236861924756
RBF_I,splice,moderate,115.0,1439472368.0,,RBF_I__s115,RBF_I__s115__splice__moderate,35131,0.5771256155532151,0.5732939099222105,0.5770137936333235,0.5719989121670697,0.5408693278820911,0.5459565625800575,0.03242458204011944
RBF_I,splice,severe,115.0,1488950345.0,,RBF_I__s115,RBF_I__s115__splice__severe,35131,0.5420568728473428,0.5364544331324324,0.5379478960215764,0.5362737631473545,0.5408693278820911,0.5459565625800575,-0.0044148947496587265
RBF_I,clean,none,119.0,,,RBF_I__s119,RBF_I__s119__clean__none,34682,0.5432501009169022,0.5473722144417372,0.5492199564051383,0.5468766309006436,0.5473722144417372,0.5432501009169022,0.0
RBF_I,instance,moderate,119.0,1785768086.0,,RBF_I__s119,RBF_I__s119__instance__moderate,34682,0.559367971858601,0.5625732764797653,0.5763240273068602,0.5567037030626696,0.5473722144417372,0.5432501009169022,0.015201062038028068
RBF_I,instance,severe,119.0,80988754.0,,RBF_I__s119,RBF_I__s119__instance__severe,34682,0.5420679314918402,0.5425492053972037,0.5714384535110674,0.5337602473345552,0.5473722144417372,0.5432501009169022,-0.004823009044533477
RBF_I,concept,moderate,119.0,1226255551.0,,RBF_I__s119,RBF_I__s119__concept__moderate,34682,0.5653364857851335,0.5699646466034939,0.5721624126370487,0.5684882498682571,0.5473722144417372,0.5432501009169022,0.02259243216175666
RBF_I,concept,severe,119.0,1687454488.0,,RBF_I__s119,RBF_I__s119__concept__severe,34682,0.5427310997058993,0.5466401996618883,0.5469509177951124,0.5472422491177074,0.5473722144417372,0.5432501009169022,-0.0007320147798489662
RBF_I,splice,moderate,119.0,1925764227.0,,RBF_I__s119,RBF_I__s119__splice__moderate,34682,0.5736405051611787,0.5770866915454316,0.5783732704491164,0.5768425745207527,0.5473722144417372,0.5432501009169022,0.029714477103694348
RBF_I,splice,severe,119.0,3024123001.0,,RBF_I__s119,RBF_I__s119__splice__severe,34682,0.5778501816504239,0.5812878041865759,0.5814183962390408,0.5814200455788404,0.5473722144417372,0.5432501009169022,0.03391558974483866
RBF_I,clean,none,116.0,,,RBF_I__s116,RBF_I__s116__clean__none,34786,0.5484390271948485,0.5453725553192227,0.5489118332168615,0.5454295974016031,0.5453725553192227,0.5484390271948485,0.0
RBF_I,instance,moderate,116.0,2934809029.0,,RBF_I__s116,RBF_I__s116__instance__moderate,34786,0.5350140861266026,0.5240021674540536,0.5514716492896794,0.5231903340684598,0.5453725553192227,0.5484390271948485,-0.021370387865169094
RBF_I,instance,severe,116.0,1132950715.0,,RBF_I__s116,RBF_I__s116__instance__severe,34786,0.5037371356292761,0.48941676906227516,0.5655075620840655,0.48961947208270096,0.5453725553192227,0.5484390271948485,-0.055955786256947526
RBF_I,concept,moderate,116.0,3612327157.0,,RBF_I__s116,RBF_I__s116__concept__moderate,34786,0.5439832116368654,0.5417357952547712,0.5435188923669921,0.5424689184875235,0.5453725553192227,0.5484390271948485,-0.003636760064451461
RBF_I,concept,severe,116.0,87307388.0,,RBF_I__s116,RBF_I__s116__concept__severe,34786,0.532254355200368,0.5297185571784019,0.5321576753006354,0.5307013420822416,0.5453725553192227,0.5484390271948485,-0.015653998140820802
RBF_I,splice,moderate,116.0,2889189400.0,,RBF_I__s116,RBF_I__s116__splice__moderate,34786,0.5406197895705169,0.5344419094525308,0.5387576914743153,0.534756759284666,0.5453725553192227,0.5484390271948485,-0.010930645866691902
RBF_I,splice,severe,116.0,51810913.0,,RBF_I__s116,RBF_I__s116__splice__severe,34786,0.5528948427528316,0.5473827737666822,0.5495760283402725,0.5466211713467878,0.5453725553192227,0.5484390271948485,0.002010218447459522
radar,clean,none,,,,radar__evaluation,radar__evaluation__clean__none__aNone,1260,0.7936507936507936,0.5385845733827372,0.5566835526442097,0.5534400189679806,0.5385845733827372,0.7936507936507936,0.0
radar,instance,moderate,,3687513746.0,0.0,radar__evaluation,radar__evaluation__instance__moderate__a0,1260,0.7698412698412699,0.5252982919553402,0.5893010408584409,0.492166435680585,0.5385845733827372,0.7936507936507936,-0.013286281427397073
radar,instance,moderate,,2388385389.0,1.0,radar__evaluation,radar__evaluation__instance__moderate__a1,1260,0.7722222222222223,0.41196206620558906,0.4191983216835958,0.4353098446617535,0.5385845733827372,0.7936507936507936,-0.12662250717714818
radar,instance,moderate,,58124341.0,2.0,radar__evaluation,radar__evaluation__instance__moderate__a2,1260,0.7523809523809524,0.40343875963453,0.44131999626724283,0.39372365441549567,0.5385845733827372,0.7936507936507936,-0.13514581374820722
radar,instance,moderate,,3627463518.0,3.0,radar__evaluation,radar__evaluation__instance__moderate__a3,1260,0.7714285714285715,0.39524162023256515,0.39914352149889787,0.43508048686358836,0.5385845733827372,0.7936507936507936,-0.1433429531501721
radar,instance,moderate,,2006973868.0,4.0,radar__evaluation,radar__evaluation__instance__moderate__a4,1260,0.7571428571428571,0.5262565938761061,0.5840823778467064,0.5010871957326355,0.5385845733827372,0.7936507936507936,-0.012327979506631115
radar,instance,severe,,3068245370.0,0.0,radar__evaluation,radar__evaluation__instance__severe__a0,1260,0.6880952380952381,0.29040862702403114,0.3069525776429991,0.3061521463419375,0.5385845733827372,0.7936507936507936,-0.2481759463587061
radar,instance,severe,,11462624.0,1.0,radar__evaluation,radar__evaluation__instance__severe__a1,1260,0.6142857142857143,0.2817708545538294,0.3833274362417603,0.3385844293556839,0.5385845733827372,0.7936507936507936,-0.25681371882890786
