stream,condition,mode,level,view,threshold,rows,poison_rows,prevalence,roc_auc,average_precision,poison_recall,poison_precision,legitimate_rejection,tn,fp,fn,tp
RBF_I,RBF_I__s115__clean__none,clean,none,features,0.26247160021339677,56050,0,0.0,,,,0.0,0.06585191793041927,52359,3691,0,0
RBF_I,RBF_I__s115__clean__none,clean,none,features_label,0.4778074683885826,56050,0,0.0,,,,0.0,0.032346119536128454,54237,1813,0,0
RBF_I,RBF_I__s115__instance__moderate,instance,moderate,features,0.26247160021339677,56050,8551,0.15256021409455842,0.5000302956479281,0.15261927744494502,0.06595719798853936,0.15280411812516934,0.06583296490452431,44372,3127,7987,564
RBF_I,RBF_I__s115__instance__moderate,instance,moderate,features_label,0.4778074683885826,56050,8551,0.15256021409455842,0.5317266845856868,0.19384353446984567,0.0734417027248275,0.2908754052802223,0.03223225752121097,45968,1531,7923,628
RBF_I,RBF_I__s115__instance__severe,instance,severe,features,0.26247160021339677,56050,14252,0.2542729705619982,0.49660471512904436,0.2516777531616424,0.06497333707549817,0.2508805201842319,0.06615149050193789,39033,2765,13326,926
RBF_I,RBF_I__s115__instance__severe,instance,severe,features_label,0.4778074683885826,56050,14252,0.2542729705619982,0.5259986805619,0.30078970510802316,0.07198989615492563,0.43236409608091025,0.03222642231685727,40451,1347,13226,1026
RBF_I,RBF_I__s115__concept__moderate,concept,moderate,features,0.26247160021339677,56050,8547,0.15248884924174844,0.5121459485710165,0.15566912652720316,0.07008307008307009,0.15905469994689325,0.0666694735069364,44336,3167,7948,599
RBF_I,RBF_I__s115__concept__moderate,concept,moderate,features_label,0.4778074683885826,56050,8547,0.15248884924174844,0.5119798028877456,0.16968251845935461,0.06025506025506026,0.2535696701132447,0.031913773866913665,45987,1516,8032,515
RBF_I,RBF_I__s115__concept__severe,concept,severe,features,0.26247160021339677,56050,14198,0.25330954504906333,0.5131729138519994,0.25821608885893316,0.06606564304831666,0.25154196835612763,0.06668737455796617,39061,2791,13260,938
RBF_I,RBF_I__s115__concept__severe,concept,severe,features_label,0.4778074683885826,56050,14198,0.25330954504906333,0.5164696801776845,0.2784304466126989,0.05705028877306663,0.38028169014084506,0.03153971136385358,40532,1320,13388,810
RBF_I,RBF_I__s115__splice__moderate,splice,moderate,features,0.26247160021339677,56050,8536,0.15229259589652097,0.5006937912227438,0.15375803453860964,0.06853327085285849,0.15751211631663975,0.06585427452961233,44385,3129,7951,585
RBF_I,RBF_I__s115__splice__moderate,splice,moderate,features_label,0.4778074683885826,56050,8536,0.15229259589652097,0.49131338993895507,0.14930910982704532,0.031279287722586695,0.14941242305540012,0.03199057120006735,45994,1520,8269,267
RBF_I,RBF_I__s115__splice__severe,splice,severe,features,0.26247160021339677,56050,14243,0.2541123996431757,0.4953072412852122,0.2519310355072452,0.06452292354138875,0.24744211093161012,0.0668548329227163,39012,2795,13324,919
RBF_I,RBF_I__s115__splice__severe,splice,severe,features_label,0.4778074683885826,56050,14243,0.2541123996431757,0.49818428733458,0.25395924638840844,0.032436986589903814,0.2589686098654709,0.03162149879206831,40485,1322,13781,462
RBF_I,RBF_I__s116__clean__none,clean,none,features,0.26247160021339677,56050,0,0.0,,,,0.0,0.04296164139161463,53642,2408,0,0
RBF_I,RBF_I__s116__clean__none,clean,none,features_label,0.4778074683885826,56050,0,0.0,,,,0.0,0.0736128456735058,51924,4126,0,0
RBF_I,RBF_I__s116__instance__moderate,instance,moderate,features,0.26247160021339677,56050,8561,0.1527386262265834,0.49899073757184753,0.15180305222200416,0.04099988319121598,0.1457641196013289,0.04331529406809998,45432,2057,8210,351
RBF_I,RBF_I__s116__instance__moderate,instance,moderate,features_label,0.4778074683885826,56050,8561,0.1527386262265834,0.3257139225147016,0.10554041163764372,0.0017521317603083752,0.004240882103477523,0.07416454336793783,43967,3522,8546,15
RBF_I,RBF_I__s116__instance__severe,instance,severe,features,0.26247160021339677,56050,14248,0.2542016057091882,0.5004157683379475,0.254643726190046,0.04372543514879281,0.25872093023255816,0.042701306157600115,40017,1785,13625,623
RBF_I,RBF_I__s116__instance__severe,instance,severe,features_label,0.4778074683885826,56050,14248,0.2542016057091882,0.3269236838792521,0.1813501472657162,0.001403705783267827,0.006457862447529867,0.07360891823357735,38725,3077,14228,20
RBF_I,RBF_I__s116__concept__moderate,concept,moderate,features,0.26247160021339677,56050,8550,0.15254237288135594,0.5435119002770084,0.177956843517697,0.06444444444444444,0.21046600458365164,0.04351578947368421,45433,2067,7999,551
RBF_I,RBF_I__s116__concept__moderate,concept,moderate,features_label,0.4778074683885826,56050,8550,0.15254237288135594,0.5162210932594644,0.15567865704819017,0.05637426900584795,0.12627718103222427,0.07021052631578947,44165,3335,8068,482
