state,action,q_value,selected,visits,mean_reward,rejected_fraction
0,update,0.4287853967519161,True,13,0.43692307692307697,0.07692307692307693
0,reset,0.0,False,0,,
1,update,0.3839364638520787,True,9,0.3866666666666667,0.4444444444444444
1,reset,0.0,False,0,,
