stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,detector,status,folder
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.15838020798400976,False,600,confirmed,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,adwin,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/adwin/SEA_A__s9913__instance__severe/confirmed_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.13678925001295283,False,600,confirmed,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,adwin,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/adwin/SEA_A__s9913__instance__severe/confirmed_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.15438274998450652,False,600,immediate,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,adwin,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/adwin/SEA_A__s9913__instance__severe/immediate_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.12696333299390972,False,600,immediate,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,adwin,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/adwin/SEA_A__s9913__instance__severe/immediate_unscreened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,9500,0,0,0.15681524999672547,False,600,confirmed,True,10450,0.8669856459330143,0.8504588885535898,0,0,,10450,1900,0.18181818181818182,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__clean__none/confirmed_screened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,11400,0,0,0.14537370801554061,False,600,confirmed,False,10450,0.88,0.8674801403756076,0,0,,10450,0,0.0,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__clean__none/confirmed_unscreened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,9500,0,0,0.16085724998265505,False,600,immediate,True,10450,0.8669856459330143,0.8504588885535898,0,0,,10450,1900,0.18181818181818182,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__clean__none/immediate_screened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,11400,0,0,0.1438296250125859,False,600,immediate,False,10450,0.88,0.8674801403756076,0,0,,10450,0,0.0,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__clean__none/immediate_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.1646094999741763,False,600,confirmed,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__instance__severe/confirmed_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.13709808301064186,False,600,confirmed,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__instance__severe/confirmed_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.17861870900378563,False,600,immediate,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__instance__severe/immediate_screened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,11400,0,0,0.13694245798978955,False,600,immediate,False,10450,0.8887081339712919,0.877793596100271,2864,2864,1.0,7586,0,0.0,,,d3_oof,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/d3_oof/SEA_A__s9913__instance__severe/immediate_unscreened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,9500,0,0,0.1543077920214273,False,600,confirmed,True,10450,0.8669856459330143,0.8504588885535898,0,0,,10450,1900,0.18181818181818182,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__clean__none/confirmed_screened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,11400,0,0,0.14025108399800956,False,600,confirmed,False,10450,0.88,0.8674801403756076,0,0,,10450,0,0.0,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__clean__none/confirmed_unscreened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,9500,950,1,0.1554895419976674,False,600,immediate,True,10450,0.8694736842105263,0.8537752710017008,0,0,,10450,1900,0.18181818181818182,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__clean__none/immediate_screened
SEA_A,clean,none,9913.0,,,SEA_A__s9913,SEA_A__s9913__clean__none,12000,11400,11400,950,1,0.1383875830215402,False,600,immediate,False,10450,0.8817224880382775,0.8695849144756443,0,0,,10450,0,0.0,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__clean__none/immediate_unscreened
SEA_A,instance,severe,9913.0,553344547.0,,SEA_A__s9913,SEA_A__s9913__instance__severe,12000,11400,10450,0,0,0.17001816700212657,True,600,confirmed,True,10450,0.8819138755980861,0.8699628490637281,2864,2593,0.9053770949720671,7586,679,0.08950698655417876,,,hddm_w,complete,results/per_dataset_study/integration_full_study/fixed_responses/runs/SEA_A/hddm_w/SEA_A__s9913__instance__severe/confirmed_screened
