dataset,base_key,attack_seed,category,mode,level,condition,run_id,detector,policy,guarded,series,rows,common_host_rows,mask_sha256,correct,accuracy,macro_f1,macro_recall,roc_auc,poison_admission_rate,clean_withhold_rate,resets_per_100k,seconds_per_100k
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hddm_w__confirmed__unguarded,hddm_w,confirmed,False,confirmed_unscreened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,127693,0.6854086375884317,0.5517258621996974,0.5496792610207233,0.9071969432452774,1.0,0.0,8.457915680769382,151.3516662919159
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hddm_w__confirmed__guarded,hddm_w,confirmed,True,confirmed_screened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,123398,0.6623546714474348,0.5131944333103611,0.5140658918920618,0.8950412021333781,0.8408404483940292,0.1397220864250301,7.839043801688695,169.21057953225207
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hddm_w__immediate__unguarded,hddm_w,immediate,False,immediate_unscreened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,133267,0.7153278010971433,0.6577009637658628,0.6864519599754048,0.8510315142304145,1.0,0.0,67.86961607251529,94.08884817627852
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hddm_w__immediate__guarded,hddm_w,immediate,True,immediate_screened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,123675,0.6638415046537343,0.5192616559981198,0.5198091778088614,0.8532273240324193,0.5740692338967299,0.382053099972613,30.531012701313863,109.6552009167832
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hellinger__confirmed__unguarded,hellinger,confirmed,False,confirmed_unscreened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,124792,0.6698371461390645,0.5001483692863977,0.5019178314024038,0.9079647589282454,1.0,0.0,2.0629062636022883,138.114228586531
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hellinger__confirmed__guarded,hellinger,confirmed,True,confirmed_screened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,118546,0.6363109360071282,0.4670068437317362,0.46785680193759893,0.8698872220498197,0.8408694894580937,0.1494534127469624,2.4754875163227457,174.3672303833056
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hellinger__immediate__unguarded,hellinger,immediate,False,immediate_unscreened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,130988,0.7030949748258204,0.5569598650773646,0.5549690036550271,0.9153972001766942,1.0,0.0,4.950975032645491,130.90223988302083
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__hellinger__immediate__guarded,hellinger,immediate,True,immediate_screened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,115392,0.6193814344451481,0.45925021455564297,0.4660680491401176,0.8656254672718167,0.8019835046756113,0.2325664133586897,3.713231274484119,155.49380377221954
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__none__none__unguarded,none,none,False,none_unscreened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,123490,0.6628484933065668,0.4881918664481736,0.4953623409776187,0.887339364916766,1.0,0.0,0.0,122.51519084978968
RADAR,radar,0,3,concept,moderate,radar__concept__moderate__a0,radar__concept__moderate__a0__none__none__guarded,none,none,True,none_screened,484753,186302,d08a691857f33f02fa3529535459b2be6e9d2027c7432942d946f1f41f493580,117946,0.6330903586649633,0.43417556412050007,0.43318607893457894,0.8815049226578303,0.8817157460649359,0.0958645702424129,0.0,290.82425655950226
