dataset,comparison_detector,category,mode,level,series,metric,mean,sd,defined,realizations
RADAR,d3_oof,5,splice,moderate,none_unscreened,roc_auc,0.9117688366171214,0.007455692338716592,3,3
RADAR,d3_oof,5,splice,moderate,none_unscreened,seconds_per_100k,77.73546091857388,4.360140047325089,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,accuracy,0.6533068082762964,0.017910994566801196,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,clean_withhold_rate,0.13054682782262153,0.03293037788305057,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,macro_f1,0.4500303273319258,0.007902989812773643,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,macro_recall,0.43363303135208864,0.008749389027517485,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,poison_admission_rate,0.8679535545711502,0.03708775333925887,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,resets_per_100k,0.6876354212007628,0.6631315852948447,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,roc_auc,0.8845040010744714,0.010064807072601906,3,3
RADAR,d3_oof,6,splice,severe,confirmed_screened,seconds_per_100k,185.17287081600003,38.19255089703424,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,accuracy,0.6595582158458351,0.01616087885811723,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,macro_f1,0.49431654777100187,0.018124149817037822,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,macro_recall,0.4880603269565535,0.014154395652585978,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,resets_per_100k,1.1689802160412965,0.9528155892829969,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,roc_auc,0.8776804681762406,0.00863607747935235,3,3
RADAR,d3_oof,6,splice,severe,confirmed_unscreened,seconds_per_100k,118.12361670099943,20.689071814154236,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,accuracy,0.6516441871315233,0.009291444866052503,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,clean_withhold_rate,0.14774571064575515,0.017646050410880316,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,macro_f1,0.4750259124046676,0.034923211982473085,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,macro_recall,0.45487024642014967,0.020343649649532013,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,poison_admission_rate,0.8368681097689837,0.0287885763576872,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,resets_per_100k,1.1002166739212205,0.5191533581893424,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,roc_auc,0.8630690117512191,0.012903554662896891,3,3
RADAR,d3_oof,6,splice,severe,immediate_screened,seconds_per_100k,153.35197534964342,6.117780390266425,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,accuracy,0.639675874136958,0.012833309375326252,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,macro_f1,0.5086612440375431,0.016155462724218504,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,macro_recall,0.5020986066627745,0.015240606769359129,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,resets_per_100k,2.8193052269231273,1.3422107957346756,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,roc_auc,0.8460133310126389,0.04617519161658132,3,3
RADAR,d3_oof,6,splice,severe,immediate_unscreened,seconds_per_100k,111.53977268148543,23.75146354219755,3,3
RADAR,d3_oof,6,splice,severe,none_screened,accuracy,0.6851706600905407,0.014836869081776602,3,3
RADAR,d3_oof,6,splice,severe,none_screened,clean_withhold_rate,0.07506831354782971,0.009269425183730851,3,3
RADAR,d3_oof,6,splice,severe,none_screened,macro_f1,0.4764596375115604,0.02824631147349232,3,3
RADAR,d3_oof,6,splice,severe,none_screened,macro_recall,0.47284055708169986,0.01962169993191313,3,3
RADAR,d3_oof,6,splice,severe,none_screened,poison_admission_rate,0.9220204270824967,0.016720257372450822,3,3
RADAR,d3_oof,6,splice,severe,none_screened,resets_per_100k,0.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,none_screened,roc_auc,0.9121338371342391,0.004413970743492425,3,3
RADAR,d3_oof,6,splice,severe,none_screened,seconds_per_100k,213.19000729582027,38.128309774467525,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,accuracy,0.6948738942138747,0.010582991875638586,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,macro_f1,0.5136399787483392,0.017704062070651106,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,macro_recall,0.5117514393365529,0.011708474875970876,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,resets_per_100k,0.0,0.0,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,roc_auc,0.9159769193261327,0.003711916018210258,3,3
RADAR,d3_oof,6,splice,severe,none_unscreened,seconds_per_100k,87.02157480885866,23.126921956020293,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,accuracy,0.6561268388542866,0.004860346591776383,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,clean_withhold_rate,0.1529707440731996,0.0,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,macro_f1,0.49990740534493977,0.014969263397964573,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,macro_recall,0.49041905823040305,0.015165724361248608,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,poison_admission_rate,,,0,3
RADAR,hddm_w,0,clean,none,confirmed_screened,resets_per_100k,6.395009417167093,0.0,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,roc_auc,0.8710470529398789,0.005482174572194939,3,3
RADAR,hddm_w,0,clean,none,confirmed_screened,seconds_per_100k,66.84825610154203,0.0,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,accuracy,0.6992680879385763,0.007404312984430291,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,macro_f1,0.5777191206951855,0.009875487838672033,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,macro_recall,0.5659101995061567,0.010045123596473087,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,poison_admission_rate,,,0,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,resets_per_100k,8.251625054409153,0.0,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,roc_auc,0.8747748176894513,0.005378859294370039,3,3
RADAR,hddm_w,0,clean,none,confirmed_unscreened,seconds_per_100k,50.40405237306143,0.0,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,accuracy,0.62972486508925,0.013877702780612122,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,clean_withhold_rate,0.3555536213593289,0.0,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,macro_f1,0.5027966807530381,0.008358129174864093,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,macro_recall,0.4980351664148622,0.006429762101805262,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,poison_admission_rate,,,0,3
RADAR,hddm_w,0,clean,none,immediate_screened,resets_per_100k,11.345984449812583,0.0,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,roc_auc,0.8168349568036156,0.010149085583921915,3,3
RADAR,hddm_w,0,clean,none,immediate_screened,seconds_per_100k,42.950514695118706,0.0,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,accuracy,0.6996616220778072,0.0005822449957777679,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,macro_f1,0.6666565632131959,0.006696551694986172,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,macro_recall,0.6875480702774373,0.007605964838626562,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,poison_admission_rate,,,0,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,resets_per_100k,47.03426281013217,0.0,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,roc_auc,0.8069469006353414,0.004143254358350812,3,3
RADAR,hddm_w,0,clean,none,immediate_unscreened,seconds_per_100k,36.92982578756649,0.0,3,3
RADAR,hddm_w,0,clean,none,none_screened,accuracy,0.6541539280413301,0.008639012824034066,3,3
RADAR,hddm_w,0,clean,none,none_screened,clean_withhold_rate,0.0744181998193944,0.0,3,3
RADAR,hddm_w,0,clean,none,none_screened,macro_f1,0.47411532860767275,0.007363129222204742,3,3
RADAR,hddm_w,0,clean,none,none_screened,macro_recall,0.4799384254540194,0.0031605945474796585,3,3
RADAR,hddm_w,0,clean,none,none_screened,poison_admission_rate,,,0,3
RADAR,hddm_w,0,clean,none,none_screened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,0,clean,none,none_screened,roc_auc,0.9166145796794986,0.00821969567740711,3,3
RADAR,hddm_w,0,clean,none,none_screened,seconds_per_100k,178.0275463380358,0.0,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,accuracy,0.7015510745648297,0.001150620161524795,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,macro_f1,0.5494893664597541,0.004241263852754313,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,macro_recall,0.5405454458803849,0.005757053567905897,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,poison_admission_rate,,,0,3
RADAR,hddm_w,0,clean,none,none_unscreened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,roc_auc,0.9351512119603299,0.002402665714144223,3,3
RADAR,hddm_w,0,clean,none,none_unscreened,seconds_per_100k,71.09325980449763,0.0,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,accuracy,0.6340523265348432,0.0203443411496856,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,clean_withhold_rate,0.1591350265780919,0.027317184349361576,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,macro_f1,0.4754739364616847,0.025970629731746856,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,macro_recall,0.45470873896950303,0.022312993958194534,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,poison_admission_rate,0.8406146779912547,0.02439918478897929,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,resets_per_100k,7.220171922608009,0.9453424104556003,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,roc_auc,0.8011882682195325,0.04063685177850967,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_screened,seconds_per_100k,84.83108503368032,2.966505477010872,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,accuracy,0.6562673558769133,0.016749159793145462,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,macro_f1,0.5316052980991012,0.030274938208516153,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,macro_recall,0.513087531040913,0.028498150182256904,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,resets_per_100k,8.457915680769382,0.6188718790806866,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,roc_auc,0.8048783220452753,0.001785315984784819,3,3
RADAR,hddm_w,1,instance,moderate,confirmed_unscreened,seconds_per_100k,68.42401844512048,1.1956771857688648,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,accuracy,0.6294502348128086,0.013141487727909493,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,clean_withhold_rate,0.3115792701337871,0.015848516584499928,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,macro_f1,0.4928530860864812,0.014408220469188878,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,macro_recall,0.4774675638119914,0.015284369940978154,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,poison_admission_rate,0.6892512485008772,0.01410617323213216,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,resets_per_100k,16.640777193058458,0.7244688705968273,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,roc_auc,0.8194427527051498,0.005111734013553076,3,3
RADAR,hddm_w,1,instance,moderate,immediate_screened,seconds_per_100k,58.95371409082389,0.252180727305093,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,accuracy,0.7380517967775052,0.019311595252643362,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,macro_f1,0.6876644881983426,0.01358618094368502,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,macro_recall,0.6804537064179867,0.011074690111930059,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,resets_per_100k,45.521464883490495,0.3151141368185344,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,roc_auc,0.8471703017581036,0.011495885056197386,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,seconds_per_100k,47.1963222301018,0.3917048583857744,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,accuracy,0.647302252156101,0.03173548305145332,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,clean_withhold_rate,0.0904339554965331,0.01458040153699592,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,macro_f1,0.4483436844076094,0.048636568485588595,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,macro_recall,0.4397000954093133,0.05034514249589015,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,poison_admission_rate,0.9106796100531938,0.014184007153443087,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,roc_auc,0.8228733960916704,0.03042757223256019,3,3
RADAR,hddm_w,1,instance,moderate,none_screened,seconds_per_100k,243.02164714127002,24.51472963725149,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,accuracy,0.6421541725654216,0.0190419936002027,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,macro_f1,0.4554997807968932,0.0223644889421702,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,macro_recall,0.43957017478275473,0.012995936053973188,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,roc_auc,0.7797817374411804,0.007571244427423915,3,3
RADAR,hddm_w,1,instance,moderate,none_unscreened,seconds_per_100k,73.61478813608524,5.040638785590464,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,accuracy,0.6184999462772697,0.008433011379094241,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,clean_withhold_rate,0.15766712397523763,0.017209710620632347,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,macro_f1,0.4583648406906047,0.017102970114147176,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,macro_recall,0.43372726175157483,0.019877469922689812,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,poison_admission_rate,0.8418260112505299,0.017249442978120574,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,resets_per_100k,7.220171922608009,0.5457936951529111,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,roc_auc,0.7662403406151213,0.011591684279942978,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,seconds_per_100k,82.02256941849613,1.62331431466657,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,accuracy,0.6474107729539784,0.009650838526125305,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,macro_f1,0.5220702286279207,0.010470789054998996,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,macro_recall,0.4917231128998152,0.005438311690793612,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,resets_per_100k,8.66420630712961,0.0,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,roc_auc,0.7861416516447304,0.009820336479074897,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,seconds_per_100k,69.74907578362273,1.5968533011476327,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,accuracy,0.6244017292606446,0.006355042248822284,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,clean_withhold_rate,0.31139113331895274,0.01659074707407192,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,macro_f1,0.4962431842613367,0.014628511086048773,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,macro_recall,0.4849778240734086,0.012757497973766066,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,poison_admission_rate,0.6883583059623722,0.017061634593298833,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,resets_per_100k,23.104550152345627,0.5457936951529131,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,roc_auc,0.7910923341258812,0.01591264509416828,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,seconds_per_100k,54.84248919897001,1.3101311559286932,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,accuracy,0.7134487366111077,0.004446347238958388,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,macro_f1,0.6583081544961207,0.004743452338935405,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,macro_recall,0.6422539448235155,0.006315558715630251,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,resets_per_100k,51.36636596369698,0.8991999933039515,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,roc_auc,0.8231767807169176,0.011963069091875752,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,seconds_per_100k,46.630252513477046,0.12046537726274137,3,3
RADAR,hddm_w,2,instance,severe,none_screened,accuracy,0.6234110673107939,0.024900719667095346,3,3
RADAR,hddm_w,2,instance,severe,none_screened,clean_withhold_rate,0.10076633577273347,0.012236506886337983,3,3
RADAR,hddm_w,2,instance,severe,none_screened,macro_f1,0.4146177904177457,0.041973979175084206,3,3
RADAR,hddm_w,2,instance,severe,none_screened,macro_recall,0.39328145766155526,0.03784114367961865,3,3
RADAR,hddm_w,2,instance,severe,none_screened,poison_admission_rate,0.8998876443317189,0.011743446354203997,3,3
RADAR,hddm_w,2,instance,severe,none_screened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,none_screened,roc_auc,0.7991247017049239,0.013671003336967625,3,3
RADAR,hddm_w,2,instance,severe,none_screened,seconds_per_100k,237.8228124082502,19.700969833956165,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,accuracy,0.6147655043948198,0.02074699938597661,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,macro_f1,0.3871928876138382,0.02933091593173611,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,macro_recall,0.35724147463630535,0.03298305729006244,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,roc_auc,0.7773463231876031,0.0236936931896229,3,3
RADAR,hddm_w,2,instance,severe,none_unscreened,seconds_per_100k,69.39846858779974,4.337741316549312,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,accuracy,0.6682846085798159,0.008836925138674446,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,clean_withhold_rate,0.1355193056113503,0.00758023242206693,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,macro_f1,0.5233214922829115,0.008998579660983138,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,macro_recall,0.5221227050535312,0.007007910759743522,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,poison_admission_rate,0.8583864014432955,0.02282750264990157,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,resets_per_100k,7.426462548968238,0.41258125272045787,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,roc_auc,0.9019355564408623,0.0063827841125848805,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,seconds_per_100k,173.02435549649226,4.383931178937772,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,accuracy,0.693342016642691,0.014155010352621723,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,macro_f1,0.5641125599848219,0.022115004010488437,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,macro_recall,0.5638152204230326,0.026488888531351954,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,resets_per_100k,8.595442765009535,0.1191019486603744,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,roc_auc,0.9070766311937666,0.00916443748052613,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,seconds_per_100k,151.56460221322604,0.4265282193029873,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,accuracy,0.6579268017730099,0.009561543742305327,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,clean_withhold_rate,0.4004820580272795,0.016146641588270408,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,macro_f1,0.5190518721466922,0.027438033150602094,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,macro_recall,0.5277773313575101,0.03132041947620962,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,poison_admission_rate,0.5636626498266866,0.01140142776460197,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,resets_per_100k,27.43665330591043,2.775356531485871,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,roc_auc,0.8567925184291433,0.004251158237923712,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,seconds_per_100k,109.68627000419337,3.592601063632748,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,accuracy,0.7018318273005807,0.015513042876610332,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,macro_f1,0.6462598858399803,0.01019610923201875,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,macro_recall,0.6744116892021225,0.01153082182200963,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,resets_per_100k,68.48848795159597,0.618871879080686,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,roc_auc,0.8420191590976164,0.007960545170426658,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,seconds_per_100k,92.93963566324781,1.825065386884771,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,accuracy,0.6427627714322283,0.008472720368925055,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,clean_withhold_rate,0.08841911982209032,0.010375698517812972,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,macro_f1,0.4502873973657211,0.01428656427983242,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,macro_recall,0.45180942787984396,0.016579086025738623,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,poison_admission_rate,0.8946526414067405,0.014412714869892729,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,roc_auc,0.896908641872113,0.01497903892973933,3,3
RADAR,hddm_w,3,concept,moderate,none_screened,seconds_per_100k,288.2757178260349,6.761058425470098,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,accuracy,0.6627104072184092,0.015778701965063587,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,macro_f1,0.4926781340852759,0.01669364894159411,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,macro_recall,0.4993184552868371,0.016867078814275575,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,resets_per_100k,0.0,0.0,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,roc_auc,0.8986602027337093,0.011890353080715869,3,3
RADAR,hddm_w,3,concept,moderate,none_unscreened,seconds_per_100k,125.1469758756909,6.0212350550097264,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,accuracy,0.6459731472353233,0.002824124182498173,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,clean_withhold_rate,0.1274097625839851,0.01702139590125499,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,macro_f1,0.4922035467388592,0.008904073378887723,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,macro_recall,0.49689166110252314,0.006179003621337904,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,poison_admission_rate,0.8668133417276551,0.018519146745591332,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,resets_per_100k,8.320388596529229,0.8588563658053215,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,roc_auc,0.8894135879085505,0.005435525206333029,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,seconds_per_100k,185.15573571831624,2.1459843415367463,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,accuracy,0.6555416592080698,0.009699770758685496,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,clean_withhold_rate,0.0,0.0,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,macro_f1,0.513651216683316,0.01039860003468122,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,macro_recall,0.5173809925169138,0.013206668106028982,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,poison_admission_rate,1.0,0.0,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,resets_per_100k,9.214314644090221,0.11910194866037478,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,roc_auc,0.8975360859171125,0.010916801096493428,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,seconds_per_100k,166.41682744270145,1.7168195855208799,3,3
RADAR,hddm_w,4,concept,severe,immediate_screened,accuracy,0.6281057493543025,0.01655455565498601,3,3
