stream,condition,detector,arm,feedback_fraction,delay_blocks,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,malicious_recall,benign_fpr,stage,prediction_sha256,summary_path,summary_sha256
RBF_I,RBF_I__s114__clean__none,adwin,map_1100,0.05,1,0.586627062978935,0.5904906333630687,,0.5932203389830508,24,,,validation,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__clean__none/map_1100/feedback_0.05_delay_1/summary.json,69f99b1fe36f285b4d1562f86c3f20c824d2546cfb8a04237084b887873ea1cb
RBF_I,RBF_I__s114__clean__none,adwin,map_1101,0.05,1,0.586627062978935,0.5904906333630687,,0.5932203389830508,24,,,validation,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__clean__none/map_1101/feedback_0.05_delay_1/summary.json,c8b527c516102419ed75a6addf58ef4ff6c1bc19a3be00694625145ffa690604
RBF_I,RBF_I__s114__clean__none,adwin,map_1110,0.05,1,0.586627062978935,0.5904906333630687,,0.5932203389830508,24,,,validation,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__clean__none/map_1110/feedback_0.05_delay_1/summary.json,519ac95e478873f5871a5b20b748b1d8ce21892dc80739314bc1846619fdc8c5
RBF_I,RBF_I__s114__clean__none,adwin,map_1111,0.05,1,0.586627062978935,0.5904906333630687,,0.5932203389830508,24,,,validation,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__clean__none/map_1111/feedback_0.05_delay_1/summary.json,83288976762590d3d3ead73c04e9b67cb85069cadcef5b12f848d3c5a6afeb8c
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0000,0.05,1,0.5934333944457044,0.5951829550717925,0.7295369504209541,0.13131079203334878,0,,,validation,fcee2c5e8b9f4240ee76041fcbffe53039acf9324ea6f657f34c9c0f746047f0,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0000/feedback_0.05_delay_1/summary.json,194a86c7640c35bb238163988dc17e192f5fe20b91285d3dc1392690c95d6afd
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0001,0.05,1,0.5596116683194895,0.5641921765126953,0.4996492048643592,0.34993052339045855,8,,,validation,108307774c6302d23285563d50d208bbd7fe720bd71c35f223db6ae7988dc0cd,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0001/feedback_0.05_delay_1/summary.json,3148630c84f850032e4c71c2e34621ecfcaa240aa5a2275b1e70ce14bee0ba90
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0010,0.05,1,0.5592724794974311,0.5647816750178954,0.30226847521047706,0.4743989220598762,2,,,validation,a262eb7fbf61d2525867f81d7a7e49625fbd9cf4da62e16001134af299bf1ef7,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0010/feedback_0.05_delay_1/summary.json,7613a0f197525010055a7541262746afc91ba6455c35e90cf436bdbac43d4863
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0011,0.05,1,0.5649966389025188,0.5696450376857973,0.14452759588400374,0.4659985683607731,8,,,validation,7047b23c7e5fb61f01b3c5d431f90d2a76191b57e61817fca2483d6c5a4f2f39,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0011/feedback_0.05_delay_1/summary.json,4788b748f08ea596dbb29cb1f21021718e38fc05fc3825d85d62e9d5d1ff9b62
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0100,0.05,1,0.5636963742996457,0.5688660575182113,0.6163470533208606,0.37094193439723777,4,,,validation,f5e9cad5c954a7189e81cc96a5598c80aae932fe5b7a1aff198c66e27aa06564,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0100/feedback_0.05_delay_1/summary.json,67068777c96296982eb87c0a1c6dbf0759cbbb43a2c248e8cc843d8bd87f0681
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0101,0.05,1,0.5613283253444477,0.5663606888711104,0.5273620205799813,0.39492189144806095,11,,,validation,bc80ece1dba2bde0f207fceb3a8d74fa1c117dc95c8ccb41647f4e067ae77989,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0101/feedback_0.05_delay_1/summary.json,56c325e2020a46b2a8ecdc24838e5e742994c36e35b2a94f6673440d74f8a8af
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0110,0.05,1,0.5673350343295505,0.5729083329824414,0.25631431244153413,0.5261274158911954,8,,,validation,272bcf4f9d0370c05fc3469564f75f556b69a9c9d9c1abaf23f67ea8958c2ccf,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0110/feedback_0.05_delay_1/summary.json,f6a96a48ea52c0fd7e9af0bc4d210b8ff8bf76f334e83ebea88ce4d3c67d6db2
RBF_I,RBF_I__s114__concept__moderate,adwin,map_0111,0.05,1,0.5674261113408973,0.5726135837298413,0.31103835360149673,0.5359804623352562,13,,,validation,f17ae49dca167d7bde19a0e47d74e47590958daf8ad539fc8ddfceddf6aaeab6,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_0111/feedback_0.05_delay_1/summary.json,28f763f68e930661cf344d879f336bd23cc31604cbe046d9ba8a8466f06da5d7
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1000,0.05,1,0.5634026282758022,0.5679397027243253,0.45615060804490176,0.4821045096635648,9,,,validation,a25e4ca769b745868cac4546aa183474a17289e1b3127caa98d98fc73f0bbd38,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1000/feedback_0.05_delay_1/summary.json,6a333b3ed9946c361cbecb0ffccc867e1eeb7eebb6bd9b34eeb9d753d3459a82
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1001,0.05,1,0.5658960407724082,0.5699397869383974,0.3823666978484565,0.5088214240599604,10,,,validation,e61b9d7b91c720840ee508e8f88ce1a6595e8a0c45713b541438f9264eb2540d,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1001/feedback_0.05_delay_1/summary.json,bbd2bddf4d72155e776335c52a34196d4c5cdbeed713a050bf423fe5a946ff74
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1010,0.05,1,0.5702286247384741,0.5752663270032422,0.29817586529466794,0.5536654174912627,10,,,validation,a10d7484d643f73ec4a3ee075c216e7a1e8c2f3860b88d0ed3bf8ca0dfd27eb0,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1010/feedback_0.05_delay_1/summary.json,3cd28969f707beb338a0ffb58355e236b63975031be9578c76d93d3d9181891e
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1011,0.05,1,0.5657540964394496,0.5708029811781549,0.1028999064546305,0.5985094109225652,13,,,validation,32630facfb496da9f22bee17b70067a1b118c34f8f3e3e2ae45f8b9c0ddb491c,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1011/feedback_0.05_delay_1/summary.json,c01de1b2ebc1b3ca5934c84c08f2ceef71d181b68e9099112b01ac0b8124d40a
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1100,0.05,1,0.567078542776362,0.5724030485494126,0.48608512628624884,0.5074950524232599,14,,,validation,e65a8cb978afc42280d66a78b66534ac931df03d598c30394f1a58f6f91200ce,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1100/feedback_0.05_delay_1/summary.json,c4dfc97932c0c0a6113e4360e5bcbacb69fa0e2b7b22cf13e68d3356ad9fbb60
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1101,0.05,1,0.5685373759266383,0.5734136174154701,0.4370907390084191,0.5186744705040213,21,,,validation,a035a05793d947862ed1640cf1106cdcbed9e5be78355bf952bdd05864616995,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1101/feedback_0.05_delay_1/summary.json,61db56cf9ce07e6d346fdc0255a06f5691a4f7ff08feeb18d0b5da1a86b987ff
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1110,0.05,1,0.5662859957442046,0.5719188176344268,0.27069691300280635,0.6087203671733546,14,,,validation,39ac6315256c592168d40c7788ba13bc184612fe5ba3f2a19b32255d38383929,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1110/feedback_0.05_delay_1/summary.json,9b7020766557a0117384e2a0ced72ecfde87f7f20b3e12af1af96b8853b27bf4
RBF_I,RBF_I__s114__concept__moderate,adwin,map_1111,0.05,1,0.5649029137420485,0.5701924291549118,0.22789990645463049,0.6010147795696661,22,,,validation,76e2a3e74a7ec9be806760d3110f046d8d2aafea111f924b3f971766eb44252d,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__moderate/map_1111/feedback_0.05_delay_1/summary.json,d0a2ca118fd2d0795015cb3e155d3b3f1708fffb46462a1a9c076985f97f4c95
RBF_I,RBF_I__s114__concept__severe,adwin,map_0000,0.05,1,0.5376416090097574,0.5433295052158101,0.7114494177073102,0.1288879318595081,0,,,validation,9b8f8a6de6a974751fc9ff0cf9833e7421f6459bbabbec83e28d80a5fb54741e,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0000/feedback_0.05_delay_1/summary.json,edf9c9231f898a9cf4b6709d92e6ada0af09d85ef320be48d180f36d33d95271
RBF_I,RBF_I__s114__concept__severe,adwin,map_0001,0.05,1,0.5340698846639668,0.5416307780648866,0.41897011365230813,0.5064599483204134,8,,,validation,7836425f4b2dca0a6fac95db1f591e1f2c84a82d5bd783ebceede364f9dc1d93,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0001/feedback_0.05_delay_1/summary.json,2af4e7bb3181e4225e3911e6a1d789595134ed282bad9c8b8ef89b2712b5552a
RBF_I,RBF_I__s114__concept__severe,adwin,map_0010,0.05,1,0.5083162328179684,0.5197865824480812,0.4586782657499649,0.40635467508852524,6,,,validation,9ab1bae9627ed59379ffdda2f8a24aee721e8def98df91b77f8135629e8f7229,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0010/feedback_0.05_delay_1/summary.json,ca343642ab544ef5f7380d592c494a347fb1b352731a671e50587d36914c77e0
RBF_I,RBF_I__s114__concept__severe,adwin,map_0011,0.05,1,0.539768607454292,0.5472533256770983,0.2838501473270661,0.5058378792228921,11,,,validation,c30511a887d9e538455e420b3465eaaf62e813a63a59568ed9b360fb3d21a084,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0011/feedback_0.05_delay_1/summary.json,fa422a8ba02d8d882d90ca1af80d69f14b9b31b9386a7fcb43f1194874e3561e
RBF_I,RBF_I__s114__concept__severe,adwin,map_0100,0.05,1,0.5512428294660312,0.5590726385300029,0.6920162761330153,0.30409608574983255,6,,,validation,76746b368c98b4ee00b58a9e2bad03ffa728865cf55866ee77ba64c5cd0919b8,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0100/feedback_0.05_delay_1/summary.json,518724dab6026b929863b7ff75207b01f3028512d6a5b28c5a11f829015ed482
RBF_I,RBF_I__s114__concept__severe,adwin,map_0101,0.05,1,0.5380808923570055,0.5463202220308163,0.5020345166269118,0.4438702268159633,13,,,validation,f4f16327e1aa855c181cbe77bc23dcccfe2372d6c9146e2a6bf9bca41b37963d,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0101/feedback_0.05_delay_1/summary.json,e258c218c8ba9f391af903deeebc8a20166e4ece0a75dedc41b5b5b1de1755ae
RBF_I,RBF_I__s114__concept__severe,adwin,map_0110,0.05,1,0.54112186175435,0.550028710881424,0.47046443103690194,0.3876447506938463,11,,,validation,52ed014bd5719f5936a258a98cf5f211494ed5d4c2f28ddb10385902de52b66e,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0110/feedback_0.05_delay_1/summary.json,cb6b6afc6237a30d1bd74d15d1c83c41666d68680849e55240c6405311d4eab4
RBF_I,RBF_I__s114__concept__severe,adwin,map_0111,0.05,1,0.5365980531140206,0.544741123552493,0.37792900238529537,0.46973394583213707,16,,,validation,341fb39ddee48958261dcbbd787d1438605f613d0b3d33bb917915623559d47d,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_0111/feedback_0.05_delay_1/summary.json,54a3bf1e60738017879111a74c8291dd259706bc38a74b45f51703d6090a71f1
RBF_I,RBF_I__s114__concept__severe,adwin,map_1000,0.05,1,0.547490274730341,0.5548617092544741,0.40276413638276976,0.4782036558522347,9,,,validation,bbf97b09572777982e755b3d7125f2a6d5e0f5fd18686e3fb01228084ad76990,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1000/feedback_0.05_delay_1/summary.json,973367e0dd4b875401df2f2aac56e3e40d54535d1b290a423e4ef26c95c3bbfc
RBF_I,RBF_I__s114__concept__severe,adwin,map_1001,0.05,1,0.545891811261708,0.5531629821035505,0.3663533043356251,0.5339745430184707,15,,,validation,85caaa76ab92cb63658c2921a0398082c0da8a954248057aca610158e806f315,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1001/feedback_0.05_delay_1/summary.json,c4714fc927102d1209c0310fd3a0fe50f1c43e5ced4b682c7f9c6e0d911fd759
RBF_I,RBF_I__s114__concept__severe,adwin,map_1010,0.05,1,0.5445139221982156,0.551918843908508,0.42900238529535567,0.5553402239448751,13,,,validation,9ecde173afc607a33346594782d7130adc15d427ccd429bc0a4abce0ca0ea66a,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1010/feedback_0.05_delay_1/summary.json,d749e0c8cb0d6ed4c5259c458fe107e9a9d004c0fe8df5259a3c726e13e0c9af
RBF_I,RBF_I__s114__concept__severe,adwin,map_1011,0.05,1,0.5424476217162196,0.5502201167575844,0.27550161358215236,0.5484496124031008,19,,,validation,814e03bedc9cd430bd0ddb7cf59b30c2b9564a85f55901f136dd0a13a9b2d07b,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1011/feedback_0.05_delay_1/summary.json,696c9abf22412e64db0bf323493791a3165acccad45773736d81d9cef88783c8
RBF_I,RBF_I__s114__concept__severe,adwin,map_1100,0.05,1,0.554744822457973,0.5627093501770505,0.5885365511435386,0.4733706574791846,14,,,validation,08d1e7d2fd5776effbea9d443d0ddb481a43cf8043c5f80f8ae82421a486c2f2,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1100/feedback_0.05_delay_1/summary.json,cb31728139a305bb2378e30bc19862955dc68b6e428d2b04c3a5472f9c822c8b
RBF_I,RBF_I__s114__concept__severe,adwin,map_1101,0.05,1,0.546196403035494,0.5543353430950331,0.42451241756699876,0.5310795291415447,22,,,validation,f9c11e7f20a2fc819aa76f02d17738acb693315cdb32721c09b0dc822b221bf9,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1101/feedback_0.05_delay_1/summary.json,1185f78cbfdd28d863ef759c5f442942c562bef6f136a96185a9a45e8978a97f
RBF_I,RBF_I__s114__concept__severe,adwin,map_1110,0.05,1,0.5480180235839761,0.5565843621399177,0.4672372667321454,0.5229208536702077,18,,,validation,454e7ea1c1430171821844d4561f263773165b8a4773457ba230fdb83648da3c,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1110/feedback_0.05_delay_1/summary.json,32ca1aaea43be90d61d9a26143ef2e8261dc195d47fcb478104557b26f0f7591
RBF_I,RBF_I__s114__concept__severe,adwin,map_1111,0.05,1,0.542829931981517,0.5513446262800268,0.33366072681352604,0.5455545985261747,25,,,validation,c67b1d83c3a807f61a3cbd1b51e21a144cd9aa6bcd11c66f6105259c1d029c11,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__concept__severe/map_1111/feedback_0.05_delay_1/summary.json,2f9c22f5b682d2e93e38ea7411e7a500dacf9d451569c7a49360e82447029722
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0000,0.05,1,0.5692407847888957,0.5709366636931311,0.7942997313397967,0.20297332013729497,0,,,validation,d53437ba304113dde366256937fab1cb1cdcfc797f99cfbfba74633060439c4a,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0000/feedback_0.05_delay_1/summary.json,91e1d2b0879b3b8679616d84314876a9b2fc6d72eeb646feb8160d71d4509267
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0001,0.05,1,0.5703991787218587,0.5715254237288135,0.5988786356734026,0.40779970098338564,1,,,validation,e6eb199b2cd240d2e03685687d79b265784be65bd5b62ee4693cfee1e41af237,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0001/feedback_0.05_delay_1/summary.json,2c1e5b34ad3682674080f010346b77a5347a0bcaf501b75e6b736ca3d962f778
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0010,0.05,1,0.5746973854443256,0.575985727029438,0.639761710080598,0.35515593084714353,1,,,validation,dae0b5ee5404ea95a096afa1668903741c210c046c2fbd780c59ea37bfcba8d6,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0010/feedback_0.05_delay_1/summary.json,b1b89fe8b0c3b5e073485c39daffae866497b394ea29c200a6f1190bb53b6e44
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0011,0.05,1,0.5773776196212298,0.5804995539696699,0.7298212825604485,0.27136810629830066,2,,,validation,1baa8c43b1245d02f9a4b2b021bc7bb11c30375868a9e38d640fdbf572b552bc,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0011/feedback_0.05_delay_1/summary.json,662cd9d25ee1d8d9e9ae165211506ed9e0b35ef51bc54678f8e97c980e7e4d0e
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0100,0.05,1,0.5742671720487623,0.5769669937555754,0.5825254059105245,0.42485628250752805,6,,,validation,f77038792fce0b1dc6d7bf65a7c1ff5e0c08d43c03209cf2a7bf86f0374d94c6,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0100/feedback_0.05_delay_1/summary.json,6393ff63900cb5369044a9f34ab24bb9474e6bf5312443b3f2db8fd437f5a47d
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0101,0.05,1,0.5742696741832057,0.5768777876895629,0.5648872795234202,0.44168123144307103,6,,,validation,5b9e91fe692c22a0ca7c3b14c20950fcca8ea43e9a20e2fb8d28e502e37f8fd9,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0101/feedback_0.05_delay_1/summary.json,7a6f266a35ccfa409ad9954aa1271ef66d2d256c2395cc3758be9b7d9904b052
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0110,0.05,1,0.5755936065394971,0.5784834968777877,0.5724798504847565,0.44304996946661335,7,,,validation,c6f290488163ca53e6a2dcf5f43ebc47cff68292b3d20c0cae1a98dca1af94f4,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0110/feedback_0.05_delay_1/summary.json,f013448448c8e26b20c68237dbaed62deb814c324fdab735972b647de8431248
RBF_I,RBF_I__s114__instance__moderate,adwin,map_0111,0.05,1,0.5751058236032565,0.5776449598572703,0.5203831328115874,0.4936722188296237,7,,,validation,9cfc0cd40281ad2bf26a709cfab8847e9e16cb6631a8d1b7ce1a5cc5597aca07,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_0111/feedback_0.05_delay_1/summary.json,7c59b01b75d3a94681482e5568e0c585c1b3ff8a0c1bf76956dd1040b70a6d97
RBF_I,RBF_I__s114__instance__moderate,adwin,map_1000,0.05,1,0.5535614114898353,0.556235504014273,0.5633687653311529,0.4414074838383626,15,,,validation,3641bca06b5c77a6f30d2e7f957eb9acc26a94fca2da1d49d69e020536cd3cd8,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_1000/feedback_0.05_delay_1/summary.json,edbdc275494bdc9071f367429210437c8eeb91f49167da11927f701e906fd08c
RBF_I,RBF_I__s114__instance__moderate,adwin,map_1001,0.05,1,0.5571644483148336,0.56,0.4972549935755169,0.5095074648866054,17,,,validation,1b99ae053cee8561b8ac3a53f3d07d0a405b935652b092c07931c3a40a33644f,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_1001/feedback_0.05_delay_1/summary.json,16722dac8bc65efb054120ec8756ea8dd51078863ab1fbf3e26ed40d913807a1
RBF_I,RBF_I__s114__instance__moderate,adwin,map_1010,0.05,1,0.5535614114898353,0.556235504014273,0.5633687653311529,0.4414074838383626,15,,,validation,3641bca06b5c77a6f30d2e7f957eb9acc26a94fca2da1d49d69e020536cd3cd8,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_1010/feedback_0.05_delay_1/summary.json,b34300cfed2fffd03efee7fd6e7c01a7338ee4923d86cf3b6b608a1f274054a5
RBF_I,RBF_I__s114__instance__moderate,adwin,map_1011,0.05,1,0.5571644483148336,0.56,0.4972549935755169,0.5095074648866054,17,,,validation,1b99ae053cee8561b8ac3a53f3d07d0a405b935652b092c07931c3a40a33644f,results/per_dataset_study/validation_runs/RBF_I/adwin/RBF_I__s114__instance__moderate/map_1011/feedback_0.05_delay_1/summary.json,7b44c234885399f6a801f5d6767a902cd18d839d6f23c6f4dfc34933fb48f184
