rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status
12000,11400,7600,0,0,0.13422941700264346,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,adwin,0.05,1,0,complete
12000,11400,7600,0,0,0.1311209170089569,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,adwin,0.01,5,4,complete
12000,11400,7600,0,0,0.1306158340012189,False,600,none,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,hddm_w,0.01,5,4,complete
12000,11400,7600,0,0,0.13354062500002328,False,600,none,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.1419807909987867,False,600,confirmed,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hddm_w,0.01,5,4,complete
12000,11400,7600,0,0,0.14297820899810176,False,600,confirmed,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hddm_w,0.05,1,0,complete
12000,11400,5700,950,1,0.13869200000772253,False,600,rl,True,10450,0.8916746411483254,0.8801696017385143,0,0,,10450,5700,0.5454545454545454,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hddm_w,0.01,5,4,complete
12000,11400,7600,1900,2,0.14300875000481028,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.14205566700547934,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hddm_w,0.01,5,4,complete
12000,11400,7600,0,0,0.1512367919931421,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.14374766699620523,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hddm_w,0.01,5,4,complete
12000,11400,7600,0,0,0.14975795800273772,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.14464741700794548,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.14182670900481753,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hddm_w,0.01,5,4,complete
12000,11400,7600,0,0,0.12861733298632316,False,600,none,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,hellinger,0.01,5,4,complete
12000,11400,7600,0,0,0.13441816599515732,False,600,none,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,hellinger,0.05,1,0,complete
12000,13300,9500,2850,1,0.13970816700020805,False,600,confirmed,True,10450,0.8745454545454545,0.8614834935393795,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hellinger,0.01,5,4,complete
12000,13300,6650,0,0,0.14548950000607874,False,600,confirmed,True,10450,0.8795215311004785,0.8644455039562979,0,0,,10450,4750,0.45454545454545453,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,hellinger,0.05,1,0,complete
12000,11400,7600,1900,2,0.12981979199685156,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hellinger,0.05,1,0,complete
12000,11400,5700,950,1,0.1285860420030076,False,600,rl,True,10450,0.8916746411483254,0.8801696017385143,0,0,,10450,5700,0.5454545454545454,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,hellinger,0.01,5,4,complete
12000,11400,7600,0,0,0.12942791600653436,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hellinger,0.01,5,4,complete
12000,11400,7600,0,0,0.1367170419980539,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,hellinger,0.05,1,0,complete
12000,11400,7600,0,0,0.1335806249990128,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hellinger,0.01,5,4,complete
12000,11400,7600,0,0,0.1382942080090288,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,hellinger,0.05,1,0,complete
12000,11400,7600,0,0,0.13549408401013352,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hellinger,0.05,1,0,complete
12000,11400,7600,0,0,0.13185429100121837,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,hellinger,0.01,5,4,complete
12000,11400,7600,0,0,0.1349927499977639,False,600,none,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.12955520799732767,False,600,none,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,no_reset,d3_oof,0.01,5,4,complete
12000,11400,7600,0,0,0.14390899999125395,False,600,confirmed,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,d3_oof,0.01,5,4,complete
12000,11400,7600,0,0,0.14514408398827072,False,600,confirmed,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,confirmed,d3_oof,0.05,1,0,complete
12000,11400,5700,950,1,0.13124354199680965,False,600,rl,True,10450,0.8916746411483254,0.8801696017385143,0,0,,10450,5700,0.5454545454545454,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,d3_oof,0.01,5,4,complete
12000,11400,7600,1900,2,0.13473449999582954,False,600,rl,True,10450,0.8864114832535885,0.8729015939580664,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,error_rule,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.14091516699409112,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,d3_oof,0.01,5,4,complete
12000,11400,7600,0,0,0.14744683299795724,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,selected_map,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.148279500004719,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,d3_oof,0.01,5,4,complete
12000,11400,7600,0,0,0.15154445900407154,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_7,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.15321704199595843,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.1486009579966776,False,600,rl,True,10450,0.8869856459330143,0.8761651786108928,0,0,,10450,3800,0.36363636363636365,SEA_A__s9917__clean__none,SEA_A,clean,none,9917,q_alarm_persistence_7,d3_oof,0.01,5,4,complete
12000,11400,7600,0,0,0.14005637500667945,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,adwin,0.01,5,4,complete
12000,11400,9500,0,0,0.14312466699630022,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,adwin,0.05,1,0,complete
12000,11400,7600,0,0,0.14352041699748952,False,600,confirmed,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,adwin,0.01,5,4,complete
12000,11400,9500,0,0,0.1468275410006754,False,600,confirmed,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,adwin,0.05,1,0,complete
12000,11400,6650,1900,2,0.14042495799367316,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,adwin,0.01,5,4,complete
12000,11400,9500,1900,2,0.14732558399555273,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,adwin,0.05,1,0,complete
12000,11400,7600,0,0,0.13443845900474116,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,adwin,0.01,5,4,complete
12000,11400,8550,950,1,0.1355941670044558,False,600,rl,True,10450,0.8807655502392344,0.8688985789088042,2850,2026,0.7108771929824561,7600,2026,0.266578947368421,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,adwin,0.05,1,0,complete
12000,11400,9500,0,0,0.13729279200197197,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,adwin,0.05,1,0,complete
12000,11400,7600,0,0,0.13484045800578315,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,adwin,0.01,5,4,complete
12000,11400,7600,0,0,0.1353057080123108,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,adwin,0.01,5,4,complete
12000,11400,9500,0,0,0.13691870900220238,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,adwin,0.05,1,0,complete
12000,11400,7600,0,0,0.12928891699993983,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hddm_w,0.01,5,4,complete
12000,11400,9500,0,0,0.13328487498802133,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hddm_w,0.05,1,0,complete
12000,13300,9500,2850,1,0.15172249999886844,False,600,confirmed,True,10450,0.8805741626794258,0.8683356960003514,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hddm_w,0.01,5,4,complete
12000,13300,11400,2850,1,0.1557393749972107,False,600,confirmed,True,10450,0.8756937799043062,0.862946365545761,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hddm_w,0.05,1,0,complete
12000,11400,6650,1900,2,0.13939454199862666,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hddm_w,0.01,5,4,complete
12000,11400,9500,1900,2,0.14143091700680088,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hddm_w,0.05,1,0,complete
12000,11400,9500,1900,2,0.14263708399084862,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hddm_w,0.05,1,0,complete
12000,11400,6650,1900,2,0.14116833299340215,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hddm_w,0.01,5,4,complete
12000,11400,9500,0,0,0.14534416700189468,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.14313383300032,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hddm_w,0.01,5,4,complete
12000,11400,9500,0,0,0.14562116700108163,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hddm_w,0.05,1,0,complete
12000,11400,7600,0,0,0.1457139999984065,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hddm_w,0.01,5,4,complete
12000,11400,7600,0,0,0.12992145800672006,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hellinger,0.01,5,4,complete
12000,11400,9500,0,0,0.13298666600894649,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hellinger,0.05,1,0,complete
12000,13300,11400,2850,1,0.14274237499921583,False,600,confirmed,True,10450,0.8756937799043062,0.862946365545761,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hellinger,0.05,1,0,complete
12000,13300,9500,2850,1,0.14121549999981653,False,600,confirmed,True,10450,0.8805741626794258,0.8683356960003514,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hellinger,0.01,5,4,complete
12000,11400,9500,1900,2,0.129001208988484,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hellinger,0.05,1,0,complete
12000,11400,6650,1900,2,0.12741237500449643,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hellinger,0.01,5,4,complete
12000,11400,9500,0,0,0.13290587499795947,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hellinger,0.05,1,0,complete
12000,11400,7600,0,0,0.1322159580013249,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hellinger,0.01,5,4,complete
12000,11400,7600,0,0,0.13222849999147002,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hellinger,0.01,5,4,complete
12000,11400,9500,0,0,0.1320676250034012,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hellinger,0.05,1,0,complete
12000,11400,7600,0,0,0.13342295799520798,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hellinger,0.01,5,4,complete
12000,11400,9500,0,0,0.1336589999991702,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hellinger,0.05,1,0,complete
12000,11400,7600,0,0,0.13298024999676272,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,d3_oof,0.01,5,4,complete
12000,11400,9500,0,0,0.1366333750047488,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.14448462500877213,False,600,confirmed,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,d3_oof,0.01,5,4,complete
12000,11400,9500,0,0,0.1481348329980392,False,600,confirmed,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,d3_oof,0.05,1,0,complete
12000,11400,6650,1900,2,0.13152083399472758,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,d3_oof,0.01,5,4,complete
12000,11400,9500,1900,2,0.1335171250102576,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,d3_oof,0.05,1,0,complete
12000,11400,9500,0,0,0.14504545798990875,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.14425641699926928,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,d3_oof,0.01,5,4,complete
12000,11400,7600,0,0,0.14132029100437649,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,d3_oof,0.01,5,4,complete
12000,11400,9500,0,0,0.14587120900978334,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,d3_oof,0.05,1,0,complete
12000,11400,9500,0,0,0.14448066600016318,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,d3_oof,0.05,1,0,complete
12000,11400,7600,0,0,0.14466516699758358,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,d3_oof,0.01,5,4,complete
12000,11400,2850,0,0,0.44947900000261143,False,600,none,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,adwin,0.01,5,4,complete
12000,11400,6650,0,0,0.45763616600015666,False,600,none,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,adwin,0.05,1,0,complete
12000,11400,2850,0,0,0.46146504099306185,True,600,confirmed,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,adwin,0.01,5,4,complete
12000,11400,6650,0,0,0.4615484579990152,False,600,confirmed,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,adwin,0.05,1,0,complete
12000,11400,3800,950,1,0.4435827500128653,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,7600,0.7272727272727273,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,adwin,0.01,5,4,complete
12000,11400,5700,1900,2,0.46221958300156984,False,600,rl,True,10450,0.38354066985645935,0.37430018802141235,0,0,,10450,5700,0.5454545454545454,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,adwin,0.05,1,0,complete
12000,11400,2850,0,0,0.4402150419919053,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,adwin,0.01,5,4,complete
12000,11400,6650,0,0,0.47197616699850187,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,adwin,0.05,1,0,complete
12000,11400,6650,0,0,0.4585886249988107,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,adwin,0.05,1,0,complete
