rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_baseline,host_accuracy_baseline,poison_admission_rate_baseline,clean_withhold_rate_baseline,resets_baseline,training_visits_baseline,seconds_baseline,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference
12000,11400,3800,950,1,0.4460003330023028,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,7600,0.7272727272727273,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,hellinger,0.01,5,4,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.45528416700835805,-0.018764141706109794,-0.01674641148325362,,0.18181818181818188,-1,0,-0.009283834006055258
12000,11400,6650,0,0,0.46072612500574905,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,hellinger,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.46072612500574905,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.4606257499981439,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,hellinger,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.46072612500574905,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.00010037500760518014
12000,11400,2850,0,0,0.45253470800525974,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,hellinger,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4632050830114167,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.010670375006156974
12000,11400,6650,0,0,0.4632050830114167,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,hellinger,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4632050830114167,0.0,0.0,,0.0,0,0,0.0
12000,11400,6650,0,0,0.46103766599844676,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,hellinger,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.46103766599844676,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.4595183750061551,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,hellinger,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.46103766599844676,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.0015192909922916442
12000,11400,2850,0,0,0.4439443329902133,False,600,none,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,d3_oof,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4616785419930238,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.01773420900281053
12000,11400,6650,0,0,0.4616785419930238,False,600,none,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,d3_oof,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4616785419930238,0.0,0.0,,0.0,0,0,0.0
12000,11400,6650,0,0,0.4694704580033431,False,600,confirmed,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,d3_oof,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4694704580033431,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.4712154580047354,False,600,confirmed,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,d3_oof,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4694704580033431,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,0.0017450000013923272
12000,11400,5700,1900,2,0.4712757909874199,False,600,rl,True,10450,0.38354066985645935,0.37430018802141235,0,0,,10450,5700,0.5454545454545454,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,d3_oof,0.05,1,0,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.4712757909874199,0.0,0.0,,0.0,0,0,0.0
12000,11400,3800,950,1,0.46830079100618605,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,7600,0.7272727272727273,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,d3_oof,0.01,5,4,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.4712757909874199,-0.018764141706109794,-0.01674641148325362,,0.18181818181818188,-1,0,-0.00297499998123385
12000,11400,6650,0,0,0.48837449999700766,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,d3_oof,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.48837449999700766,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.49173725000582635,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,d3_oof,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.48837449999700766,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,0.0033627500088186935
12000,11400,2850,0,0,0.4666444999893429,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,d3_oof,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4772747920069378,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.010630292017594911
12000,11400,6650,0,0,0.4772747920069378,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,d3_oof,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4772747920069378,0.0,0.0,,0.0,0,0,0.0
12000,11400,6650,0,0,0.46888695799862035,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,d3_oof,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.46888695799862035,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.46712033299263567,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,d3_oof,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.46888695799862035,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.0017666250059846789
12000,11400,4750,0,0,0.4416640420095064,False,600,none,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,adwin,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46396025001013186,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.022296208000625484
12000,11400,6650,0,0,0.46396025001013186,False,600,none,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,adwin,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46396025001013186,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,0,0,0.45868345799681265,False,600,confirmed,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,adwin,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.45868345799681265,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.45725525000307243,False,600,confirmed,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,adwin,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.45868345799681265,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.001428207993740216
12000,11400,6650,0,0,0.4604581669991603,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,adwin,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4604581669991603,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.44525437499396503,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,adwin,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4604581669991603,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.015203792005195282
12000,11400,6650,0,0,0.4571284589910647,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,adwin,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4571284589910647,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.455931624994264,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,adwin,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4571284589910647,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.0011968339968007058
12000,11400,4750,0,0,0.4476107910013525,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_7,adwin,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4599810409999918,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.012370249998639338
12000,11400,6650,0,0,0.4599810409999918,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_7,adwin,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4599810409999918,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,0,0,0.4565209580032388,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_persistence_7,adwin,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4565209580032388,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.4511746669886634,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_persistence_7,adwin,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4565209580032388,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.0053462910145753995
12000,11400,4750,0,0,0.44099395799275953,False,600,none,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,hddm_w,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46173787499719765,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.020743917004438117
12000,11400,6650,0,0,0.46173787499719765,False,600,none,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,hddm_w,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46173787499719765,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.4689992909989087,True,600,confirmed,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,hddm_w,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4710124160046689,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.00201312500576023
12000,11400,6650,0,0,0.4710124160046689,False,600,confirmed,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,hddm_w,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4710124160046689,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.4602281249972293,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,hddm_w,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4749651250021998,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.014737000004970469
12000,11400,6650,0,0,0.4749651250021998,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,hddm_w,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4749651250021998,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.45451633400807623,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,hddm_w,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.48724575000233017,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.03272941599425394
12000,11400,6650,0,0,0.48724575000233017,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,hddm_w,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.48724575000233017,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.45496524999907706,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_7,hddm_w,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.47482887499791104,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.019863624998833984
12000,11400,6650,0,0,0.47482887499791104,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_7,hddm_w,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.47482887499791104,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,0,0,0.46794429200235754,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_persistence_7,hddm_w,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46794429200235754,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.4717664999916451,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_persistence_7,hddm_w,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46794429200235754,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,0.0038222079892875627
12000,11400,6650,0,0,0.45844524999847636,False,600,none,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,hellinger,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.45844524999847636,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.4485971670073923,False,600,none,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,hellinger,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.45844524999847636,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.009848082991084084
12000,11400,6650,0,0,0.4588441659871023,False,600,confirmed,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,hellinger,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4588441659871023,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.45895699999528006,False,600,confirmed,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,hellinger,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4588441659871023,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,0.00011283400817774236
12000,11400,4750,0,0,0.4520006660022773,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,hellinger,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4614414170064265,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.009440751004149206
12000,11400,6650,0,0,0.4614414170064265,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,hellinger,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4614414170064265,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,0,0,0.4568881669983966,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,hellinger,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4568881669983966,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.45526145900657866,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,hellinger,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4568881669983966,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.001626707991817966
12000,11400,4750,0,0,0.4420997499983059,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_7,hellinger,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46469533299386967,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.022595582995563745
12000,11400,6650,0,0,0.46469533299386967,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_7,hellinger,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46469533299386967,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,0,0,0.4608708750020014,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_persistence_7,hellinger,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4608708750020014,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.46237137500429526,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,q_alarm_persistence_7,hellinger,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4608708750020014,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,0.0015005000022938475
12000,11400,6650,0,0,0.4613660410104785,False,600,none,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,d3_oof,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4613660410104785,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.44755508299567737,False,600,none,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,no_reset,d3_oof,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4613660410104785,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.013810958014801145
12000,11400,6650,0,0,0.46918825000466313,False,600,confirmed,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,d3_oof,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46918825000466313,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.46794600000430364,False,600,confirmed,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,confirmed,d3_oof,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46918825000466313,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.0012422500003594905
12000,11400,4750,0,0,0.46051283400447574,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,d3_oof,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4727754170016851,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-0.012262582997209392
12000,11400,6650,0,0,0.4727754170016851,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,error_rule,d3_oof,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.4727754170016851,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,0,0,0.46911216599983163,False,600,rl,True,10450,0.42028708133971293,0.39118228682416456,2851,1580,0.554191511750263,7599,3479,0.457823397815502,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,d3_oof,0.05,1,0,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46911216599983163,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,4750,0,0,0.4690271669969661,False,600,rl,True,10450,0.38976076555023925,0.361688645667891,2851,1045,0.36653805682216767,7599,4844,0.6374522963547835,RBF_I__s9917__instance__severe,RBF_I,instance,severe,9917,selected_map,d3_oof,0.01,5,4,complete,0.39118228682416456,0.42028708133971293,0.554191511750263,0.457823397815502,0,11400,0.46911216599983163,-0.029493641156273565,-0.03052631578947368,-0.18765345492809538,0.1796288985392815,0,0,-8.499900286551565e-05
