rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_baseline,host_accuracy_baseline,poison_admission_rate_baseline,clean_withhold_rate_baseline,resets_baseline,training_visits_baseline,seconds_baseline,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference
12000,11400,9500,0,0,0.13328487498802133,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hddm_w,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13328487498802133,0.0,0.0,0.0,0.0,0,0,0.0
12000,13300,9500,2850,1,0.15172249999886844,False,600,confirmed,True,10450,0.8805741626794258,0.8683356960003514,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hddm_w,0.01,5,4,complete,0.862946365545761,0.8756937799043062,0.8221052631578948,0.18328947368421053,1,13300,0.1557393749972107,0.005389330454590446,0.004880382775119596,-0.1775438596491229,0.18342105263157896,0,0,-0.004016874998342246
12000,13300,11400,2850,1,0.1557393749972107,False,600,confirmed,True,10450,0.8756937799043062,0.862946365545761,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hddm_w,0.05,1,0,complete,0.862946365545761,0.8756937799043062,0.8221052631578948,0.18328947368421053,1,13300,0.1557393749972107,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,1900,2,0.13939454199862666,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hddm_w,0.01,5,4,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.14143091700680088,0.012076577086475693,0.010717703349282348,-0.26210526315789473,0.2767105263157895,0,0,-0.0020363750081742182
12000,11400,9500,1900,2,0.14143091700680088,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hddm_w,0.05,1,0,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.14143091700680088,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,9500,1900,2,0.14263708399084862,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hddm_w,0.05,1,0,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.14263708399084862,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,1900,2,0.14116833299340215,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hddm_w,0.01,5,4,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.14263708399084862,0.012076577086475693,0.010717703349282348,-0.26210526315789473,0.2767105263157895,0,0,-0.0014687509974464774
12000,11400,9500,0,0,0.14534416700189468,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hddm_w,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14534416700189468,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.14313383300032,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hddm_w,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14534416700189468,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0022103340015746653
12000,11400,9500,0,0,0.14562116700108163,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hddm_w,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14562116700108163,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.1457139999984065,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hddm_w,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14562116700108163,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,9.283299732487649e-05
12000,11400,7600,0,0,0.12992145800672006,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hellinger,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13298666600894649,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.003065208002226427
12000,11400,9500,0,0,0.13298666600894649,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,hellinger,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13298666600894649,0.0,0.0,0.0,0.0,0,0,0.0
12000,13300,11400,2850,1,0.14274237499921583,False,600,confirmed,True,10450,0.8756937799043062,0.862946365545761,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hellinger,0.05,1,0,complete,0.862946365545761,0.8756937799043062,0.8221052631578948,0.18328947368421053,1,13300,0.14274237499921583,0.0,0.0,0.0,0.0,0,0,0.0
12000,13300,9500,2850,1,0.14121549999981653,False,600,confirmed,True,10450,0.8805741626794258,0.8683356960003514,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,hellinger,0.01,5,4,complete,0.862946365545761,0.8756937799043062,0.8221052631578948,0.18328947368421053,1,13300,0.14274237499921583,0.005389330454590446,0.004880382775119596,-0.1775438596491229,0.18342105263157896,0,0,-0.001526874999399297
12000,11400,9500,1900,2,0.129001208988484,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hellinger,0.05,1,0,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.129001208988484,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,1900,2,0.12741237500449643,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,hellinger,0.01,5,4,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.129001208988484,0.012076577086475693,0.010717703349282348,-0.26210526315789473,0.2767105263157895,0,0,-0.0015888339839875698
12000,11400,9500,0,0,0.13290587499795947,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hellinger,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13290587499795947,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.1322159580013249,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,hellinger,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13290587499795947,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0006899169966345653
12000,11400,7600,0,0,0.13222849999147002,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hellinger,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1320676250034012,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,0.0001608749880688265
12000,11400,9500,0,0,0.1320676250034012,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,hellinger,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1320676250034012,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.13342295799520798,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hellinger,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1336589999991702,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0002360420039622113
12000,11400,9500,0,0,0.1336589999991702,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,hellinger,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1336589999991702,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.13298024999676272,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,d3_oof,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1366333750047488,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.003653125007986091
12000,11400,9500,0,0,0.1366333750047488,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,no_reset,d3_oof,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1366333750047488,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.14448462500877213,False,600,confirmed,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,d3_oof,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1481348329980392,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0036502079892670736
12000,11400,9500,0,0,0.1481348329980392,False,600,confirmed,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,confirmed,d3_oof,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.1481348329980392,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,6650,1900,2,0.13152083399472758,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,d3_oof,0.01,5,4,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.1335171250102576,0.012076577086475693,0.010717703349282348,-0.26210526315789473,0.2767105263157895,0,0,-0.001996291015530005
12000,11400,9500,1900,2,0.1335171250102576,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,error_rule,d3_oof,0.05,1,0,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.1335171250102576,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,9500,0,0,0.14504545798990875,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,d3_oof,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14504545798990875,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.14425641699926928,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,selected_map,d3_oof,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14504545798990875,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.000789040990639478
12000,11400,7600,0,0,0.14132029100437649,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,d3_oof,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14587120900978334,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0045509180054068565
12000,11400,9500,0,0,0.14587120900978334,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_7,d3_oof,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14587120900978334,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,9500,0,0,0.14448066600016318,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,d3_oof,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14448066600016318,0.0,0.0,0.0,0.0,0,0,0.0
12000,11400,7600,0,0,0.14466516699758358,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917,q_alarm_persistence_7,d3_oof,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14448066600016318,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,0.00018450099742040038
12000,11400,2850,0,0,0.44947900000261143,False,600,none,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,adwin,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.45763616600015666,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.008157165997545235
12000,11400,6650,0,0,0.45763616600015666,False,600,none,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,adwin,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.45763616600015666,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.46146504099306185,True,600,confirmed,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,adwin,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4615484579990152,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-8.341700595337898e-05
12000,11400,6650,0,0,0.4615484579990152,False,600,confirmed,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,adwin,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4615484579990152,0.0,0.0,,0.0,0,0,0.0
12000,11400,3800,950,1,0.4435827500128653,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,7600,0.7272727272727273,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,adwin,0.01,5,4,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.46221958300156984,-0.018764141706109794,-0.01674641148325362,,0.18181818181818188,-1,0,-0.018636832988704555
12000,11400,5700,1900,2,0.46221958300156984,False,600,rl,True,10450,0.38354066985645935,0.37430018802141235,0,0,,10450,5700,0.5454545454545454,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,adwin,0.05,1,0,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.46221958300156984,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.4402150419919053,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,adwin,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.47197616699850187,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.03176112500659656
12000,11400,6650,0,0,0.47197616699850187,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,adwin,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.47197616699850187,0.0,0.0,,0.0,0,0,0.0
12000,11400,6650,0,0,0.4585886249988107,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,adwin,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4585886249988107,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.44677029199374374,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,adwin,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4585886249988107,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.011818333005066961
12000,11400,6650,0,0,0.45737287499650847,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,adwin,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.45737287499650847,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.45302541700948495,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,adwin,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.45737287499650847,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.0043474579870235175
12000,11400,2850,0,0,0.44942762500431854,False,600,none,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,hddm_w,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4561763340025209,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.006748708998202346
12000,11400,6650,0,0,0.4561763340025209,False,600,none,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,hddm_w,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4561763340025209,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.4699955830001272,True,600,confirmed,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,hddm_w,0.01,5,4,complete,0.3660940817200063,0.3785645933014354,,0.36363636363636365,1,13300,0.5098489160009194,-0.010558035404703736,-0.011770334928229653,,0.4545454545454546,-1,-1900,-0.03985333300079219
12000,13300,8550,2850,1,0.5098489160009194,False,600,confirmed,True,10450,0.3785645933014354,0.3660940817200063,0,0,,10450,3800,0.36363636363636365,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,hddm_w,0.05,1,0,complete,0.3660940817200063,0.3785645933014354,,0.36363636363636365,1,13300,0.5098489160009194,0.0,0.0,,0.0,0,0,0.0
12000,11400,3800,950,1,0.4535170000017388,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,7600,0.7272727272727273,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,hddm_w,0.01,5,4,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.4704892080044374,-0.018764141706109794,-0.01674641148325362,,0.18181818181818188,-1,0,-0.016972208002698608
12000,11400,5700,1900,2,0.4704892080044374,False,600,rl,True,10450,0.38354066985645935,0.37430018802141235,0,0,,10450,5700,0.5454545454545454,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,hddm_w,0.05,1,0,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.4704892080044374,0.0,0.0,,0.0,0,0,0.0
12000,11400,3800,950,1,0.45374625000113156,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,7600,0.7272727272727273,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,hddm_w,0.01,5,4,complete,0.38685365038096997,0.4040191387559809,,0.36363636363636365,1,11400,0.48325295800168533,-0.031317604065667415,-0.03722488038277516,,0.36363636363636365,0,0,-0.029506708000553772
12000,11400,7600,950,1,0.48325295800168533,False,600,rl,True,10450,0.4040191387559809,0.38685365038096997,0,0,,10450,3800,0.36363636363636365,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,selected_map,hddm_w,0.05,1,0,complete,0.38685365038096997,0.4040191387559809,,0.36363636363636365,1,11400,0.48325295800168533,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.46037783299107105,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,hddm_w,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.47161133399640676,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.011233501005335711
12000,11400,6650,0,0,0.47161133399640676,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_7,hddm_w,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.47161133399640676,0.0,0.0,,0.0,0,0,0.0
12000,11400,6650,0,0,0.47111879200383555,False,600,rl,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,hddm_w,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.47111879200383555,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.4709184160019504,False,600,rl,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,q_alarm_persistence_7,hddm_w,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.47111879200383555,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.0002003760018851608
12000,11400,2850,0,0,0.4478578340058448,False,600,none,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,hellinger,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4649301250028657,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,-0.0170722909970209
12000,11400,6650,0,0,0.4649301250028657,False,600,none,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,no_reset,hellinger,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.4649301250028657,0.0,0.0,,0.0,0,0,0.0
12000,11400,6650,0,0,0.45950420800363645,False,600,confirmed,True,10450,0.39311004784688997,0.3742956620695437,0,0,,10450,4750,0.45454545454545453,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,hellinger,0.05,1,0,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.45950420800363645,0.0,0.0,,0.0,0,0,0.0
12000,11400,2850,0,0,0.45980879198759794,False,600,confirmed,True,10450,0.36679425837320573,0.35553604631530256,0,0,,10450,8550,0.8181818181818182,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,confirmed,hellinger,0.01,5,4,complete,0.3742956620695437,0.39311004784688997,,0.45454545454545453,0,11400,0.45950420800363645,-0.01875961575424112,-0.026315789473684237,,0.3636363636363637,0,0,0.0003045839839614928
12000,11400,5700,1900,2,0.45528416700835805,False,600,rl,True,10450,0.38354066985645935,0.37430018802141235,0,0,,10450,5700,0.5454545454545454,RBF_I__s9917__clean__none,RBF_I,clean,none,9917,error_rule,hellinger,0.05,1,0,complete,0.37430018802141235,0.38354066985645935,,0.5454545454545454,2,11400,0.45528416700835805,0.0,0.0,,0.0,0,0,0.0
